"","oma_id","level","level_name","araID","gene_id","age"
"11095",15184125,4,"Streptophyta","ARATH20159","AT3G19100","MC"
"11096",15184127,2,"Eukaryota","ARATH20161","AT3G19130","UC"
"11097",15184128,14,"Arabidopsis","ARATH20162","AT3G19140","MC"
"11098",15184130,13,"Brassicaceae","ARATH20164","AT3G19150","MC"
"11099",15184132,9,"Mesangiospermae","ARATH20166","AT3G19160","MC"
"11100",15184134,1,"LUCA","ARATH20168","AT3G19170","UC"
"11101",15184135,7,"Spermatophyta","ARATH20169","AT3G19180","MC"
"11102",15184137,9,"Mesangiospermae","ARATH20171","AT3G19184","MC"
"11103",15184139,5,"Embryophyta","ARATH20173","AT3G19190","MC"
"11104",15184141,13,"Brassicaceae","ARATH20175","AT3G19200","MC"
"11105",15184144,3,"Viridiplantae","ARATH20178","AT3G19210","UC"
"11106",15184145,13,"Brassicaceae","ARATH20179","AT3G19220","MC"
"11107",15184147,3,"Viridiplantae","ARATH20181","AT3G19240","UC"
"11108",15184148,8,"Magnoliopsida","ARATH20182","AT3G19250","MC"
"11109",15184149,2,"Eukaryota","ARATH20183","AT3G19260","UC"
"11110",15184150,2,"Eukaryota","ARATH20184","AT3G19270","UC"
"11111",15184153,4,"Streptophyta","ARATH20187","AT3G19280","MC"
"11112",15184156,12,"malvids","ARATH20190","AT3G19290","MC"
"11113",15184158,6,"Tracheophyta","ARATH20192","AT3G19300","MC"
"11114",15184159,4,"Streptophyta","ARATH20193","AT3G19310","MC"
"11115",15184160,10,"Pentapetalae","ARATH20194","AT3G19320","MC"
"11116",15184161,8,"Magnoliopsida","ARATH20195","AT3G19330","MC"
"11117",15184164,2,"Eukaryota","ARATH20198","AT3G19340","UC"
"11118",15184165,2,"Eukaryota","ARATH20199","AT3G19350","UC"
"11119",15184166,10,"Pentapetalae","ARATH20200","AT3G19360","MC"
"11120",15184167,10,"Pentapetalae","ARATH20201","AT3G19370","MC"
"11121",15184168,5,"Embryophyta","ARATH20202","AT3G19380","MC"
"11122",15184169,9,"Mesangiospermae","ARATH20203","AT3G19390","MC"
"11123",15184170,9,"Mesangiospermae","ARATH20204","AT3G19400","MC"
"11124",15184172,13,"Brassicaceae","ARATH20206","AT3G19410","MC"
"11125",15184173,5,"Embryophyta","ARATH20207","AT3G19420","MC"
"11126",15184177,4,"Streptophyta","ARATH20211","AT3G19440","MC"
"11127",15184178,2,"Eukaryota","ARATH20212","AT3G19450","UC"
"11128",15184179,6,"Tracheophyta","ARATH20213","AT3G19460","MC"
"11129",15184182,13,"Brassicaceae","ARATH20216","AT3G19470","MC"
"11130",15184183,2,"Eukaryota","ARATH20217","AT3G19480","UC"
"11131",15184184,2,"Eukaryota","ARATH20218","AT3G19490","UC"
"11132",15184186,11,"rosids","ARATH20220","AT3G19500","MC"
"11133",15184188,5,"Embryophyta","ARATH20222","AT3G19508","MC"
"11134",15184189,8,"Magnoliopsida","ARATH20223","AT3G19510","MC"
"11135",15184190,14,"Arabidopsis","ARATH20224","AT3G19515","MC"
"11136",15184191,13,"Brassicaceae","ARATH20225","AT3G19520","MC"
"11137",15184195,5,"Embryophyta","ARATH20229","AT3G19540","MC"
"11138",15184196,13,"Brassicaceae","ARATH20230","AT3G19550","MC"
"11139",15184198,2,"Eukaryota","ARATH20232","AT3G19553","UC"
"11140",15184199,14,"Arabidopsis","ARATH20233","AT3G19560","MC"
"11141",15184202,6,"Tracheophyta","ARATH20236","AT3G19570","MC"
"11142",15184204,11,"rosids","ARATH20238","AT3G19580","MC"
"11143",15184205,2,"Eukaryota","ARATH20239","AT3G19590","UC"
"11144",15184206,14,"Arabidopsis","ARATH20240","AT3G19600","MC"
"11145",15184207,9,"Mesangiospermae","ARATH20241","AT3G19595","MC"
"11146",15184208,10,"Pentapetalae","ARATH20242","AT3G19610","MC"
"11147",15184211,2,"Eukaryota","ARATH20245","AT3G19620","UC"
"11148",15184212,2,"Eukaryota","ARATH20246","AT3G19630","UC"
"11149",15184213,2,"Eukaryota","ARATH20247","AT3G19640","UC"
"11150",15184214,7,"Spermatophyta","ARATH20248","AT3G19650","MC"
"11151",15184215,10,"Pentapetalae","ARATH20249","AT3G19660","MC"
"11152",15184218,13,"Brassicaceae","ARATH20252","AT3G19670","MC"
"11153",15184219,10,"Pentapetalae","ARATH20253","AT3G19680","MC"
"11154",15184220,10,"Pentapetalae","ARATH20254","AT3G19690","MC"
"11155",15184221,7,"Spermatophyta","ARATH20255","AT3G19700","MC"
"11156",15184222,2,"Eukaryota","ARATH20256","AT3G19710","UC"
"11157",15184224,2,"Eukaryota","ARATH20258","AT3G19720","UC"
"11158",15184226,5,"Embryophyta","ARATH20260","AT3G19740","MC"
"11159",15184227,2,"Eukaryota","ARATH20261","AT3G19760","UC"
"11160",15184228,3,"Viridiplantae","ARATH20262","AT3G19770","UC"
"11161",15184231,5,"Embryophyta","ARATH20265","AT3G19780","MC"
"11162",15184234,14,"Arabidopsis","ARATH20268","AT3G19790","MC"
"11163",15184236,7,"Spermatophyta","ARATH20270","AT3G19800","MC"
"11164",15184237,4,"Streptophyta","ARATH20271","AT3G19810","MC"
"11165",15184238,1,"LUCA","ARATH20272","AT3G19820","UC"
"11166",15184239,7,"Spermatophyta","ARATH20273","AT3G19830","MC"
"11167",15184240,2,"Eukaryota","ARATH20274","AT3G19840","UC"
"11168",15184241,8,"Magnoliopsida","ARATH20275","AT3G19850","MC"
"11169",15184243,10,"Pentapetalae","ARATH20277","AT3G19860","MC"
"11170",15184245,2,"Eukaryota","ARATH20279","AT3G19870","UC"
"11171",15184247,13,"Brassicaceae","ARATH20281","AT3G19880","MC"
"11172",15184248,13,"Brassicaceae","ARATH20282","AT3G19890","MC"
"11173",15184249,5,"Embryophyta","ARATH20283","AT3G19895","MC"
"11174",15184250,13,"Brassicaceae","ARATH20284","AT3G19900","MC"
"11175",15184252,3,"Viridiplantae","ARATH20286","AT3G19910","UC"
"11176",15184255,5,"Embryophyta","ARATH20289","AT3G19920","MC"
"11177",15184256,2,"Eukaryota","ARATH20290","AT3G19930","UC"
"11178",15184257,2,"Eukaryota","ARATH20291","AT3G19940","UC"
"11179",15184259,10,"Pentapetalae","ARATH20293","AT3G19950","MC"
"11180",15184262,3,"Viridiplantae","ARATH20296","AT3G19960","UC"
"11181",15184263,7,"Spermatophyta","ARATH20297","AT3G19970","MC"
"11182",15184264,2,"Eukaryota","ARATH20298","AT3G19980","UC"
"11183",15184265,1,"LUCA","ARATH20299","AT3G19990","UC"
"11184",15184268,2,"Eukaryota","ARATH20302","AT3G20000","UC"
"11185",15184271,10,"Pentapetalae","ARATH20305","AT3G20010","MC"
"11186",15184273,8,"Magnoliopsida","ARATH20307","AT3G20015","MC"
"11187",15184274,2,"Eukaryota","ARATH20308","AT3G20020","UC"
"11188",15184277,13,"Brassicaceae","ARATH20311","AT3G20030","MC"
"11189",15184278,1,"LUCA","ARATH20312","AT3G20040","UC"
"11190",15184279,2,"Eukaryota","ARATH20313","AT3G20050","UC"
"11191",15184281,2,"Eukaryota","ARATH20315","AT3G20060","UC"
"11192",15184282,8,"Magnoliopsida","ARATH20316","AT3G20070","MC"
"11193",15184285,13,"Brassicaceae","ARATH20319","AT3G20080","MC"
"11194",15184294,13,"Brassicaceae","ARATH20328","AT3G20140","MC"
"11195",15184295,8,"Magnoliopsida","ARATH20329","AT3G20150","MC"
"11196",15184297,13,"Brassicaceae","ARATH20331","AT3G20155","MC"
"11197",15184299,2,"Eukaryota","ARATH20333","AT3G20160","UC"
"11198",15184300,7,"Spermatophyta","ARATH20334","AT3G20170","MC"
"11199",15184302,13,"Brassicaceae","ARATH20336","AT3G20180","MC"
"11200",15184305,11,"rosids","ARATH20339","AT3G20190","MC"
"11201",15184309,7,"Spermatophyta","ARATH20343","AT3G20200","MC"
"11202",15184310,2,"Eukaryota","ARATH20344","AT3G20210","UC"
"11203",15184311,13,"Brassicaceae","ARATH20345","AT3G20220","MC"
"11204",15184312,5,"Embryophyta","ARATH20346","AT3G20230","MC"
"11205",15184313,2,"Eukaryota","ARATH20347","AT3G20240","UC"
"11206",15184314,8,"Magnoliopsida","ARATH20348","AT3G20250","MC"
"11207",15184316,8,"Magnoliopsida","ARATH20350","AT3G20260","MC"
"11208",15184317,2,"Eukaryota","ARATH20351","AT3G20270","UC"
"11209",15184323,2,"Eukaryota","ARATH20357","AT3G20290","UC"
"11210",15184324,7,"Spermatophyta","ARATH20358","AT3G20300","MC"
"11211",15184325,9,"Mesangiospermae","ARATH20359","AT3G20310","MC"
"11212",15184327,1,"LUCA","ARATH20361","AT3G20320","UC"
"11213",15184328,1,"LUCA","ARATH20362","AT3G20330","UC"
"11214",15184329,10,"Pentapetalae","ARATH20363","AT3G20340","MC"
"11215",15184330,7,"Spermatophyta","ARATH20364","AT3G20350","MC"
"11216",15184331,9,"Mesangiospermae","ARATH20365","AT3G20360","MC"
"11217",15184333,12,"malvids","ARATH20367","AT3G20370","MC"
"11218",15184336,1,"LUCA","ARATH20370","AT3G20390","UC"
"11219",15184338,9,"Mesangiospermae","ARATH20372","AT3G20395","MC"
"11220",15184339,13,"Brassicaceae","ARATH20373","AT3G20400","MC"
"11221",15184340,2,"Eukaryota","ARATH20374","AT3G20410","UC"
"11222",15184341,9,"Mesangiospermae","ARATH20375","AT3G20420","MC"
"11223",15184342,8,"Magnoliopsida","ARATH20376","AT3G20430","MC"
"11224",15184343,5,"Embryophyta","ARATH20377","AT3G20440","MC"
"11225",15184346,10,"Pentapetalae","ARATH20380","AT3G20450","MC"
"11226",15184347,12,"malvids","ARATH20381","AT3G20460","MC"
"11227",15184348,10,"Pentapetalae","ARATH20382","AT3G20470","MC"
"11228",15184350,2,"Eukaryota","ARATH20384","AT3G20475","UC"
"11229",15184355,2,"Eukaryota","ARATH20389","AT3G20480","UC"
"11230",15184357,8,"Magnoliopsida","ARATH20391","AT3G20490","MC"
"11231",15184358,3,"Viridiplantae","ARATH20392","AT3G20500","UC"
"11232",15184359,2,"Eukaryota","ARATH20393","AT3G20510","UC"
"11233",15184360,2,"Eukaryota","ARATH20394","AT3G20520","UC"
"11234",15184361,10,"Pentapetalae","ARATH20395","AT3G20530","MC"
"11235",15184363,2,"Eukaryota","ARATH20397","AT3G20540","UC"
"11236",15184365,5,"Embryophyta","ARATH20399","AT3G20550","MC"
"11237",15184368,13,"Brassicaceae","ARATH20402","AT3G20557","MC"
"11238",15184370,2,"Eukaryota","ARATH20404","AT3G20560","UC"
"11239",15184371,8,"Magnoliopsida","ARATH20405","AT3G20570","MC"
"11240",15184372,5,"Embryophyta","ARATH20406","AT3G20580","MC"
"11241",15184373,8,"Magnoliopsida","ARATH20407","AT3G20590","MC"
"11242",15184374,8,"Magnoliopsida","ARATH20408","AT3G20600","MC"
"11243",15184375,14,"Arabidopsis","ARATH20409","AT3G20610","MC"
"11244",15184376,11,"rosids","ARATH20410","AT3G20620","MC"
"11245",15184377,2,"Eukaryota","ARATH20411","AT3G20630","UC"
"11246",15184379,10,"Pentapetalae","ARATH20413","AT3G20640","MC"
"11247",15184384,2,"Eukaryota","ARATH20418","AT3G20650","UC"
"11248",15184385,2,"Eukaryota","ARATH20419","AT3G20660","UC"
"11249",15184386,2,"Eukaryota","ARATH20420","AT3G20670","UC"
"11250",15184387,3,"Viridiplantae","ARATH20421","AT3G20680","UC"
"11251",15184388,13,"Brassicaceae","ARATH20422","AT3G20690","MC"
"11252",15184389,14,"Arabidopsis","ARATH20423","AT3G20700","MC"
"11253",15184390,14,"Arabidopsis","ARATH20424","AT3G20710","MC"
"11254",15184391,4,"Streptophyta","ARATH20425","AT3G20720","MC"
"11255",15184393,8,"Magnoliopsida","ARATH20427","AT3G20730","MC"
"11256",15184394,2,"Eukaryota","ARATH20428","AT3G20740","UC"
"11257",15184395,13,"Brassicaceae","ARATH20429","AT3G20750","MC"
"11258",15184396,3,"Viridiplantae","ARATH20430","AT3G20760","UC"
"11259",15184397,13,"Brassicaceae","ARATH20431","AT3G20770","MC"
"11260",15184398,1,"LUCA","ARATH20432","AT3G20780","UC"
"11261",15184399,2,"Eukaryota","ARATH20433","AT3G20790","UC"
"11262",15184400,2,"Eukaryota","ARATH20434","AT3G20800","UC"
"11263",15184405,2,"Eukaryota","ARATH20439","AT3G20810","UC"
"11264",15184406,8,"Magnoliopsida","ARATH20440","AT3G20820","MC"
"11265",15184407,8,"Magnoliopsida","ARATH20441","AT3G20830","MC"
"11266",15184408,10,"Pentapetalae","ARATH20442","AT3G20840","MC"
"11267",15184409,13,"Brassicaceae","ARATH20443","AT3G20850","MC"
"11268",15184410,10,"Pentapetalae","ARATH20444","AT3G20860","MC"
"11269",15184411,13,"Brassicaceae","ARATH20445","AT3G20865","MC"
"11270",15184412,2,"Eukaryota","ARATH20446","AT3G20870","UC"
"11271",15184414,13,"Brassicaceae","ARATH20448","AT3G20880","MC"
"11272",15184415,2,"Eukaryota","ARATH20449","AT3G20890","UC"
"11273",15184418,14,"Arabidopsis","ARATH20452","AT3G20900","MC"
"11274",15184419,13,"Brassicaceae","ARATH20453","AT3G20910","MC"
"11275",15184421,4,"Streptophyta","ARATH20455","AT3G20920","MC"
"11276",15184422,8,"Magnoliopsida","ARATH20456","AT3G20930","MC"
"11277",15184432,13,"Brassicaceae","ARATH20466","AT3G20993","MC"
"11278",15184433,13,"Brassicaceae","ARATH20467","AT3G20997","MC"
"11279",15184435,10,"Pentapetalae","ARATH20469","AT3G21055","MC"
"11280",15184437,2,"Eukaryota","ARATH20471","AT3G21060","UC"
"11281",15184439,5,"Embryophyta","ARATH20473","AT3G21070","MC"
"11282",15184443,2,"Eukaryota","ARATH20477","AT3G21090","UC"
"11283",15184444,11,"rosids","ARATH20478","AT3G21100","MC"
"11284",15184446,2,"Eukaryota","ARATH20480","AT3G21110","UC"
"11285",15184447,13,"Brassicaceae","ARATH20481","AT3G21120","MC"
"11286",15184448,13,"Brassicaceae","ARATH20482","AT3G21130","MC"
"11287",15184449,3,"Viridiplantae","ARATH20483","AT3G21140","UC"
"11288",15184451,1,"LUCA","ARATH20485","AT3G21160","UC"
"11289",15184454,13,"Brassicaceae","ARATH20488","AT3G21170","MC"
"11290",15184457,11,"rosids","ARATH20491","AT3G21175","MC"
"11291",15184458,2,"Eukaryota","ARATH20492","AT3G21180","UC"
"11292",15184459,7,"Spermatophyta","ARATH20493","AT3G21190","MC"
"11293",15184460,3,"Viridiplantae","ARATH20494","AT3G21200","UC"
"11294",15184463,2,"Eukaryota","ARATH20497","AT3G21215","UC"
"11295",15184464,2,"Eukaryota","ARATH20498","AT3G21220","UC"
"11296",15184468,2,"Eukaryota","ARATH20502","AT3G21230","UC"
"11297",15184470,2,"Eukaryota","ARATH20504","AT3G21240","UC"
"11298",15184471,5,"Embryophyta","ARATH20505","AT3G21250","MC"
"11299",15184476,8,"Magnoliopsida","ARATH20510","AT3G21260","MC"
"11300",15184479,13,"Brassicaceae","ARATH20513","AT3G21270","MC"
"11301",15184481,2,"Eukaryota","ARATH20515","AT3G21280","UC"
"11302",15184482,4,"Streptophyta","ARATH20516","AT3G21290","MC"
"11303",15184487,2,"Eukaryota","ARATH20521","AT3G21300","UC"
"11304",15184489,4,"Streptophyta","ARATH20523","AT3G21310","MC"
"11305",15184491,13,"Brassicaceae","ARATH20525","AT3G21320","MC"
"11306",15184492,13,"Brassicaceae","ARATH20526","AT3G21330","MC"
"11307",15184496,4,"Streptophyta","ARATH20530","AT3G21350","MC"
"11308",15184497,12,"malvids","ARATH20531","AT3G21351","MC"
"11309",15184498,12,"malvids","ARATH20532","AT3G21352","MC"
"11310",15184499,1,"LUCA","ARATH20533","AT3G21360","UC"
"11311",15184500,1,"LUCA","ARATH20534","AT3G21370","UC"
"11312",15184501,14,"Arabidopsis","ARATH20535","AT3G21371","MC"
"11313",15184502,13,"Brassicaceae","ARATH20536","AT3G21380","MC"
"11314",15184503,2,"Eukaryota","ARATH20537","AT3G21390","UC"
"11315",15184505,7,"Spermatophyta","ARATH20539","AT3G21400","MC"
"11316",15184507,13,"Brassicaceae","ARATH20541","AT3G21410","MC"
"11317",15184508,2,"Eukaryota","ARATH20542","AT3G21420","UC"
"11318",15184510,4,"Streptophyta","ARATH20544","AT3G21430","MC"
"11319",15184511,14,"Arabidopsis","ARATH20545","AT3G21450","MC"
"11320",15184512,9,"Mesangiospermae","ARATH20546","AT3G21460","MC"
"11321",15184514,5,"Embryophyta","ARATH20548","AT3G21465","MC"
"11322",15184515,9,"Mesangiospermae","ARATH20549","AT3G21470","MC"
"11323",15184517,8,"Magnoliopsida","ARATH20551","AT3G21480","MC"
"11324",15184519,1,"LUCA","ARATH20553","AT3G21500","UC"
"11325",15184522,5,"Embryophyta","ARATH20556","AT3G21510","MC"
"11326",15184523,5,"Embryophyta","ARATH20557","AT3G21520","MC"
"11327",15184524,11,"rosids","ARATH20558","AT3G21530","MC"
"11328",15184526,2,"Eukaryota","ARATH20560","AT3G21540","UC"
"11329",15184527,5,"Embryophyta","ARATH20561","AT3G21550","MC"
"11330",15184528,8,"Magnoliopsida","ARATH20562","AT3G21560","MC"
"11331",15184529,10,"Pentapetalae","ARATH20563","AT3G21570","MC"
"11332",15184530,3,"Viridiplantae","ARATH20564","AT3G21580","UC"
"11333",15184533,13,"Brassicaceae","ARATH20567","AT3G21590","MC"
"11334",15184534,5,"Embryophyta","ARATH20568","AT3G21600","MC"
"11335",15184537,1,"LUCA","ARATH20571","AT3G21610","UC"
"11336",15184539,2,"Eukaryota","ARATH20573","AT3G21620","UC"
"11337",15184540,5,"Embryophyta","ARATH20574","AT3G21630","MC"
"11338",15184541,2,"Eukaryota","ARATH20575","AT3G21640","UC"
"11339",15184542,2,"Eukaryota","ARATH20576","AT3G21650","UC"
"11340",15184543,14,"Arabidopsis","ARATH20577","AT3G21660","MC"
"11341",15184545,2,"Eukaryota","ARATH20579","AT3G21670","UC"
"11342",15184546,13,"Brassicaceae","ARATH20580","AT3G21680","MC"
"11343",15184547,2,"Eukaryota","ARATH20581","AT3G21690","UC"
"11344",15184548,2,"Eukaryota","ARATH20582","AT3G21700","UC"
"11345",15184551,10,"Pentapetalae","ARATH20585","AT3G21710","MC"
"11346",15184553,1,"LUCA","ARATH20587","AT3G21720","UC"
"11347",15184555,2,"Eukaryota","ARATH20589","AT3G21730","UC"
"11348",15184556,7,"Spermatophyta","ARATH20590","AT3G21740","MC"
"11349",15184557,9,"Mesangiospermae","ARATH20591","AT3G21750","MC"
"11350",15184558,9,"Mesangiospermae","ARATH20592","AT3G21760","MC"
"11351",15184559,8,"Magnoliopsida","ARATH20593","AT3G21770","MC"
"11352",15184560,9,"Mesangiospermae","ARATH20594","AT3G21780","MC"
"11353",15184561,9,"Mesangiospermae","ARATH20595","AT3G21790","MC"
"11354",15184562,9,"Mesangiospermae","ARATH20596","AT3G21800","MC"
"11355",15184563,8,"Magnoliopsida","ARATH20597","AT3G21810","MC"
"11356",15184565,2,"Eukaryota","ARATH20599","AT3G21820","UC"
"11357",15184568,2,"Eukaryota","ARATH20602","AT3G21840","UC"
"11358",15184569,2,"Eukaryota","ARATH20603","AT3G21850","UC"
"11359",15184570,2,"Eukaryota","ARATH20604","AT3G21860","UC"
"11360",15184571,4,"Streptophyta","ARATH20605","AT3G21865","MC"
"11361",15184572,8,"Magnoliopsida","ARATH20606","AT3G21870","MC"
"11362",15184573,8,"Magnoliopsida","ARATH20607","AT3G21880","MC"
"11363",15184575,13,"Brassicaceae","ARATH20609","AT3G21890","MC"
"11364",15184577,13,"Brassicaceae","ARATH20611","AT3G21900","MC"
"11365",15184578,13,"Brassicaceae","ARATH20612","AT3G21910","MC"
"11366",15184580,13,"Brassicaceae","ARATH20614","AT3G21920","MC"
"11367",15184581,13,"Brassicaceae","ARATH20615","AT3G21930","MC"
"11368",15184582,13,"Brassicaceae","ARATH20616","AT3G21940","MC"
"11369",15184585,10,"Pentapetalae","ARATH20619","AT3G21950","MC"
"11370",15184587,13,"Brassicaceae","ARATH20621","AT3G21960","MC"
"11371",15184588,13,"Brassicaceae","ARATH20622","AT3G21970","MC"
"11372",15184589,13,"Brassicaceae","ARATH20623","AT3G21980","MC"
"11373",15184590,13,"Brassicaceae","ARATH20624","AT3G21990","MC"
"11374",15184596,13,"Brassicaceae","ARATH20630","AT3G22040","MC"
"11375",15184597,13,"Brassicaceae","ARATH20631","AT3G22050","MC"
"11376",15184600,8,"Magnoliopsida","ARATH20634","AT3G22060","MC"
"11377",15184601,10,"Pentapetalae","ARATH20635","AT3G22070","MC"
"11378",15184602,13,"Brassicaceae","ARATH20636","AT3G22080","MC"
"11379",15184603,13,"Brassicaceae","ARATH20637","AT3G22085","MC"
"11380",15184604,13,"Brassicaceae","ARATH20638","AT3G22090","MC"
"11381",15184605,13,"Brassicaceae","ARATH20639","AT3G22100","MC"
"11382",15184606,8,"Magnoliopsida","ARATH20640","AT3G22104","MC"
"11383",15184608,1,"LUCA","ARATH20642","AT3G22110","UC"
"11384",15184617,8,"Magnoliopsida","ARATH20651","AT3G22150","MC"
"11385",15184618,13,"Brassicaceae","ARATH20652","AT3G22160","MC"
"11386",15184620,8,"Magnoliopsida","ARATH20654","AT3G22180","MC"
"11387",15184621,10,"Pentapetalae","ARATH20655","AT3G22190","MC"
"11388",15184624,1,"LUCA","ARATH20658","AT3G22200","UC"
"11389",15184625,9,"Mesangiospermae","ARATH20659","AT3G22210","MC"
"11390",15184627,2,"Eukaryota","ARATH20661","AT3G22230","UC"
"11391",15184628,14,"Arabidopsis","ARATH20662","AT3G22231","MC"
"11392",15184629,14,"Arabidopsis","ARATH20663","AT3G22235","MC"
"11393",15184630,10,"Pentapetalae","ARATH20664","AT3G22240","MC"
"11394",15184631,9,"Mesangiospermae","ARATH20665","AT3G22250","MC"
"11395",15184633,5,"Embryophyta","ARATH20667","AT3G22260","MC"
"11396",15184634,9,"Mesangiospermae","ARATH20668","AT3G22270","MC"
"11397",15184635,13,"Brassicaceae","ARATH20669","AT3G22275","MC"
"11398",15184636,2,"Eukaryota","ARATH20670","AT3G22290","UC"
"11399",15184637,13,"Brassicaceae","ARATH20671","AT3G22300","MC"
"11400",15184639,6,"Tracheophyta","ARATH20673","AT3G22310","MC"
"11401",15184640,2,"Eukaryota","ARATH20674","AT3G22320","UC"
"11402",15184641,6,"Tracheophyta","ARATH20675","AT3G22330","MC"
"11403",15184644,13,"Brassicaceae","ARATH20678","AT3G22345","MC"
"11404",15184646,13,"Brassicaceae","ARATH20680","AT3G22350","MC"
"11405",15184647,4,"Streptophyta","ARATH20681","AT3G22360","MC"
"11406",15184648,4,"Streptophyta","ARATH20682","AT3G22370","MC"
"11407",15184650,4,"Streptophyta","ARATH20684","AT3G22380","MC"
"11408",15184652,5,"Embryophyta","ARATH20686","AT3G22400","MC"
"11409",15184653,5,"Embryophyta","ARATH20687","AT3G22410","MC"
"11410",15184659,13,"Brassicaceae","ARATH20693","AT3G22420","MC"
"11411",15184661,14,"Arabidopsis","ARATH20695","AT3G22421","MC"
"11412",15184662,1,"LUCA","ARATH20696","AT3G22425","UC"
"11413",15184666,8,"Magnoliopsida","ARATH20700","AT3G22440","MC"
"11414",15184667,10,"Pentapetalae","ARATH20701","AT3G22450","MC"
"11415",15184669,2,"Eukaryota","ARATH20703","AT3G22460","UC"
"11416",15184671,10,"Pentapetalae","ARATH20705","AT3G22470","MC"
"11417",15184672,2,"Eukaryota","ARATH20706","AT3G22480","UC"
"11418",15184673,5,"Embryophyta","ARATH20707","AT3G22490","MC"
"11419",15184674,5,"Embryophyta","ARATH20708","AT3G22500","MC"
"11420",15184675,10,"Pentapetalae","ARATH20709","AT3G22510","MC"
"11421",15184677,9,"Mesangiospermae","ARATH20711","AT3G22530","MC"
"11422",15184678,6,"Tracheophyta","ARATH20712","AT3G22540","MC"
"11423",15184679,9,"Mesangiospermae","ARATH20713","AT3G22550","MC"
"11424",15184680,3,"Viridiplantae","ARATH20714","AT3G22560","UC"
"11425",15184685,2,"Eukaryota","ARATH20719","AT3G22590","UC"
"11426",15184686,11,"rosids","ARATH20720","AT3G22600","MC"
"11427",15184687,10,"Pentapetalae","ARATH20721","AT3G22620","MC"
"11428",15184688,2,"Eukaryota","ARATH20722","AT3G22630","UC"
"11429",15184689,10,"Pentapetalae","ARATH20723","AT3G22640","MC"
"11430",15184692,2,"Eukaryota","ARATH20726","AT3G22660","UC"
"11431",15184693,8,"Magnoliopsida","ARATH20727","AT3G22680","MC"
"11432",15184697,2,"Eukaryota","ARATH20731","AT3G22690","UC"
"11433",15184698,13,"Brassicaceae","ARATH20732","AT3G22700","MC"
"11434",15184699,13,"Brassicaceae","ARATH20733","AT3G22710","MC"
"11435",15184700,13,"Brassicaceae","ARATH20734","AT3G22720","MC"
"11436",15184702,13,"Brassicaceae","ARATH20736","AT3G22730","MC"
"11437",15184703,2,"Eukaryota","ARATH20737","AT3G22740","UC"
"11438",15184704,2,"Eukaryota","ARATH20738","AT3G22750","UC"
"11439",15184706,10,"Pentapetalae","ARATH20740","AT3G22760","MC"
"11440",15184707,13,"Brassicaceae","ARATH20741","AT3G22770","MC"
"11441",15184708,10,"Pentapetalae","ARATH20742","AT3G22780","MC"
"11442",15184710,6,"Tracheophyta","ARATH20744","AT3G22800","MC"
"11443",15184711,5,"Embryophyta","ARATH20745","AT3G22810","MC"
"11444",15184714,10,"Pentapetalae","ARATH20748","AT3G22820","MC"
"11445",15184715,12,"malvids","ARATH20749","AT3G22830","MC"
"11446",15184716,5,"Embryophyta","ARATH20750","AT3G22840","MC"
"11447",15184717,2,"Eukaryota","ARATH20751","AT3G22845","UC"
"11448",15184719,6,"Tracheophyta","ARATH20753","AT3G22850","MC"
"11449",15184720,2,"Eukaryota","ARATH20754","AT3G22860","UC"
"11450",15184721,14,"Arabidopsis","ARATH20755","AT3G22870","MC"
"11451",15184724,2,"Eukaryota","ARATH20758","AT3G22890","UC"
"11452",15184725,6,"Tracheophyta","ARATH20759","AT3G22900","MC"
"11453",15184726,2,"Eukaryota","ARATH20760","AT3G22910","UC"
"11454",15184727,13,"Brassicaceae","ARATH20761","AT3G22920","MC"
"11455",15184728,1,"LUCA","ARATH20762","AT3G22930","UC"
"11456",15184732,7,"Spermatophyta","ARATH20766","AT3G22942","MC"
"11457",15184733,1,"LUCA","ARATH20767","AT3G22950","UC"
"11458",15184734,1,"LUCA","ARATH20768","AT3G22960","UC"
"11459",15184735,13,"Brassicaceae","ARATH20769","AT3G22961","MC"
"11460",15184736,10,"Pentapetalae","ARATH20770","AT3G22970","MC"
"11461",15184738,2,"Eukaryota","ARATH20772","AT3G22980","UC"
"11462",15184739,2,"Eukaryota","ARATH20773","AT3G22990","UC"
"11463",15184740,10,"Pentapetalae","ARATH20774","AT3G23000","MC"
"11464",15184743,5,"Embryophyta","ARATH20777","AT3G23020","MC"
"11465",15184745,9,"Mesangiospermae","ARATH20779","AT3G23030","MC"
"11466",15184746,11,"rosids","ARATH20780","AT3G23050","MC"
"11467",15184749,5,"Embryophyta","ARATH20783","AT3G23060","MC"
"11468",15184751,8,"Magnoliopsida","ARATH20785","AT3G23070","MC"
"11469",15184753,4,"Streptophyta","ARATH20787","AT3G23080","MC"
"11470",15184759,4,"Streptophyta","ARATH20793","AT3G23100","MC"
"11471",15184760,13,"Brassicaceae","ARATH20794","AT3G23110","MC"
"11472",15184761,13,"Brassicaceae","ARATH20795","AT3G23120","MC"
"11473",15184763,14,"Arabidopsis","ARATH20797","AT3G23123","MC"
"11474",15184764,9,"Mesangiospermae","ARATH20798","AT3G23130","MC"
"11475",15184767,8,"Magnoliopsida","ARATH20801","AT3G23150","MC"
"11476",15184769,5,"Embryophyta","ARATH20803","AT3G23160","MC"
"11477",15184770,11,"rosids","ARATH20804","AT3G23165","MC"
