"gene" "hog" "phylostrata" "age"
"8780" "TRINITY_DN26167_c0_g1" "HOG:A0219923" "Magnoliopsida" "MC"
"8781" "TRINITY_DN26168_c0_g1" "HOG:A0239510" "Viridiplantae" "UC"
"8782" "TRINITY_DN2617_c0_g1" "HOG:A0566668" "Eukaryota" "UC"
"8783" "TRINITY_DN26171_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"8784" "TRINITY_DN26174_c0_g1" "HOG:A0563581" "Eukaryota" "UC"
"8785" "TRINITY_DN26178_c0_g1" "HOG:A0220401" "Magnoliopsida" "MC"
"8786" "TRINITY_DN2618_c0_g1" "HOG:A0234425" "Embryophyta" "MC"
"8787" "TRINITY_DN26180_c0_g1" "HOG:A0211859" "Mesangiospermae" "MC"
"8788" "TRINITY_DN26181_c0_g1" "HOG:A0566710" "Eukaryota" "UC"
"8789" "TRINITY_DN26186_c0_g1" "HOG:A0222432" "Magnoliopsida" "MC"
"8790" "TRINITY_DN26188_c0_g1" "HOG:A0206466" "Pentapetalae" "MC"
"8791" "TRINITY_DN26189_c0_g1" "HOG:A0451209" "Arthropoda" "MC"
"8792" "TRINITY_DN26192_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"8793" "TRINITY_DN262_c0_g1" "HOG:A0582337" "Eukaryota" "UC"
"8794" "TRINITY_DN2620_c0_g1" "HOG:A0562562" "Eukaryota" "UC"
"8795" "TRINITY_DN2621_c0_g1" "HOG:A0562616" "Eukaryota" "UC"
"8796" "TRINITY_DN26216_c0_g1" "HOG:A0566838" "Eukaryota" "UC"
"8797" "TRINITY_DN26227_c0_g2" "HOG:A0169577" "asterids" "MC"
"8798" "TRINITY_DN2623_c0_g1" "HOG:A0219895" "Magnoliopsida" "MC"
"8799" "TRINITY_DN26231_c0_g1" "HOG:A0202591" "Pentapetalae" "MC"
"8800" "TRINITY_DN2624_c0_g1" "HOG:A0571447" "Eukaryota" "UC"
"8801" "TRINITY_DN26240_c0_g1" "HOG:A0563258" "Eukaryota" "UC"
"8802" "TRINITY_DN26243_c0_g1" "HOG:A0562394" "Eukaryota" "UC"
"8803" "TRINITY_DN2625_c0_g1" "HOG:A0161850" "campanulids" "MC"
"8804" "TRINITY_DN26255_c0_g1" "HOG:A0223587" "Spermatophyta" "MC"
"8805" "TRINITY_DN2626_c0_g1" "HOG:A0167569" "asterids" "MC"
"8806" "TRINITY_DN2627_c0_g1" "HOG:A0212130" "Mesangiospermae" "MC"
"8807" "TRINITY_DN26273_c1_g1" "HOG:A0233562" "Embryophyta" "MC"
"8808" "TRINITY_DN26278_c0_g1" "HOG:A0224137" "Spermatophyta" "MC"
"8809" "TRINITY_DN26280_c0_g1" "HOG:A0568350" "Eukaryota" "UC"
"8810" "TRINITY_DN26282_c0_g1" "HOG:A0234235" "Embryophyta" "MC"
"8811" "TRINITY_DN26286_c0_g1" "HOG:A0563175" "Eukaryota" "UC"
"8812" "TRINITY_DN26288_c0_g1" "HOG:A0232188" "Tracheophyta" "MC"
"8813" "TRINITY_DN2629_c0_g1" "HOG:A0206195" "Pentapetalae" "MC"
"8814" "TRINITY_DN26291_c0_g1" "HOG:A0160675" "Asteraceae" "MC"
"8815" "TRINITY_DN263_c0_g2" "HOG:A0566034" "Eukaryota" "UC"
"8816" "TRINITY_DN2630_c0_g1" "HOG:A0515726" "Euteleostomi" "MC"
"8817" "TRINITY_DN2630_c0_g2" "HOG:A0207610" "Pentapetalae" "MC"
"8818" "TRINITY_DN2630_c0_g3" "HOG:A0565362" "Eukaryota" "UC"
"8819" "TRINITY_DN26303_c0_g1" "HOG:A0235251" "Embryophyta" "MC"
"8820" "TRINITY_DN2631_c0_g1" "HOG:A0562451" "Eukaryota" "UC"
"8821" "TRINITY_DN26310_c0_g1" "HOG:A0239353" "Viridiplantae" "UC"
"8822" "TRINITY_DN26311_c0_g1" "HOG:A0203749" "Pentapetalae" "MC"
"8823" "TRINITY_DN2632_c0_g1" "HOG:A0573469" "Eukaryota" "UC"
"8824" "TRINITY_DN26322_c0_g1" "HOG:A0168323" "asterids" "MC"
"8825" "TRINITY_DN26325_c0_g1" "HOG:A0223986" "Spermatophyta" "MC"
"8826" "TRINITY_DN26327_c0_g1" "HOG:A0786060" "LUCA" "UC"
"8827" "TRINITY_DN26329_c0_g1" "HOG:A0235068" "Embryophyta" "MC"
"8828" "TRINITY_DN2633_c0_g1" "HOG:A0220543" "Magnoliopsida" "MC"
"8829" "TRINITY_DN26330_c0_g1" "HOG:A0233912" "Embryophyta" "MC"
"8830" "TRINITY_DN2634_c0_g1" "HOG:A0224801" "Spermatophyta" "MC"
"8831" "TRINITY_DN26349_c0_g1" "HOG:A0237329" "Streptophyta" "MC"
"8832" "TRINITY_DN26353_c0_g1" "HOG:A0562365" "Eukaryota" "UC"
"8833" "TRINITY_DN26357_c0_g1" "HOG:A0168172" "asterids" "MC"
"8834" "TRINITY_DN2636_c0_g1" "HOG:A0562536" "Eukaryota" "UC"
"8835" "TRINITY_DN26370_c0_g1" "HOG:A0563438" "Eukaryota" "UC"
"8836" "TRINITY_DN26371_c0_g1" "HOG:A0238325" "Streptophyta" "MC"
"8837" "TRINITY_DN26372_c0_g1" "HOG:A0164967" "Solanaceae" "MC"
"8838" "TRINITY_DN26379_c0_g1" "HOG:A0220209" "Magnoliopsida" "MC"
"8839" "TRINITY_DN2638_c0_g1" "HOG:A0562533" "Eukaryota" "UC"
"8840" "TRINITY_DN26384_c0_g1" "HOG:A0563611" "Eukaryota" "UC"
"8841" "TRINITY_DN2639_c0_g1" "HOG:A0786565" "LUCA" "UC"
"8842" "TRINITY_DN26391_c0_g1" "HOG:A0167586" "asterids" "MC"
"8843" "TRINITY_DN26393_c0_g1" "HOG:A0436197" "Schizophora" "MC"
"8844" "TRINITY_DN26395_c0_g1" "HOG:A0202790" "Pentapetalae" "MC"
"8845" "TRINITY_DN26399_c0_g1" "HOG:A0168403" "asterids" "MC"
"8846" "TRINITY_DN264_c0_g1" "HOG:A0167670" "asterids" "MC"
"8847" "TRINITY_DN26406_c0_g1" "HOG:A0564581" "Eukaryota" "UC"
"8848" "TRINITY_DN26409_c0_g1" "HOG:A0565663" "Eukaryota" "UC"
"8849" "TRINITY_DN2641_c0_g1" "HOG:A0202715" "Pentapetalae" "MC"
"8850" "TRINITY_DN26412_c0_g1" "HOG:A0562422" "Eukaryota" "UC"
"8851" "TRINITY_DN26413_c0_g1" "HOG:A0779830" "LUCA" "UC"
"8852" "TRINITY_DN26422_c0_g1" "HOG:A0220020" "Magnoliopsida" "MC"
"8853" "TRINITY_DN26426_c0_g1" "HOG:A0571018" "Eukaryota" "UC"
"8854" "TRINITY_DN26428_c0_g1" "HOG:A0235061" "Embryophyta" "MC"
"8855" "TRINITY_DN26429_c0_g1" "HOG:A0236806" "Embryophyta" "MC"
"8856" "TRINITY_DN2643_c0_g1" "HOG:A0568957" "Eukaryota" "UC"
"8857" "TRINITY_DN26436_c0_g1" "HOG:A0575359" "Eukaryota" "UC"
"8858" "TRINITY_DN2644_c0_g1" "HOG:A0573475" "Eukaryota" "UC"
"8859" "TRINITY_DN26442_c0_g1" "HOG:A0220683" "Magnoliopsida" "MC"
"8860" "TRINITY_DN26447_c0_g2" "HOG:A0220637" "Magnoliopsida" "MC"
"8861" "TRINITY_DN26449_c0_g1" "HOG:A0234455" "Embryophyta" "MC"
"8862" "TRINITY_DN2645_c0_g1" "HOG:A0237771" "Streptophyta" "MC"
"8863" "TRINITY_DN26452_c0_g1" "HOG:A0234635" "Embryophyta" "MC"
"8864" "TRINITY_DN26453_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"8865" "TRINITY_DN26457_c0_g1" "HOG:A0206485" "Pentapetalae" "MC"
"8866" "TRINITY_DN26457_c1_g1" "HOG:A0206485" "Pentapetalae" "MC"
"8867" "TRINITY_DN2646_c0_g1" "HOG:A0780370" "LUCA" "UC"
"8868" "TRINITY_DN26462_c0_g1" "HOG:A0237402" "Streptophyta" "MC"
"8869" "TRINITY_DN26466_c0_g1" "HOG:A0226757" "Spermatophyta" "MC"
"8870" "TRINITY_DN2647_c0_g1" "HOG:A0562944" "Eukaryota" "UC"
"8871" "TRINITY_DN26473_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"8872" "TRINITY_DN2648_c0_g1" "HOG:A0234058" "Embryophyta" "MC"
"8873" "TRINITY_DN26485_c0_g1" "HOG:A0174607" "fabids" "MC"
"8874" "TRINITY_DN26491_c0_g1" "HOG:A0232341" "Tracheophyta" "MC"
"8875" "TRINITY_DN265_c0_g1" "HOG:A0779811" "LUCA" "UC"
"8876" "TRINITY_DN2650_c0_g1" "HOG:A0785852" "LUCA" "UC"
"8877" "TRINITY_DN26502_c0_g1" "HOG:A0219739" "Magnoliopsida" "MC"
"8878" "TRINITY_DN2651_c0_g1" "HOG:A0567004" "Eukaryota" "UC"
"8879" "TRINITY_DN26512_c0_g1" "HOG:A0557374" "Opisthokonta" "MC"
"8880" "TRINITY_DN26526_c0_g1" "HOG:A0562576" "Eukaryota" "UC"
"8881" "TRINITY_DN2653_c0_g1" "HOG:A0211715" "Mesangiospermae" "MC"
"8882" "TRINITY_DN26530_c0_g1" "HOG:A0238110" "Streptophyta" "MC"
"8883" "TRINITY_DN26531_c0_g1" "HOG:A0220529" "Magnoliopsida" "MC"
"8884" "TRINITY_DN26544_c0_g1" "HOG:A0785656" "LUCA" "UC"
"8885" "TRINITY_DN26549_c0_g1" "HOG:A0222431" "Magnoliopsida" "MC"
"8886" "TRINITY_DN2655_c0_g1" "HOG:A0789266" "LUCA" "UC"
"8887" "TRINITY_DN2656_c0_g1" "HOG:A0562662" "Eukaryota" "UC"
"8888" "TRINITY_DN2657_c0_g1" "HOG:A0562581" "Eukaryota" "UC"
"8889" "TRINITY_DN26574_c0_g1" "HOG:A0565362" "Eukaryota" "UC"
"8890" "TRINITY_DN2658_c0_g1" "HOG:A0237470" "Streptophyta" "MC"
"8891" "TRINITY_DN26585_c0_g1" "HOG:A0562223" "Eukaryota" "UC"
"8892" "TRINITY_DN26586_c0_g1" "HOG:A0204987" "Pentapetalae" "MC"
"8893" "TRINITY_DN2659_c0_g1" "HOG:A0224036" "Spermatophyta" "MC"
"8894" "TRINITY_DN26591_c0_g1" "HOG:A0567962" "Eukaryota" "UC"
"8895" "TRINITY_DN26596_c2_g1" "HOG:A0562172" "Eukaryota" "UC"
"8896" "TRINITY_DN266_c0_g1" "HOG:A0562244" "Eukaryota" "UC"
"8897" "TRINITY_DN2660_c0_g1" "HOG:A0785991" "LUCA" "UC"
"8898" "TRINITY_DN26603_c0_g1" "HOG:A0233566" "Embryophyta" "MC"
"8899" "TRINITY_DN26605_c0_g1" "HOG:A0161810" "campanulids" "MC"
"8900" "TRINITY_DN26606_c0_g1" "HOG:A0565148" "Eukaryota" "UC"
"8901" "TRINITY_DN26607_c0_g1" "HOG:A0224148" "Spermatophyta" "MC"
"8902" "TRINITY_DN26609_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"8903" "TRINITY_DN2661_c0_g1" "HOG:A0566133" "Eukaryota" "UC"
"8904" "TRINITY_DN26611_c0_g1" "HOG:A0206261" "Pentapetalae" "MC"
"8905" "TRINITY_DN26616_c0_g1" "HOG:A0564064" "Eukaryota" "UC"
"8906" "TRINITY_DN26617_c0_g1" "HOG:A0232521" "Tracheophyta" "MC"
"8907" "TRINITY_DN26618_c0_g1" "HOG:A0220313" "Magnoliopsida" "MC"
"8908" "TRINITY_DN26619_c0_g1" "HOG:A0781268" "LUCA" "UC"
"8909" "TRINITY_DN2662_c0_g1" "HOG:A0566668" "Eukaryota" "UC"
"8910" "TRINITY_DN26621_c1_g1" "HOG:A0571853" "Eukaryota" "UC"
"8911" "TRINITY_DN26625_c0_g1" "HOG:A0203410" "Pentapetalae" "MC"
"8912" "TRINITY_DN26626_c0_g1" "HOG:A0220380" "Magnoliopsida" "MC"
"8913" "TRINITY_DN2663_c0_g1" "HOG:A0237350" "Streptophyta" "MC"
"8914" "TRINITY_DN26630_c0_g1" "HOG:A0786068" "LUCA" "UC"
"8915" "TRINITY_DN26631_c0_g1" "HOG:A0220274" "Magnoliopsida" "MC"
"8916" "TRINITY_DN26634_c0_g1" "HOG:A0203193" "Pentapetalae" "MC"
"8917" "TRINITY_DN26640_c0_g1" "HOG:A0223914" "Spermatophyta" "MC"
"8918" "TRINITY_DN26642_c0_g1" "HOG:A0567347" "Eukaryota" "UC"
"8919" "TRINITY_DN26646_c0_g1" "HOG:A0564192" "Eukaryota" "UC"
"8920" "TRINITY_DN26652_c0_g1" "HOG:A0782239" "LUCA" "UC"
"8921" "TRINITY_DN26654_c0_g1" "HOG:A0168464" "asterids" "MC"
"8922" "TRINITY_DN26657_c0_g1" "HOG:A0202949" "Pentapetalae" "MC"
"8923" "TRINITY_DN2666_c0_g1" "HOG:A0563433" "Eukaryota" "UC"
"8924" "TRINITY_DN26662_c0_g1" "HOG:A0229555" "Spermatophyta" "MC"
"8925" "TRINITY_DN26663_c0_g1" "HOG:A0223811" "Spermatophyta" "MC"
"8926" "TRINITY_DN26669_c0_g1" "HOG:A0237420" "Streptophyta" "MC"
"8927" "TRINITY_DN2667_c0_g1" "HOG:A0220659" "Magnoliopsida" "MC"
"8928" "TRINITY_DN26678_c0_g2" "HOG:A0563946" "Eukaryota" "UC"
"8929" "TRINITY_DN2668_c0_g1" "HOG:A0220264" "Magnoliopsida" "MC"
"8930" "TRINITY_DN26685_c0_g1" "HOG:A0222121" "Magnoliopsida" "MC"
"8931" "TRINITY_DN26686_c0_g1" "HOG:A0220104" "Magnoliopsida" "MC"
"8932" "TRINITY_DN2669_c0_g1" "HOG:A0563133" "Eukaryota" "UC"
"8933" "TRINITY_DN26695_c0_g1" "HOG:A0160675" "Asteraceae" "MC"
"8934" "TRINITY_DN267_c0_g1" "HOG:A0567031" "Eukaryota" "UC"
"8935" "TRINITY_DN2670_c0_g1" "HOG:A0202959" "Pentapetalae" "MC"
"8936" "TRINITY_DN2670_c1_g1" "HOG:A0212143" "Mesangiospermae" "MC"
"8937" "TRINITY_DN26705_c0_g1" "HOG:A0213215" "Mesangiospermae" "MC"
"8938" "TRINITY_DN26706_c0_g1" "HOG:A0568440" "Eukaryota" "UC"
"8939" "TRINITY_DN2671_c0_g1" "HOG:A0238092" "Streptophyta" "MC"
"8940" "TRINITY_DN2672_c0_g1" "HOG:A0563377" "Eukaryota" "UC"
"8941" "TRINITY_DN26723_c0_g1" "HOG:A0219892" "Magnoliopsida" "MC"
"8942" "TRINITY_DN2673_c0_g1" "HOG:A0233688" "Embryophyta" "MC"
"8943" "TRINITY_DN26737_c0_g1" "HOG:A0237465" "Streptophyta" "MC"
"8944" "TRINITY_DN2674_c0_g1" "HOG:A0563154" "Eukaryota" "UC"
"8945" "TRINITY_DN26745_c0_g1" "HOG:A0236391" "Embryophyta" "MC"
"8946" "TRINITY_DN26749_c0_g1" "HOG:A0563661" "Eukaryota" "UC"
"8947" "TRINITY_DN2675_c0_g1" "HOG:A0576250" "Eukaryota" "UC"
"8948" "TRINITY_DN26753_c0_g1" "HOG:A0198159" "rosids" "MC"
"8949" "TRINITY_DN26754_c0_g1" "HOG:A0203806" "Pentapetalae" "MC"
"8950" "TRINITY_DN26755_c0_g1" "HOG:A0562351" "Eukaryota" "UC"
"8951" "TRINITY_DN26756_c0_g1" "HOG:A0213215" "Mesangiospermae" "MC"
"8952" "TRINITY_DN26757_c0_g1" "HOG:A0205148" "Pentapetalae" "MC"
"8953" "TRINITY_DN2676_c0_g1" "HOG:A0566722" "Eukaryota" "UC"
"8954" "TRINITY_DN26763_c0_g1" "HOG:A0780920" "LUCA" "UC"
"8955" "TRINITY_DN26768_c0_g1" "HOG:A0567149" "Eukaryota" "UC"
"8956" "TRINITY_DN2677_c0_g1" "HOG:A0570605" "Eukaryota" "UC"
"8957" "TRINITY_DN26775_c0_g1" "HOG:A0220264" "Magnoliopsida" "MC"
"8958" "TRINITY_DN26779_c0_g1" "HOG:A0239353" "Viridiplantae" "UC"
"8959" "TRINITY_DN2678_c0_g1" "HOG:A0567550" "Eukaryota" "UC"
"8960" "TRINITY_DN26780_c0_g2" "HOG:A0562166" "Eukaryota" "UC"
"8961" "TRINITY_DN26789_c0_g1" "HOG:A0169609" "asterids" "MC"
"8962" "TRINITY_DN2679_c0_g1" "HOG:A0563908" "Eukaryota" "UC"
"8963" "TRINITY_DN26793_c0_g1" "HOG:A0562776" "Eukaryota" "UC"
"8964" "TRINITY_DN26794_c0_g1" "HOG:A0212044" "Mesangiospermae" "MC"
"8965" "TRINITY_DN26795_c0_g1" "HOG:A0215928" "Mesangiospermae" "MC"
"8966" "TRINITY_DN26796_c0_g1" "HOG:A0779757" "LUCA" "UC"
"8967" "TRINITY_DN268_c0_g1" "HOG:A0234629" "Embryophyta" "MC"
"8968" "TRINITY_DN2680_c0_g1" "HOG:A0224240" "Spermatophyta" "MC"
"8969" "TRINITY_DN26809_c0_g1" "HOG:A0562754" "Eukaryota" "UC"
"8970" "TRINITY_DN2681_c0_g1" "HOG:A0562187" "Eukaryota" "UC"
"8971" "TRINITY_DN2682_c0_g1" "HOG:A0568036" "Eukaryota" "UC"
"8972" "TRINITY_DN26825_c0_g1" "HOG:A0235166" "Embryophyta" "MC"
"8973" "TRINITY_DN26826_c0_g1" "HOG:A0562442" "Eukaryota" "UC"
"8974" "TRINITY_DN26829_c0_g1" "HOG:A0167868" "asterids" "MC"
"8975" "TRINITY_DN2683_c0_g1" "HOG:A0203125" "Pentapetalae" "MC"
"8976" "TRINITY_DN2684_c0_g1" "HOG:A0235211" "Embryophyta" "MC"
"8977" "TRINITY_DN26841_c0_g1" "HOG:A0563552" "Eukaryota" "UC"
"8978" "TRINITY_DN26844_c0_g1" "HOG:A0224140" "Spermatophyta" "MC"
"8979" "TRINITY_DN26845_c0_g1" "HOG:A0573805" "Eukaryota" "UC"
"8980" "TRINITY_DN26847_c0_g1" "HOG:A0238322" "Streptophyta" "MC"
"8981" "TRINITY_DN2685_c0_g1" "HOG:A0780249" "LUCA" "UC"
"8982" "TRINITY_DN26855_c0_g2" "HOG:A0451331" "Arthropoda" "MC"
"8983" "TRINITY_DN2686_c0_g1" "HOG:A0219664" "Magnoliopsida" "MC"
"8984" "TRINITY_DN26860_c0_g2" "HOG:A0207462" "Pentapetalae" "MC"
"8985" "TRINITY_DN26862_c0_g1" "HOG:A0237262" "Streptophyta" "MC"
"8986" "TRINITY_DN26863_c0_g1" "HOG:A0563094" "Eukaryota" "UC"
"8987" "TRINITY_DN26864_c0_g1" "HOG:A0567129" "Eukaryota" "UC"
"8988" "TRINITY_DN26865_c0_g1" "HOG:A0167874" "asterids" "MC"
"8989" "TRINITY_DN26866_c0_g1" "HOG:A0564212" "Eukaryota" "UC"
"8990" "TRINITY_DN26867_c0_g1" "HOG:A0212106" "Mesangiospermae" "MC"
"8991" "TRINITY_DN26868_c0_g1" "HOG:A0234195" "Embryophyta" "MC"
"8992" "TRINITY_DN26868_c0_g2" "HOG:A0232256" "Tracheophyta" "MC"
"8993" "TRINITY_DN2687_c0_g1" "HOG:A0219661" "Magnoliopsida" "MC"
"8994" "TRINITY_DN26874_c0_g1" "HOG:A0785765" "LUCA" "UC"
"8995" "TRINITY_DN26875_c0_g1" "HOG:A0168451" "asterids" "MC"
"8996" "TRINITY_DN26877_c0_g1" "HOG:A0786143" "LUCA" "UC"
"8997" "TRINITY_DN26879_c0_g1" "HOG:A0781078" "LUCA" "UC"
"8998" "TRINITY_DN2688_c0_g1" "HOG:A0566668" "Eukaryota" "UC"
"8999" "TRINITY_DN26881_c0_g1" "HOG:A0212133" "Mesangiospermae" "MC"
"9000" "TRINITY_DN2689_c0_g1" "HOG:A0220984" "Magnoliopsida" "MC"
"9001" "TRINITY_DN26890_c0_g1" "HOG:A0583373" "Eukaryota" "UC"
"9002" "TRINITY_DN26893_c0_g1" "HOG:A0757518" "Bacteria" "MC"
"9003" "TRINITY_DN26894_c0_g1" "HOG:A0234056" "Embryophyta" "MC"
"9004" "TRINITY_DN26896_c0_g1" "HOG:A0231739" "Tracheophyta" "MC"
"9005" "TRINITY_DN26898_c0_g1" "HOG:A0551459" "Metazoa" "MC"
"9006" "TRINITY_DN269_c0_g1" "HOG:A0779841" "LUCA" "UC"
"9007" "TRINITY_DN2690_c0_g1" "HOG:A0212005" "Mesangiospermae" "MC"
"9008" "TRINITY_DN2691_c0_g1" "HOG:A0239358" "Viridiplantae" "UC"
"9009" "TRINITY_DN2691_c2_g1" "HOG:A0239358" "Viridiplantae" "UC"
"9010" "TRINITY_DN26910_c0_g1" "HOG:A0562953" "Eukaryota" "UC"
"9011" "TRINITY_DN26912_c0_g1" "HOG:A0232306" "Tracheophyta" "MC"
"9012" "TRINITY_DN26913_c0_g1" "HOG:A0237385" "Streptophyta" "MC"
"9013" "TRINITY_DN26919_c0_g1" "HOG:A0207251" "Pentapetalae" "MC"
"9014" "TRINITY_DN26920_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"9015" "TRINITY_DN26923_c0_g1" "HOG:A0565641" "Eukaryota" "UC"
"9016" "TRINITY_DN26924_c0_g1" "HOG:A0203335" "Pentapetalae" "MC"
"9017" "TRINITY_DN26926_c0_g1" "HOG:A0237396" "Streptophyta" "MC"
"9018" "TRINITY_DN2693_c0_g1" "HOG:A0564343" "Eukaryota" "UC"
"9019" "TRINITY_DN2693_c1_g1" "HOG:A0237922" "Streptophyta" "MC"
"9020" "TRINITY_DN2693_c1_g2" "HOG:A0562765" "Eukaryota" "UC"
"9021" "TRINITY_DN26930_c0_g1" "HOG:A0224260" "Spermatophyta" "MC"
"9022" "TRINITY_DN26937_c0_g1" "HOG:A0566868" "Eukaryota" "UC"
"9023" "TRINITY_DN2694_c0_g1" "HOG:A0223776" "Spermatophyta" "MC"
"9024" "TRINITY_DN26941_c0_g1" "HOG:A0571850" "Eukaryota" "UC"
"9025" "TRINITY_DN26944_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"9026" "TRINITY_DN26945_c0_g1" "HOG:A0213236" "Mesangiospermae" "MC"
"9027" "TRINITY_DN26946_c0_g1" "HOG:A0167578" "asterids" "MC"
"9028" "TRINITY_DN26948_c0_g1" "HOG:A0562363" "Eukaryota" "UC"
"9029" "TRINITY_DN26949_c0_g1" "HOG:A0224059" "Spermatophyta" "MC"
"9030" "TRINITY_DN2695_c0_g1" "HOG:A0779844" "LUCA" "UC"
"9031" "TRINITY_DN26953_c0_g1" "HOG:A0224119" "Spermatophyta" "MC"
"9032" "TRINITY_DN26954_c0_g1" "HOG:A0213324" "Mesangiospermae" "MC"
"9033" "TRINITY_DN26957_c0_g1" "HOG:A0788111" "LUCA" "UC"
"9034" "TRINITY_DN26962_c0_g1" "HOG:A0563258" "Eukaryota" "UC"
"9035" "TRINITY_DN26967_c0_g1" "HOG:A0781693" "LUCA" "UC"
"9036" "TRINITY_DN26969_c0_g1" "HOG:A0566894" "Eukaryota" "UC"
"9037" "TRINITY_DN2697_c0_g1" "HOG:A0562614" "Eukaryota" "UC"
"9038" "TRINITY_DN26978_c0_g1" "HOG:A0562843" "Eukaryota" "UC"
"9039" "TRINITY_DN2698_c0_g1" "HOG:A0563724" "Eukaryota" "UC"
"9040" "TRINITY_DN26988_c0_g1" "HOG:A0203270" "Pentapetalae" "MC"
"9041" "TRINITY_DN26997_c0_g1" "HOG:A0198270" "rosids" "MC"
"9042" "TRINITY_DN27_c0_g1" "HOG:A0167727" "asterids" "MC"
"9043" "TRINITY_DN270_c0_g1" "HOG:A0222210" "Magnoliopsida" "MC"
"9044" "TRINITY_DN270_c1_g1" "HOG:A0222210" "Magnoliopsida" "MC"
"9045" "TRINITY_DN2700_c0_g1" "HOG:A0564137" "Eukaryota" "UC"
"9046" "TRINITY_DN27004_c0_g1" "HOG:A0198538" "rosids" "MC"
"9047" "TRINITY_DN27005_c0_g1" "HOG:A0211780" "Mesangiospermae" "MC"
"9048" "TRINITY_DN27005_c0_g2" "HOG:A0234753" "Embryophyta" "MC"
"9049" "TRINITY_DN2701_c0_g1" "HOG:A0211576" "Mesangiospermae" "MC"
"9050" "TRINITY_DN27014_c0_g1" "HOG:A0220138" "Magnoliopsida" "MC"
"9051" "TRINITY_DN27015_c0_g1" "HOG:A0563222" "Eukaryota" "UC"
"9052" "TRINITY_DN27018_c0_g1" "HOG:A0563372" "Eukaryota" "UC"
"9053" "TRINITY_DN2702_c0_g1" "HOG:A0565953" "Eukaryota" "UC"
"9054" "TRINITY_DN27025_c0_g1" "HOG:A0562953" "Eukaryota" "UC"
"9055" "TRINITY_DN2703_c0_g1" "HOG:A0788167" "LUCA" "UC"
"9056" "TRINITY_DN27032_c0_g1" "HOG:A0563750" "Eukaryota" "UC"
"9057" "TRINITY_DN27034_c0_g1" "HOG:A0779795" "LUCA" "UC"
"9058" "TRINITY_DN27035_c0_g1" "HOG:A0222110" "Magnoliopsida" "MC"
"9059" "TRINITY_DN2704_c0_g1" "HOG:A0202822" "Pentapetalae" "MC"
"9060" "TRINITY_DN27044_c0_g1" "HOG:A0234225" "Embryophyta" "MC"
"9061" "TRINITY_DN27045_c0_g1" "HOG:A0174413" "fabids" "MC"
"9062" "TRINITY_DN27049_c0_g1" "HOG:A0202919" "Pentapetalae" "MC"
"9063" "TRINITY_DN2705_c0_g1" "HOG:A0562271" "Eukaryota" "UC"
"9064" "TRINITY_DN27057_c0_g1" "HOG:A0202600" "Pentapetalae" "MC"
"9065" "TRINITY_DN2706_c0_g1" "HOG:A0220036" "Magnoliopsida" "MC"
"9066" "TRINITY_DN27062_c0_g2" "HOG:A0563465" "Eukaryota" "UC"
"9067" "TRINITY_DN27063_c0_g1" "HOG:A0562244" "Eukaryota" "UC"
"9068" "TRINITY_DN27067_c0_g1" "HOG:A0219791" "Magnoliopsida" "MC"
"9069" "TRINITY_DN2708_c0_g1" "HOG:A0220658" "Magnoliopsida" "MC"
"9070" "TRINITY_DN27080_c0_g1" "HOG:A0563965" "Eukaryota" "UC"
"9071" "TRINITY_DN27085_c0_g1" "HOG:A0222305" "Magnoliopsida" "MC"
"9072" "TRINITY_DN27086_c0_g1" "HOG:A0562187" "Eukaryota" "UC"
"9073" "TRINITY_DN2709_c0_g1" "HOG:A0160508" "Asteraceae" "MC"
"9074" "TRINITY_DN2709_c0_g3" "HOG:A0160508" "Asteraceae" "MC"
"9075" "TRINITY_DN271_c0_g1" "HOG:A0211629" "Mesangiospermae" "MC"
"9076" "TRINITY_DN2710_c0_g1" "HOG:A0562807" "Eukaryota" "UC"
"9077" "TRINITY_DN27106_c0_g1" "HOG:A0224369" "Spermatophyta" "MC"
"9078" "TRINITY_DN27110_c0_g1" "HOG:A0220464" "Magnoliopsida" "MC"
"9079" "TRINITY_DN27111_c0_g1" "HOG:A0563708" "Eukaryota" "UC"
"9080" "TRINITY_DN27116_c0_g1" "HOG:A0211948" "Mesangiospermae" "MC"
"9081" "TRINITY_DN27118_c0_g1" "HOG:A0562200" "Eukaryota" "UC"
"9082" "TRINITY_DN2712_c0_g1" "HOG:A0562754" "Eukaryota" "UC"
"9083" "TRINITY_DN27123_c0_g1" "HOG:A0563258" "Eukaryota" "UC"
"9084" "TRINITY_DN27128_c0_g1" "HOG:A0203484" "Pentapetalae" "MC"
"9085" "TRINITY_DN2713_c0_g1" "HOG:A0168528" "asterids" "MC"
"9086" "TRINITY_DN27136_c0_g1" "HOG:A0235258" "Embryophyta" "MC"
"9087" "TRINITY_DN2714_c0_g1" "HOG:A0234824" "Embryophyta" "MC"
"9088" "TRINITY_DN2715_c0_g1" "HOG:A0571017" "Eukaryota" "UC"
"9089" "TRINITY_DN27157_c0_g1" "HOG:A0234539" "Embryophyta" "MC"
