"gene" "hog" "phylostrata" "age"
"6964" "TRINITY_DN34227_c0_g1" "HOG:A0570604" "Eukaryota" "UC"
"6965" "TRINITY_DN3423_c0_g1" "HOG:A0238626" "Viridiplantae" "UC"
"6966" "TRINITY_DN34232_c0_g1" "HOG:A0233851" "Embryophyta" "MC"
"6967" "TRINITY_DN34236_c0_g1" "HOG:A0779770" "LUCA" "UC"
"6968" "TRINITY_DN34243_c0_g1" "HOG:A0563388" "Eukaryota" "UC"
"6969" "TRINITY_DN34246_c0_g1" "HOG:A0237229" "Streptophyta" "MC"
"6970" "TRINITY_DN3427_c0_g1" "HOG:A0567289" "Eukaryota" "UC"
"6971" "TRINITY_DN34270_c0_g1" "HOG:A0095281" "Eimeriorina" "MC"
"6972" "TRINITY_DN3428_c0_g1" "HOG:A0564683" "Eukaryota" "UC"
"6973" "TRINITY_DN34283_c0_g1" "HOG:A0211658" "Mesangiospermae" "MC"
"6974" "TRINITY_DN34296_c0_g1" "HOG:A0226799" "Spermatophyta" "MC"
"6975" "TRINITY_DN34299_c0_g1" "HOG:A0562248" "Eukaryota" "UC"
"6976" "TRINITY_DN3430_c0_g1" "HOG:A0562413" "Eukaryota" "UC"
"6977" "TRINITY_DN34307_c0_g1" "HOG:A0202504" "Pentapetalae" "MC"
"6978" "TRINITY_DN3431_c0_g1" "HOG:A0206115" "Pentapetalae" "MC"
"6979" "TRINITY_DN34316_c0_g1" "HOG:A0202635" "Pentapetalae" "MC"
"6980" "TRINITY_DN3432_c0_g1" "HOG:A0220805" "Magnoliopsida" "MC"
"6981" "TRINITY_DN3434_c0_g1" "HOG:A0563414" "Eukaryota" "UC"
"6982" "TRINITY_DN34348_c0_g1" "HOG:A0234387" "Embryophyta" "MC"
"6983" "TRINITY_DN3436_c0_g1" "HOG:A0202627" "Pentapetalae" "MC"
"6984" "TRINITY_DN3437_c0_g1" "HOG:A0575617" "Eukaryota" "UC"
"6985" "TRINITY_DN34391_c0_g1" "HOG:A0579730" "Eukaryota" "UC"
"6986" "TRINITY_DN3440_c0_g1" "HOG:A0233891" "Embryophyta" "MC"
"6987" "TRINITY_DN34400_c0_g1" "HOG:A0220835" "Magnoliopsida" "MC"
"6988" "TRINITY_DN34414_c0_g1" "HOG:A0223926" "Spermatophyta" "MC"
"6989" "TRINITY_DN34419_c0_g1" "HOG:A0564173" "Eukaryota" "UC"
"6990" "TRINITY_DN3442_c0_g1" "HOG:A0566692" "Eukaryota" "UC"
"6991" "TRINITY_DN34426_c0_g1" "HOG:A0231736" "Tracheophyta" "MC"
"6992" "TRINITY_DN3443_c0_g1" "HOG:A0779716" "LUCA" "UC"
"6993" "TRINITY_DN34436_c0_g1" "HOG:A0229081" "Spermatophyta" "MC"
"6994" "TRINITY_DN34438_c0_g1" "HOG:A0200137" "rosids" "MC"
"6995" "TRINITY_DN34448_c0_g1" "HOG:A0234684" "Embryophyta" "MC"
"6996" "TRINITY_DN3445_c0_g1" "HOG:A0562477" "Eukaryota" "UC"
"6997" "TRINITY_DN34450_c0_g1" "HOG:A0168689" "asterids" "MC"
"6998" "TRINITY_DN34453_c0_g1" "HOG:A0223566" "Spermatophyta" "MC"
"6999" "TRINITY_DN34456_c0_g1" "HOG:A0167569" "asterids" "MC"
"7000" "TRINITY_DN34466_c0_g1" "HOG:A0168178" "asterids" "MC"
"7001" "TRINITY_DN34467_c0_g1" "HOG:A0231752" "Tracheophyta" "MC"
"7002" "TRINITY_DN34469_c0_g1" "HOG:A0174293" "fabids" "MC"
"7003" "TRINITY_DN3447_c0_g1" "HOG:A0202550" "Pentapetalae" "MC"
"7004" "TRINITY_DN34470_c0_g1" "HOG:A0220838" "Magnoliopsida" "MC"
"7005" "TRINITY_DN3448_c0_g1" "HOG:A0564286" "Eukaryota" "UC"
"7006" "TRINITY_DN34482_c0_g1" "HOG:A0220838" "Magnoliopsida" "MC"
"7007" "TRINITY_DN3449_c0_g1" "HOG:A0232758" "Tracheophyta" "MC"
"7008" "TRINITY_DN34507_c0_g1" "HOG:A0203342" "Pentapetalae" "MC"
"7009" "TRINITY_DN34517_c0_g1" "HOG:A0233645" "Embryophyta" "MC"
"7010" "TRINITY_DN34533_c0_g1" "HOG:A0562287" "Eukaryota" "UC"
"7011" "TRINITY_DN3454_c0_g1" "HOG:A0232728" "Tracheophyta" "MC"
"7012" "TRINITY_DN34548_c0_g1" "HOG:A0220972" "Magnoliopsida" "MC"
"7013" "TRINITY_DN34560_c0_g1" "HOG:A0206561" "Pentapetalae" "MC"
"7014" "TRINITY_DN3457_c0_g1" "HOG:A0564171" "Eukaryota" "UC"
"7015" "TRINITY_DN3458_c0_g1" "HOG:A0232599" "Tracheophyta" "MC"
"7016" "TRINITY_DN34583_c0_g1" "HOG:A0237800" "Streptophyta" "MC"
"7017" "TRINITY_DN3459_c0_g1" "HOG:A0582257" "Eukaryota" "UC"
"7018" "TRINITY_DN34600_c0_g1" "HOG:A0202999" "Pentapetalae" "MC"
"7019" "TRINITY_DN3461_c0_g1" "HOG:A0564149" "Eukaryota" "UC"
"7020" "TRINITY_DN3462_c0_g1" "HOG:A0221120" "Magnoliopsida" "MC"
"7021" "TRINITY_DN34638_c0_g1" "HOG:A0167098" "lamiids" "MC"
"7022" "TRINITY_DN34649_c0_g1" "HOG:A0779779" "LUCA" "UC"
"7023" "TRINITY_DN34651_c0_g1" "HOG:A0215612" "Mesangiospermae" "MC"
"7024" "TRINITY_DN34657_c0_g1" "HOG:A0211733" "Mesangiospermae" "MC"
"7025" "TRINITY_DN34669_c0_g1" "HOG:A0367120" "Dikarya" "MC"
"7026" "TRINITY_DN3467_c0_g1" "HOG:A0563477" "Eukaryota" "UC"
"7027" "TRINITY_DN3468_c0_g1" "HOG:A0747948" "Proteobacteria" "MC"
"7028" "TRINITY_DN34688_c0_g1" "HOG:A0780649" "LUCA" "UC"
"7029" "TRINITY_DN3469_c0_g1" "HOG:A0566681" "Eukaryota" "UC"
"7030" "TRINITY_DN34690_c0_g1" "HOG:A0220499" "Magnoliopsida" "MC"
"7031" "TRINITY_DN34693_c0_g1" "HOG:A0224197" "Spermatophyta" "MC"
"7032" "TRINITY_DN3470_c0_g1" "HOG:A0563112" "Eukaryota" "UC"
"7033" "TRINITY_DN34700_c0_g1" "HOG:A0203713" "Pentapetalae" "MC"
"7034" "TRINITY_DN3471_c0_g1" "HOG:A0224131" "Spermatophyta" "MC"
"7035" "TRINITY_DN34713_c0_g1" "HOG:A0198091" "rosids" "MC"
"7036" "TRINITY_DN34716_c0_g1" "HOG:A0220170" "Magnoliopsida" "MC"
"7037" "TRINITY_DN34718_c0_g1" "HOG:A0206490" "Pentapetalae" "MC"
"7038" "TRINITY_DN34727_c0_g1" "HOG:A0167507" "asterids" "MC"
"7039" "TRINITY_DN3473_c0_g1" "HOG:A0780875" "LUCA" "UC"
"7040" "TRINITY_DN34734_c0_g1" "HOG:A0213204" "Mesangiospermae" "MC"
"7041" "TRINITY_DN34735_c0_g1" "HOG:A0234802" "Embryophyta" "MC"
"7042" "TRINITY_DN34737_c0_g1" "HOG:A0233848" "Embryophyta" "MC"
"7043" "TRINITY_DN3474_c0_g1" "HOG:A0567136" "Eukaryota" "UC"
"7044" "TRINITY_DN3478_c0_g1" "HOG:A0563030" "Eukaryota" "UC"
"7045" "TRINITY_DN34782_c0_g1" "HOG:A0223358" "Spermatophyta" "MC"
"7046" "TRINITY_DN34791_c0_g1" "HOG:A0233768" "Embryophyta" "MC"
"7047" "TRINITY_DN348_c0_g1" "HOG:A0562650" "Eukaryota" "UC"
"7048" "TRINITY_DN3480_c0_g1" "HOG:A0167813" "asterids" "MC"
"7049" "TRINITY_DN34803_c0_g1" "HOG:A0213244" "Mesangiospermae" "MC"
"7050" "TRINITY_DN34809_c0_g1" "HOG:A0562498" "Eukaryota" "UC"
"7051" "TRINITY_DN3481_c0_g1" "HOG:A0238676" "Viridiplantae" "UC"
"7052" "TRINITY_DN34811_c0_g1" "HOG:A0175016" "fabids" "MC"
"7053" "TRINITY_DN34838_c0_g1" "HOG:A0212075" "Mesangiospermae" "MC"
"7054" "TRINITY_DN3486_c0_g1" "HOG:A0237319" "Streptophyta" "MC"
"7055" "TRINITY_DN3487_c0_g1" "HOG:A0563944" "Eukaryota" "UC"
"7056" "TRINITY_DN34872_c0_g1" "HOG:A0207085" "Pentapetalae" "MC"
"7057" "TRINITY_DN34885_c0_g1" "HOG:A0223502" "Spermatophyta" "MC"
"7058" "TRINITY_DN34889_c0_g1" "HOG:A0564682" "Eukaryota" "UC"
"7059" "TRINITY_DN3489_c0_g1" "HOG:A0222280" "Magnoliopsida" "MC"
"7060" "TRINITY_DN349_c0_g1" "HOG:A0780114" "LUCA" "UC"
"7061" "TRINITY_DN34904_c0_g1" "HOG:A0566880" "Eukaryota" "UC"
"7062" "TRINITY_DN3493_c0_g1" "HOG:A0566825" "Eukaryota" "UC"
"7063" "TRINITY_DN34930_c0_g1" "HOG:A0238132" "Streptophyta" "MC"
"7064" "TRINITY_DN3495_c0_g1" "HOG:A0233245" "Tracheophyta" "MC"
"7065" "TRINITY_DN34950_c0_g1" "HOG:A0560991" "Opisthokonta" "MC"
"7066" "TRINITY_DN34954_c0_g1" "HOG:A0233970" "Embryophyta" "MC"
"7067" "TRINITY_DN3496_c0_g1" "HOG:A0562255" "Eukaryota" "UC"
"7068" "TRINITY_DN3497_c0_g1" "HOG:A0567423" "Eukaryota" "UC"
"7069" "TRINITY_DN34983_c0_g1" "HOG:A0236587" "Embryophyta" "MC"
"7070" "TRINITY_DN34996_c0_g1" "HOG:A0206770" "Pentapetalae" "MC"
"7071" "TRINITY_DN34998_c0_g1" "HOG:A0167600" "asterids" "MC"
"7072" "TRINITY_DN35_c0_g1" "HOG:A0219967" "Magnoliopsida" "MC"
"7073" "TRINITY_DN3501_c0_g1" "HOG:A0786433" "LUCA" "UC"
"7074" "TRINITY_DN35019_c0_g1" "HOG:A0583319" "Eukaryota" "UC"
"7075" "TRINITY_DN3503_c0_g1" "HOG:A0237596" "Streptophyta" "MC"
"7076" "TRINITY_DN35031_c0_g1" "HOG:A0223839" "Spermatophyta" "MC"
"7077" "TRINITY_DN3504_c0_g1" "HOG:A0220572" "Magnoliopsida" "MC"
"7078" "TRINITY_DN35059_c0_g1" "HOG:A0203344" "Pentapetalae" "MC"
"7079" "TRINITY_DN3506_c0_g1" "HOG:A0563908" "Eukaryota" "UC"
"7080" "TRINITY_DN35067_c0_g1" "HOG:A0232033" "Tracheophyta" "MC"
"7081" "TRINITY_DN35068_c0_g1" "HOG:A0562223" "Eukaryota" "UC"
"7082" "TRINITY_DN3507_c0_g1" "HOG:A0219653" "Magnoliopsida" "MC"
"7083" "TRINITY_DN3509_c0_g1" "HOG:A0563014" "Eukaryota" "UC"
"7084" "TRINITY_DN35094_c0_g1" "HOG:A0563013" "Eukaryota" "UC"
"7085" "TRINITY_DN35096_c0_g1" "HOG:A0237070" "Streptophyta" "MC"
"7086" "TRINITY_DN351_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"7087" "TRINITY_DN3510_c0_g1" "HOG:A0563894" "Eukaryota" "UC"
"7088" "TRINITY_DN35105_c0_g1" "HOG:A0226824" "Spermatophyta" "MC"
"7089" "TRINITY_DN3511_c0_g1" "HOG:A0219643" "Magnoliopsida" "MC"
"7090" "TRINITY_DN35110_c0_g1" "HOG:A0562451" "Eukaryota" "UC"
"7091" "TRINITY_DN35112_c0_g1" "HOG:A0229097" "Spermatophyta" "MC"
"7092" "TRINITY_DN3514_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"7093" "TRINITY_DN3515_c0_g1" "HOG:A0237491" "Streptophyta" "MC"
"7094" "TRINITY_DN35155_c0_g1" "HOG:A0212200" "Mesangiospermae" "MC"
"7095" "TRINITY_DN35159_c0_g1" "HOG:A0786220" "LUCA" "UC"
"7096" "TRINITY_DN3516_c0_g1" "HOG:A0221476" "Magnoliopsida" "MC"
"7097" "TRINITY_DN35163_c0_g1" "HOG:A0566880" "Eukaryota" "UC"
"7098" "TRINITY_DN35164_c0_g1" "HOG:A0168450" "asterids" "MC"
"7099" "TRINITY_DN3517_c0_g1" "HOG:A0202412" "Pentapetalae" "MC"
"7100" "TRINITY_DN3517_c1_g1" "HOG:A0222023" "Magnoliopsida" "MC"
"7101" "TRINITY_DN3519_c0_g1" "HOG:A0234529" "Embryophyta" "MC"
"7102" "TRINITY_DN3521_c0_g1" "HOG:A0239047" "Viridiplantae" "UC"
"7103" "TRINITY_DN35235_c0_g1" "HOG:A0174223" "fabids" "MC"
"7104" "TRINITY_DN35254_c0_g1" "HOG:A0168403" "asterids" "MC"
"7105" "TRINITY_DN3526_c0_g1" "HOG:A0240042" "Viridiplantae" "UC"
"7106" "TRINITY_DN35268_c0_g1" "HOG:A0234912" "Embryophyta" "MC"
"7107" "TRINITY_DN3527_c0_g1" "HOG:A0562287" "Eukaryota" "UC"
"7108" "TRINITY_DN35272_c0_g1" "HOG:A0234192" "Embryophyta" "MC"
"7109" "TRINITY_DN35277_c0_g1" "HOG:A0223432" "Spermatophyta" "MC"
"7110" "TRINITY_DN3528_c0_g1" "HOG:A0785698" "LUCA" "UC"
"7111" "TRINITY_DN35289_c0_g1" "HOG:A0203078" "Pentapetalae" "MC"
"7112" "TRINITY_DN3530_c0_g1" "HOG:A0571991" "Eukaryota" "UC"
"7113" "TRINITY_DN35300_c0_g1" "HOG:A0206374" "Pentapetalae" "MC"
"7114" "TRINITY_DN35308_c0_g1" "HOG:A0237937" "Streptophyta" "MC"
"7115" "TRINITY_DN3531_c0_g1" "HOG:A0213055" "Mesangiospermae" "MC"
"7116" "TRINITY_DN35317_c0_g1" "HOG:A0212227" "Mesangiospermae" "MC"
"7117" "TRINITY_DN3532_c0_g1" "HOG:A0566858" "Eukaryota" "UC"
"7118" "TRINITY_DN3533_c0_g1" "HOG:A0212111" "Mesangiospermae" "MC"
"7119" "TRINITY_DN35336_c0_g1" "HOG:A0224632" "Spermatophyta" "MC"
"7120" "TRINITY_DN3534_c0_g1" "HOG:A0240135" "Viridiplantae" "UC"
"7121" "TRINITY_DN35346_c0_g1" "HOG:A0167670" "asterids" "MC"
"7122" "TRINITY_DN35347_c0_g1" "HOG:A0167626" "asterids" "MC"
"7123" "TRINITY_DN35352_c0_g1" "HOG:A0234426" "Embryophyta" "MC"
"7124" "TRINITY_DN3537_c0_g1" "HOG:A0780590" "LUCA" "UC"
"7125" "TRINITY_DN3538_c0_g1" "HOG:A0781073" "LUCA" "UC"
"7126" "TRINITY_DN3539_c0_g1" "HOG:A0563163" "Eukaryota" "UC"
"7127" "TRINITY_DN35398_c0_g1" "HOG:A0220028" "Magnoliopsida" "MC"
"7128" "TRINITY_DN354_c0_g1" "HOG:A0568989" "Eukaryota" "UC"
"7129" "TRINITY_DN3540_c0_g1" "HOG:A0564155" "Eukaryota" "UC"
"7130" "TRINITY_DN3541_c0_g1" "HOG:A0240352" "Viridiplantae" "UC"
"7131" "TRINITY_DN35414_c0_g1" "HOG:A0205248" "Pentapetalae" "MC"
"7132" "TRINITY_DN35421_c0_g1" "HOG:A0564015" "Eukaryota" "UC"
"7133" "TRINITY_DN3543_c0_g1" "HOG:A0235141" "Embryophyta" "MC"
"7134" "TRINITY_DN35446_c0_g1" "HOG:A0563960" "Eukaryota" "UC"
"7135" "TRINITY_DN35447_c0_g1" "HOG:A0563388" "Eukaryota" "UC"
"7136" "TRINITY_DN3545_c0_g1" "HOG:A0568972" "Eukaryota" "UC"
"7137" "TRINITY_DN35453_c0_g1" "HOG:A0570707" "Eukaryota" "UC"
"7138" "TRINITY_DN35466_c0_g1" "HOG:A0198122" "rosids" "MC"
"7139" "TRINITY_DN3547_c0_g1" "HOG:A0219948" "Magnoliopsida" "MC"
"7140" "TRINITY_DN3548_c0_g1" "HOG:A0220605" "Magnoliopsida" "MC"
"7141" "TRINITY_DN3550_c0_g1" "HOG:A0234465" "Embryophyta" "MC"
"7142" "TRINITY_DN3551_c0_g1" "HOG:A0563342" "Eukaryota" "UC"
"7143" "TRINITY_DN35535_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"7144" "TRINITY_DN3554_c0_g1" "HOG:A0570473" "Eukaryota" "UC"
"7145" "TRINITY_DN35568_c0_g1" "HOG:A0167559" "asterids" "MC"
"7146" "TRINITY_DN3557_c0_g1" "HOG:A0221420" "Magnoliopsida" "MC"
"7147" "TRINITY_DN35572_c0_g1" "HOG:A0562415" "Eukaryota" "UC"
"7148" "TRINITY_DN3558_c0_g1" "HOG:A0234023" "Embryophyta" "MC"
"7149" "TRINITY_DN35585_c0_g1" "HOG:A0232026" "Tracheophyta" "MC"
"7150" "TRINITY_DN35589_c0_g1" "HOG:A0237188" "Streptophyta" "MC"
"7151" "TRINITY_DN3559_c0_g1" "HOG:A0238691" "Viridiplantae" "UC"
"7152" "TRINITY_DN35594_c0_g1" "HOG:A0562806" "Eukaryota" "UC"
"7153" "TRINITY_DN3560_c0_g1" "HOG:A0564051" "Eukaryota" "UC"
"7154" "TRINITY_DN35614_c0_g1" "HOG:A0167818" "asterids" "MC"
"7155" "TRINITY_DN3562_c0_g1" "HOG:A0562618" "Eukaryota" "UC"
"7156" "TRINITY_DN3564_c0_g1" "HOG:A0563155" "Eukaryota" "UC"
"7157" "TRINITY_DN35642_c0_g1" "HOG:A0220622" "Magnoliopsida" "MC"
"7158" "TRINITY_DN35648_c0_g1" "HOG:A0206601" "Pentapetalae" "MC"
"7159" "TRINITY_DN35649_c0_g1" "HOG:A0221177" "Magnoliopsida" "MC"
"7160" "TRINITY_DN3565_c0_g1" "HOG:A0206503" "Pentapetalae" "MC"
"7161" "TRINITY_DN3566_c0_g1" "HOG:A0211777" "Mesangiospermae" "MC"
"7162" "TRINITY_DN3567_c0_g1" "HOG:A0563168" "Eukaryota" "UC"
"7163" "TRINITY_DN357_c0_g1" "HOG:A0563824" "Eukaryota" "UC"
"7164" "TRINITY_DN3570_c0_g1" "HOG:A0168701" "asterids" "MC"
"7165" "TRINITY_DN3571_c0_g1" "HOG:A0562302" "Eukaryota" "UC"
"7166" "TRINITY_DN35718_c0_g1" "HOG:A0224172" "Spermatophyta" "MC"
"7167" "TRINITY_DN3573_c0_g1" "HOG:A0780209" "LUCA" "UC"
"7168" "TRINITY_DN3575_c0_g1" "HOG:A0237392" "Streptophyta" "MC"
"7169" "TRINITY_DN35753_c0_g1" "HOG:A0211985" "Mesangiospermae" "MC"
"7170" "TRINITY_DN3578_c0_g1" "HOG:A0198272" "rosids" "MC"
"7171" "TRINITY_DN35785_c0_g1" "HOG:A0224222" "Spermatophyta" "MC"
"7172" "TRINITY_DN35789_c0_g1" "HOG:A0568477" "Eukaryota" "UC"
"7173" "TRINITY_DN3579_c0_g1" "HOG:A0779867" "LUCA" "UC"
"7174" "TRINITY_DN3581_c0_g1" "HOG:A0570329" "Eukaryota" "UC"
"7175" "TRINITY_DN35810_c0_g1" "HOG:A0572047" "Eukaryota" "UC"
"7176" "TRINITY_DN35818_c0_g1" "HOG:A0232783" "Tracheophyta" "MC"
"7177" "TRINITY_DN35826_c0_g1" "HOG:A0198195" "rosids" "MC"
"7178" "TRINITY_DN3583_c0_g1" "HOG:A0563057" "Eukaryota" "UC"
"7179" "TRINITY_DN3584_c0_g1" "HOG:A0562394" "Eukaryota" "UC"
"7180" "TRINITY_DN35848_c0_g1" "HOG:A0212034" "Mesangiospermae" "MC"
"7181" "TRINITY_DN3585_c0_g1" "HOG:A0237823" "Streptophyta" "MC"
"7182" "TRINITY_DN3586_c0_g1" "HOG:A0238832" "Viridiplantae" "UC"
"7183" "TRINITY_DN35877_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"7184" "TRINITY_DN35885_c0_g1" "HOG:A0202624" "Pentapetalae" "MC"
"7185" "TRINITY_DN35887_c0_g1" "HOG:A0235290" "Embryophyta" "MC"
"7186" "TRINITY_DN35888_c0_g1" "HOG:A0237284" "Streptophyta" "MC"
"7187" "TRINITY_DN3589_c0_g1" "HOG:A0167982" "asterids" "MC"
"7188" "TRINITY_DN35892_c0_g1" "HOG:A0563177" "Eukaryota" "UC"
"7189" "TRINITY_DN35896_c0_g1" "HOG:A0234318" "Embryophyta" "MC"
"7190" "TRINITY_DN359_c0_g1" "HOG:A0237318" "Streptophyta" "MC"
"7191" "TRINITY_DN35912_c0_g1" "HOG:A0216604" "Mesangiospermae" "MC"
"7192" "TRINITY_DN35918_c0_g1" "HOG:A0234140" "Embryophyta" "MC"
"7193" "TRINITY_DN3592_c0_g1" "HOG:A0575628" "Eukaryota" "UC"
"7194" "TRINITY_DN35937_c0_g1" "HOG:A0224004" "Spermatophyta" "MC"
"7195" "TRINITY_DN3594_c0_g1" "HOG:A0562215" "Eukaryota" "UC"
"7196" "TRINITY_DN3595_c0_g1" "HOG:A0563490" "Eukaryota" "UC"
"7197" "TRINITY_DN3596_c0_g1" "HOG:A0237402" "Streptophyta" "MC"
"7198" "TRINITY_DN3598_c0_g1" "HOG:A0566999" "Eukaryota" "UC"
"7199" "TRINITY_DN360_c0_g1" "HOG:A0562447" "Eukaryota" "UC"
"7200" "TRINITY_DN3602_c0_g1" "HOG:A0168651" "asterids" "MC"
"7201" "TRINITY_DN3603_c0_g1" "HOG:A0563319" "Eukaryota" "UC"
"7202" "TRINITY_DN36032_c0_g1" "HOG:A0237602" "Streptophyta" "MC"
"7203" "TRINITY_DN36038_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"7204" "TRINITY_DN36049_c0_g1" "HOG:A0203895" "Pentapetalae" "MC"
"7205" "TRINITY_DN3606_c0_g1" "HOG:A0206731" "Pentapetalae" "MC"
"7206" "TRINITY_DN36066_c0_g1" "HOG:A0757336" "Bacteria" "MC"
"7207" "TRINITY_DN36074_c0_g1" "HOG:A0224129" "Spermatophyta" "MC"
"7208" "TRINITY_DN36075_c0_g1" "HOG:A0562576" "Eukaryota" "UC"
"7209" "TRINITY_DN3609_c0_g1" "HOG:A0566620" "Eukaryota" "UC"
"7210" "TRINITY_DN36095_c0_g1" "HOG:A0562187" "Eukaryota" "UC"
"7211" "TRINITY_DN361_c0_g1" "HOG:A0202789" "Pentapetalae" "MC"
"7212" "TRINITY_DN3611_c0_g1" "HOG:A0563938" "Eukaryota" "UC"
"7213" "TRINITY_DN36137_c0_g1" "HOG:A0779755" "LUCA" "UC"
"7214" "TRINITY_DN3614_c0_g1" "HOG:A0566622" "Eukaryota" "UC"
"7215" "TRINITY_DN36143_c0_g1" "HOG:A0563707" "Eukaryota" "UC"
"7216" "TRINITY_DN36169_c0_g1" "HOG:A0564173" "Eukaryota" "UC"
"7217" "TRINITY_DN3617_c0_g1" "HOG:A0219918" "Magnoliopsida" "MC"
"7218" "TRINITY_DN3618_c0_g1" "HOG:A0781078" "LUCA" "UC"
"7219" "TRINITY_DN36183_c0_g1" "HOG:A0224086" "Spermatophyta" "MC"
"7220" "TRINITY_DN3619_c0_g1" "HOG:A0562996" "Eukaryota" "UC"
"7221" "TRINITY_DN36196_c0_g1" "HOG:A0198113" "rosids" "MC"
"7222" "TRINITY_DN362_c0_g1" "HOG:A0562417" "Eukaryota" "UC"
"7223" "TRINITY_DN3620_c0_g2" "HOG:A0203265" "Pentapetalae" "MC"
"7224" "TRINITY_DN36207_c0_g1" "HOG:A0787013" "LUCA" "UC"
"7225" "TRINITY_DN3621_c0_g1" "HOG:A0563514" "Eukaryota" "UC"
"7226" "TRINITY_DN3622_c0_g1" "HOG:A0563965" "Eukaryota" "UC"
"7227" "TRINITY_DN36221_c0_g1" "HOG:A0563657" "Eukaryota" "UC"
"7228" "TRINITY_DN3625_c0_g1" "HOG:A0220006" "Magnoliopsida" "MC"
"7229" "TRINITY_DN3626_c0_g1" "HOG:A0563149" "Eukaryota" "UC"
"7230" "TRINITY_DN3627_c0_g1" "HOG:A0223591" "Spermatophyta" "MC"
"7231" "TRINITY_DN3628_c0_g1" "HOG:A0233724" "Embryophyta" "MC"
"7232" "TRINITY_DN36292_c0_g1" "HOG:A0232794" "Tracheophyta" "MC"
"7233" "TRINITY_DN36293_c0_g1" "HOG:A0786138" "LUCA" "UC"
"7234" "TRINITY_DN36301_c0_g1" "HOG:A0211683" "Mesangiospermae" "MC"
"7235" "TRINITY_DN3631_c0_g1" "HOG:A0785786" "LUCA" "UC"
"7236" "TRINITY_DN3632_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"7237" "TRINITY_DN36320_c0_g1" "HOG:A0198238" "rosids" "MC"
"7238" "TRINITY_DN3635_c0_g1" "HOG:A0785735" "LUCA" "UC"
"7239" "TRINITY_DN36362_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"7240" "TRINITY_DN3637_c0_g1" "HOG:A0223980" "Spermatophyta" "MC"
"7241" "TRINITY_DN3638_c0_g1" "HOG:A0229177" "Spermatophyta" "MC"
"7242" "TRINITY_DN3639_c0_g1" "HOG:A0779791" "LUCA" "UC"
"7243" "TRINITY_DN36395_c0_g1" "HOG:A0788365" "LUCA" "UC"
"7244" "TRINITY_DN36398_c0_g1" "HOG:A0237384" "Streptophyta" "MC"
"7245" "TRINITY_DN364_c0_g1" "HOG:A0780204" "LUCA" "UC"
"7246" "TRINITY_DN3640_c0_g1" "HOG:A0237728" "Streptophyta" "MC"
"7247" "TRINITY_DN36402_c0_g1" "HOG:A0564327" "Eukaryota" "UC"
"7248" "TRINITY_DN3641_c0_g1" "HOG:A0567761" "Eukaryota" "UC"
"7249" "TRINITY_DN36411_c0_g1" "HOG:A0222304" "Magnoliopsida" "MC"
"7250" "TRINITY_DN3642_c0_g1" "HOG:A0167591" "asterids" "MC"
"7251" "TRINITY_DN36436_c0_g1" "HOG:A0167972" "asterids" "MC"
"7252" "TRINITY_DN3644_c0_g1" "HOG:A0563336" "Eukaryota" "UC"
"7253" "TRINITY_DN3645_c0_g1" "HOG:A0222127" "Magnoliopsida" "MC"
"7254" "TRINITY_DN36452_c0_g1" "HOG:A0219885" "Magnoliopsida" "MC"
"7255" "TRINITY_DN3646_c0_g1" "HOG:A0212954" "Mesangiospermae" "MC"
"7256" "TRINITY_DN3647_c0_g1" "HOG:A0205108" "Pentapetalae" "MC"
"7257" "TRINITY_DN36494_c0_g1" "HOG:A0220264" "Magnoliopsida" "MC"
"7258" "TRINITY_DN3650_c0_g1" "HOG:A0567355" "Eukaryota" "UC"
"7259" "TRINITY_DN3651_c0_g1" "HOG:A0237604" "Streptophyta" "MC"
"7260" "TRINITY_DN3652_c0_g1" "HOG:A0780134" "LUCA" "UC"
"7261" "TRINITY_DN3653_c0_g1" "HOG:A0562447" "Eukaryota" "UC"
"7262" "TRINITY_DN36530_c0_g1" "HOG:A0223887" "Spermatophyta" "MC"
"7263" "TRINITY_DN36531_c0_g1" "HOG:A0212144" "Mesangiospermae" "MC"
"7264" "TRINITY_DN3655_c0_g1" "HOG:A0780103" "LUCA" "UC"
"7265" "TRINITY_DN36557_c0_g1" "HOG:A0220980" "Magnoliopsida" "MC"
"7266" "TRINITY_DN36558_c0_g1" "HOG:A0568946" "Eukaryota" "UC"
"7267" "TRINITY_DN36561_c0_g1" "HOG:A0220274" "Magnoliopsida" "MC"
"7268" "TRINITY_DN3658_c0_g1" "HOG:A0202942" "Pentapetalae" "MC"
"7269" "TRINITY_DN36596_c0_g1" "HOG:A0565721" "Eukaryota" "UC"
"7270" "TRINITY_DN3660_c0_g1" "HOG:A0562603" "Eukaryota" "UC"
"7271" "TRINITY_DN36603_c0_g1" "HOG:A0786052" "LUCA" "UC"
"7272" "TRINITY_DN36609_c0_g1" "HOG:A0563392" "Eukaryota" "UC"
"7273" "TRINITY_DN3661_c0_g1" "HOG:A0570896" "Eukaryota" "UC"
