"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID","age"
"3671","AT4G09760","254998_at",0.000887,6.28e-05,-7.1147497,1.8587018,-1.52729,"AT4G09760","choline synthase","GO:0005737; GO:0004103",NA,15190296,2,"Eukaryota","ARATH26330","UC"
"3672","AT4G09800","255000_at",0.0164,0.0034,3.9726505,-2.3923864,0.52845,"AT1G34030///PFL///RPS18C","40S ribosomal protein S18///40S ribosomal protein S18///40S ribosomal protein S18","GO:0006412; GO:0005618; GO:0005730; GO:0005737; GO:0005773; GO:0005829; GO:0009506; GO:0015935; GO:0022627",NA,15190307,1,"LUCA","ARATH26341","UC"
"3673","AT4G09890","255028_at",6.91e-05,1.14e-06,-11.7379148,6.1062878,-3.2419775,"AT4G09890","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15190318,8,"Magnoliopsida","ARATH26352","MC"
"3674","AT4G09900","255026_at",0.000142,3.98e-06,-10.0850309,4.7942986,-0.9980525,"MES12","methyl esterase 12","GO:0009694; GO:0009696; GO:0005737; GO:0016787; GO:0080030; GO:0080031; GO:0080032",NA,15190319,2,"Eukaryota","ARATH26353","UC"
"3675","AT4G09900","255025_at",4.87e-05,6.28e-07,-12.6059231,6.7244886,-1.1483225,"MES12","methyl esterase 12","GO:0009694; GO:0009696; GO:0005737; GO:0016787; GO:0080030; GO:0080031; GO:0080032",NA,15190319,2,"Eukaryota","ARATH26353","UC"
"3676","AT4G09950","255003_at",0.00825,0.00138,4.5943989,-1.4427877,0.63095,"AT4G09950","P-loop containing nucleoside triphosphate hydrolases superfamily protein","GO:0005634",NA,15190325,2,"Eukaryota","ARATH26359","UC"
"3677","AT4G10000","255013_at",0.000622,3.79e-05,-7.5983032,2.398066,-0.7014675,"AT4G10000","thioredoxin family protein","GO:0009507",NA,15190340,2,"Eukaryota","ARATH26374","UC"
"3678","AT4G10120","255016_at",0.000214,7.66e-06,-9.3021554,4.1011286,-2.5396825,"ATSPS4F","probable sucrose-phosphate synthase 4","GO:0005634; GO:0005829; GO:0005886; GO:0016757; GO:0046524","00500; 01100",15190357,8,"Magnoliopsida","ARATH26391","MC"
"3679","AT4G10170","255803_at",0.0466,0.0131,-3.101004,-3.7940967,-0.482155,"AT4G10170","SNARE-like superfamily protein","GO:0005886",NA,15190362,6,"Tracheophyta","ARATH26396","MC"
"3680","AT4G10260","255806_at",0.0026,0.00029,5.7826302,0.2224462,1.2512025,"AT4G10260","probable fructokinase-5","GO:0006000; GO:0019252; GO:0005829; GO:0009507; GO:0008865; GO:0019200","00051; 00500; 00520; 01100",15190371,2,"Eukaryota","ARATH26405","UC"
"3681","AT4G10270","255807_at",8.49e-07,1.13e-10,34.3255575,14.644542,5.101155,"AT4G10270","putative wound-responsive protein","GO:0005634; GO:0003674",NA,15190373,10,"Pentapetalae","ARATH26407","MC"
"3682","AT4G10300","255809_at",1.29e-05,5.1e-08,-16.9557716,9.2676777,-2.255465,"AT4G10300","cupin domain-containing protein","GO:0005634; GO:0005829; GO:0009507; GO:0003674",NA,15190376,1,"LUCA","ARATH26410","UC"
"3683","AT4G10310","255812_at",3.06e-05,2.34e-07,-14.1762878,7.7391493,-2.04353,"HKT1","sodium transporter HKT1","GO:0006813; GO:0006814; GO:0006970; GO:0009651; GO:0071805; GO:0005739; GO:0005886; GO:0008324; GO:0015079; GO:0015081",NA,15190378,2,"Eukaryota","ARATH26412","UC"
"3684","AT4G10330","255021_at",0.00144,0.000127,-6.4797891,1.1075842,-0.6768475,"AT4G10330","glycine-rich protein","GO:0008150; GO:0003674",NA,15190380,5,"Embryophyta","ARATH26414","MC"
"3685","AT4G10340","254970_at",0.037,0.00968,-3.2897947,-3.4857645,-0.4923,"LHCB5","chlorophyll a-b binding protein CP26","GO:0009416; GO:0009768; GO:0010196; GO:0010207; GO:0015979; GO:0005829; GO:0009507; GO:0009517; GO:0009533; GO:0009534; GO:0009535; GO:0009579; GO:0009783; GO:0010287; GO:0042651; GO:0005515; GO:0016168","00196; 01100",15190381,3,"Viridiplantae","ARATH26415","UC"
"3686","AT4G10380","254971_at",0.000524,2.93e-05,-7.8558954,2.674569,-2.797505,"NIP5;1","putative aquaporin NIP5-1","GO:0010036; GO:0015700; GO:0046685; GO:0046713; GO:0080029; GO:0005886; GO:0016328; GO:0015105; GO:0015250; GO:0046715",NA,15190386,2,"Eukaryota","ARATH26420","UC"
"3687","AT4G10450","254980_at",0.00602,0.000903,4.903605,-0.9900973,0.8127525,"AT4G10450","60S ribosomal protein L9-2","GO:0002181; GO:0005737; GO:0005829; GO:0022625; GO:0022626; GO:0003735; GO:0019843","03010",15190397,1,"LUCA","ARATH26431","UC"
"3688","AT4G10480","254981_at",0.00697,0.0011,4.7614315,-1.1965692,0.5988625,"AT4G10480","Nascent polypeptide-associated complex subunit alpha-like protein 4","GO:0006612; GO:0005634; GO:0005737; GO:0005829; GO:0051082",NA,15190403,2,"Eukaryota","ARATH26437","UC"
"3689","AT4G10610","254990_at",0.0345,0.00887,3.3455742,-3.3950033,0.8456325,"CID12","RNA-binding protein 37","GO:0008150; GO:0005634; GO:0003723",NA,15190422,5,"Embryophyta","ARATH26456","MC"
"3690","AT4G10770","254938_at",0.00221,0.000232,-5.9658581,0.4614678,-0.79271,"OPT7","oligopeptide transporter 7","GO:0006857; GO:0005887; GO:0016020; GO:0035673",NA,15190444,2,"Eukaryota","ARATH26478","UC"
"3691","AT4G11010","254958_at",0.000603,3.62e-05,7.6427733,2.4463246,0.84104,"NDPK3","nucleoside diphosphate kinase 3","GO:0006163; GO:0006165; GO:0006183; GO:0006220; GO:0006228; GO:0006241; GO:0006979; GO:0005739; GO:0005743; GO:0005829; GO:0009507; GO:0009536; GO:0004550; GO:0008270; GO:0050897","00230; 00240; 01100; 01110",15190477,2,"Eukaryota","ARATH26511","UC"
"3692","AT4G11080","254964_at",0.00377,0.000478,5.3846286,-0.3129353,0.943025,"AT4G11080","HMG (high mobility group) box protein","GO:0006355; GO:0000793; GO:0000794; GO:0005634; GO:0003700",NA,15190488,4,"Streptophyta","ARATH26522","MC"
"3693","AT4G11100","254911_at",0.00257,0.000284,-5.7983296,0.2431083,-0.903525,"AT4G11100","hypothetical protein","GO:0008150; GO:0005737; GO:0003674",NA,15190490,13,"Brassicaceae","ARATH26524","MC"
"3694","AT4G11110","254966_at",0.00745,0.0012,-4.6973788,-1.2905249,-0.633165,"SPA2","protein SPA1-related 2","GO:0006468; GO:0005634; GO:0080008; GO:0004672; GO:0005515; GO:0005524",NA,15190491,10,"Pentapetalae","ARATH26525","MC"
"3695","AT4G11175","254910_at",9.43e-05,1.88e-06,-11.0491215,5.5825572,-1.12305,"AT4G11175","putative translation initiation factor IF-1","GO:0005829; GO:0009507; GO:0043022",NA,15190500,13,"Brassicaceae","ARATH26534","MC"
"3696","AT4G11190","254907_at",0.0439,0.0121,3.1490162,-3.7155477,0.3157425,"AT4G11190","disease resistance-responsive, dirigent domain-containing protein","GO:0005576",NA,15190502,7,"Spermatophyta","ARATH26536","MC"
"3697","AT4G11220","254920_at",0.0127,0.00242,-4.2025251,-2.0354585,-1.021445,"BTI2","reticulon-like protein B2","GO:0071786; GO:0005634; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0071458; GO:0071782",NA,15190505,3,"Viridiplantae","ARATH26539","UC"
"3698","AT4G11230","254912_at",0.0354,0.00914,3.3262277,-3.4264618,0.26642,"AT4G11230","putative respiratory burst oxidase-I","GO:0006970; GO:0055114; GO:0005886; GO:0016174",NA,15190506,13,"Brassicaceae","ARATH26540","MC"
"3699","AT4G11330","254924_at",6.17e-05,9.17e-07,-12.0487029,6.332757,-1.34229,"MPK5","mitogen-activated protein kinase 5","GO:0000165; GO:0007165; GO:0010468; GO:0035556; GO:0005634; GO:0005737; GO:0004707","04650",15190516,2,"Eukaryota","ARATH26550","UC"
"3700","AT4G11370","254922_at",0.025,0.00588,3.6100845,-2.9676131,0.54108,"RHA1A","RING-H2 zinc finger protein RHA1a","GO:0016567; GO:0061630",NA,15190521,13,"Brassicaceae","ARATH26555","MC"
"3701","AT4G11450","254930_at",0.00675,0.00105,4.7920506,-1.1518603,0.44155,"AT4G11450","hypothetical protein","GO:0008150; GO:0005634",NA,15190536,9,"Mesangiospermae","ARATH26570","MC"
"3702","AT4G11470","254897_at",0.000395,1.89e-05,8.3064928,3.1411589,1.2112025,"CRK31","putative cysteine-rich receptor-like protein kinase 31","GO:0006468; GO:0042742; GO:0005576; GO:0005886; GO:0004674",NA,15190541,13,"Brassicaceae","ARATH26575","MC"
"3703","AT4G11480","254898_at",9.96e-05,2.08e-06,10.9170416,5.4785162,1.6133325,"CRK32","putative cysteine-rich receptor-like protein kinase 32","GO:0006468; GO:0042742; GO:0005576; GO:0005886; GO:0004674; GO:0016301",NA,15190545,13,"Brassicaceae","ARATH26579","MC"
"3704","AT4G11530","254901_at",0.0134,0.00261,4.1502692,-2.1160206,0.71295,"CRK34","putative cysteine-rich receptor-like protein kinase 35","GO:0006468; GO:0042742; GO:0005886; GO:0009507; GO:0004674; GO:0016301",NA,15190550,9,"Mesangiospermae","ARATH26584","MC"
"3705","AT4G11570","254874_at",0.000505,2.76e-05,-7.9149197,2.7369068,-1.402905,"AT4G11570","haloacid dehalogenase-like hydrolase domain-containing protein","GO:0006468; GO:0009231; GO:0005634; GO:0043621",NA,15190557,4,"Streptophyta","ARATH26591","MC"
"3706","AT4G11600","254890_at",0.0338,0.00863,-3.3630703,-3.366574,-0.442175,"GPX6","glutathione peroxidase 6","GO:0006979; GO:0046686; GO:0055114; GO:0098869; GO:0005739; GO:0005829; GO:0005886; GO:0009507; GO:0004601; GO:0004602; GO:0047066","00480; 00590",15190560,2,"Eukaryota","ARATH26594","UC"
"3707","AT4G11650","254889_at",0.00815,0.00136,4.606844,-1.4243082,2.2122875,"OSM34","osmotin-like protein OSM34","GO:0006952; GO:0009816; GO:0009817; GO:0005576; GO:0099503",NA,15190566,7,"Spermatophyta","ARATH26600","MC"
"3708","AT4G11960","254848_at",0.000912,6.54e-05,-7.0768842,1.8153058,-2.1652125,"PGRL1B","PGR5-like protein 1B","GO:0009773; GO:0015979; GO:0005829; GO:0009507; GO:0009535; GO:0016730",NA,15190626,2,"Eukaryota","ARATH26660","UC"
"3709","AT4G11980","254863_at",0.0167,0.00349,-3.9546274,-2.4206413,-0.6087375,"NUDX14","nudix hydrolase 14","GO:0006753; GO:0019693; GO:0009507; GO:0009570; GO:0019144; GO:0080041; GO:0080042",NA,15190633,2,"Eukaryota","ARATH26667","UC"
"3710","AT4G12000","254850_at",0.0446,0.0124,-3.1356841,-3.7373518,-0.6637025,"AT4G12000","SNARE associated Golgi family protein","GO:0006979; GO:0005886",NA,15190635,9,"Mesangiospermae","ARATH26669","MC"
"3711","AT4G12030","254862_at",0.00101,7.65e-05,-6.9319046,1.6475457,-2.0855475,"BAT5","probable sodium/metabolite cotransporter BASS5","GO:0009611; GO:0009753; GO:0019761; GO:0005739; GO:0009507; GO:0009536; GO:0008028",NA,15190650,4,"Streptophyta","ARATH26684","MC"
"3712","AT4G12060","254859_at",0.0282,0.00686,-3.5107238,-3.1275084,-0.506125,"AT4G12060","Double Clp-N motif protein","GO:0019538; GO:0005829; GO:0009507; GO:0009532; GO:0009570; GO:0009941; GO:0005515; GO:0043424",NA,15190653,8,"Magnoliopsida","ARATH26687","MC"
"3713","AT4G12110","254860_at",0.0273,0.00657,3.5385674,-3.0826158,0.7445975,"SMO1-1","sterol-4alpha-methyl oxidase 1-1","GO:0009790; GO:0016126; GO:0080064; GO:0005783; GO:0005789; GO:0016020; GO:0000254; GO:0016491","00100; 01100",15190658,4,"Streptophyta","ARATH26692","MC"
"3714","AT4G12120","254857_at",0.00773,0.00127,4.6571623,-1.3498113,0.575575,"SEC1B","protein transport sec1b","GO:0006886; GO:0006904; GO:0016192; GO:0005634; GO:0005886; GO:0030141; GO:0019905",NA,15190659,2,"Eukaryota","ARATH26693","UC"
"3715","AT4G12250","254812_at",0.00369,0.000464,5.4079848,-0.2808977,0.5668925,"GAE5","UDP-D-glucuronate 4-epimerase 5","GO:0005768; GO:0005794; GO:0005797; GO:0005802; GO:0050378; GO:0050662","00500; 00520; 01100",15190669,2,"Eukaryota","ARATH26703","UC"
"3716","AT4G12390","254810_at",0.00128,0.000107,6.6289594,1.288605,0.9202325,"PME1","pectin methylesterase inhibitor 1","GO:0043086; GO:0005576; GO:0009506; GO:0004857",NA,15190685,7,"Spermatophyta","ARATH26719","MC"
"3717","AT4G12420","254815_at",0.000431,2.15e-05,8.1714324,3.0035243,2.1753875,"SKU5","multi-copper oxidase-like protein SKU5","GO:0006826; GO:0009932; GO:0055072; GO:0055114; GO:0005576; GO:0005618; GO:0005774; GO:0005829; GO:0005886; GO:0009505; GO:0009506; GO:0031225; GO:0046658; GO:0048046; GO:0004322; GO:0005507; GO:0016491",NA,15190689,6,"Tracheophyta","ARATH26723","MC"
"3718","AT4G12470","254818_at",0.00228,0.000241,-5.9328565,0.4187593,-2.31365,"AZI1","azelaic acid induced 1","GO:0009627; GO:0009631; GO:0009682; GO:0050832; GO:0070417; GO:0005576; GO:0005783; GO:0009506; GO:0009707; GO:0048046; GO:0005515; GO:0043621",NA,15190700,10,"Pentapetalae","ARATH26734","MC"
"3719","AT4G12600","254831_at",0.011,0.00202,4.327379,-1.8444,0.6203225,"AT4G12600","ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","GO:0042254; GO:0005634; GO:0005829; GO:1990904","03008; 03040",15190722,2,"Eukaryota","ARATH26756","UC"
"3720","AT4G12650","254827_at",0.0489,0.0139,3.0614145,-3.8589152,0.37155,"AT4G12650","endomembrane family protein 70","GO:0072657; GO:0005768; GO:0005773; GO:0005774; GO:0005794; GO:0005802; GO:0009506; GO:0016020",NA,15190730,2,"Eukaryota","ARATH26764","UC"
"3721","AT4G12730","254785_at",0.0302,0.00748,3.4543213,-3.2186384,0.71974,"FLA2","fasciclin-like arabinogalactan protein 2","GO:0010583; GO:0005576; GO:0005774; GO:0005829; GO:0005886; GO:0031225; GO:0046658",NA,15190741,9,"Mesangiospermae","ARATH26775","MC"
"3722","AT4G12800","254790_at",0.000181,5.73e-06,-9.6417301,4.4080328,-1.501175,"PSAL","photosystem I subunit L","GO:0005829; GO:0009507; GO:0009534; GO:0009535; GO:0009538; GO:0009579; GO:0009941; GO:0010287; GO:0005515","00195; 01100",15190758,1,"LUCA","ARATH26792","UC"
"3723","AT4G12830","254783_at",0.000128,3.3e-06,-10.3177144,4.9908349,-1.4306375,"AT4G12830","hydrolase, alpha/beta fold family protein","GO:0009507; GO:0016787",NA,15190762,2,"Eukaryota","ARATH26796","UC"
"3724","AT4G12970","254794_at",0.000572,3.36e-05,-7.7166469,2.5260054,-0.996095,"STOMAGEN","epidermal patterning factor-like protein 9","GO:0007267; GO:0010375; GO:2000038; GO:2000123; GO:0005576; GO:0005102; GO:0019901; GO:0033612",NA,15190784,13,"Brassicaceae","ARATH26818","MC"
"3725","AT4G13010","254804_at",0.00274,0.000311,-5.7256854,0.1472121,-1.6463525,"AT4G13010","putative quinone-oxidoreductase-like protein","GO:0005737; GO:0005773; GO:0005829; GO:0005886; GO:0009507; GO:0009535; GO:0009941; GO:0005515",NA,15190791,4,"Streptophyta","ARATH26825","MC"
"3726","AT4G13020","254747_at",0.0229,0.00524,-3.6858699,-2.8462566,-0.4339575,"MHK","serine/threonine-protein kinase MHK","GO:0010468; GO:0035556; GO:0005634; GO:0005737; GO:0004693",NA,15190793,2,"Eukaryota","ARATH26827","UC"
"3727","AT4G13190","254753_at",0.0479,0.0135,3.0785227,-3.8308997,0.4518425,"AT4G13190","protein kinase family protein","GO:0006468; GO:0016310; GO:0005739; GO:0005886; GO:0009507; GO:0004675",NA,15190833,13,"Brassicaceae","ARATH26867","MC"
"3728","AT4G13195","254761_at",0.0026,0.000289,5.7838642,0.2240715,1.12943,"CLE44","protein CLAVATA3/ESR-related 44","GO:0010067; GO:0010087; GO:0010089; GO:0090506; GO:0005576; GO:0005739; GO:0048046; GO:0033612",NA,15190834,10,"Pentapetalae","ARATH26868","MC"
"3729","AT4G13200","254760_at",0.0312,0.00779,-3.4285086,-3.2604255,-0.4154175,"AT4G13200","hypothetical protein","GO:0008150; GO:0005829; GO:0009507; GO:0009535; GO:0009579; GO:0010287; GO:0031969; GO:0031976; GO:0003674",NA,15190835,13,"Brassicaceae","ARATH26869","MC"
"3730","AT4G13210","254754_at",0.000131,3.43e-06,10.270222,4.9510574,1.870915,"AT4G13210","putative pectate lyase 14","GO:0045490; GO:0005576; GO:0016829; GO:0030570","00040",15190837,5,"Embryophyta","ARATH26871","MC"
"3731","AT4G13220","254755_at",0.0105,0.00189,-4.3746081,-1.7726623,-0.57205,"AT4G13220","hypothetical protein","GO:0008150; GO:0009507; GO:0003674",NA,15190838,10,"Pentapetalae","ARATH26872","MC"
"3732","AT4G13250","254764_at",0.00624,0.000954,-4.8632538,-1.0484056,-0.8062825,"NYC1","probable chlorophyll(ide) b reductase NYC1","GO:0010304; GO:0015996; GO:0009507; GO:0005515; GO:0034256","00860; 01100; 01110",15190843,6,"Tracheophyta","ARATH26877","MC"
"3733","AT4G13430","254742_at",0.00587,0.000873,-4.9289351,-0.9536133,-0.7457,"IIL1","3-isopropylmalate dehydratase","GO:0009098; GO:0019761; GO:0046686; GO:0009507; GO:0009536; GO:0009570; GO:0003861; GO:0050486","00290; 00660; 01100; 01110",15190880,2,"Eukaryota","ARATH26914","UC"
"3734","AT4G13480","254714_at",0.0162,0.00335,3.9816538,-2.3782861,0.5887275,"MYB79","myb domain protein 79","GO:0006355; GO:0005634; GO:0003700; GO:0043565",NA,15190886,14,"Arabidopsis","ARATH26920","MC"
"3735","AT4G13510","254723_at",0.0109,0.00199,-4.3377755,-1.828583,-0.8868175,"AMT1;1","ammonium transporter 1;1","GO:0009737; GO:0010311; GO:0015696; GO:0051258; GO:0072488; GO:0080167; GO:0080181; GO:0005634; GO:0005886; GO:0005887; GO:0009506; GO:0005515; GO:0008519; GO:0043621",NA,15190889,2,"Eukaryota","ARATH26923","UC"
"3736","AT4G13530","254722_at",0.029,0.00712,-3.4861602,-3.1671651,-0.747475,"AT4G13530","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15190891,10,"Pentapetalae","ARATH26925","MC"
"3737","AT4G13550","254715_at",0.00119,9.69e-05,-6.7174641,1.3946607,-1.0492,"AT4G13550","putative triglyceride lipase","GO:0009408; GO:0016042; GO:0005576; GO:0009507; GO:0016298",NA,15190895,4,"Streptophyta","ARATH26929","MC"
"3738","AT4G13560","254716_at",0.0177,0.00375,-3.9057727,-2.4974203,-0.7820975,"UNE15","protein unfertilized embryo sac 15","GO:0009567; GO:0005829; GO:0003674",NA,15190897,8,"Magnoliopsida","ARATH26931","MC"
"3739","AT4G13580","254718_at",0.00051,2.8e-05,-7.900962,2.7221993,-0.957255,"AT4G13580","disease resistance-responsive, dirigent domain-containing protein","GO:0009507",NA,15190903,8,"Magnoliopsida","ARATH26937","MC"
"3740","AT4G13650","254725_at",0.0211,0.00472,3.7540603,-2.7375409,0.3601925,"AT4G13650","pentatricopeptide repeat-containing protein","GO:0009451; GO:0005739; GO:0043231; GO:0008270",NA,15190913,7,"Spermatophyta","ARATH26947","MC"
"3741","AT4G13660","254726_at",0.00246,0.000268,5.8470875,0.3070607,2.7309075,"PRR2","pinoresinol reductase 2","GO:0009807; GO:0005737; GO:0009506; GO:0010283","00640",15190914,2,"Eukaryota","ARATH26948","UC"
"3742","AT4G13670","254727_at",0.000193,6.33e-06,-9.5247285,4.3033965,-1.077405,"PTAC5","protein plastid transcriptionally active 5","GO:0006355; GO:0009408; GO:0009416; GO:0009658; GO:0042793; GO:0000427; GO:0005829; GO:0009507; GO:0009508; GO:0009534; GO:0009535; GO:0009941; GO:0042644; GO:0003756; GO:0005515",NA,15190915,5,"Embryophyta","ARATH26949","MC"
"3743","AT4G13720","254686_at",0.0428,0.0117,3.1686157,-3.6835051,0.3528925,"AT4G13720","Inosine triphosphate pyrophosphatase","GO:0009143; GO:0005737; GO:0035529; GO:0047429","00230; 00240; 01100",15190925,1,"LUCA","ARATH26959","UC"
"3744","AT4G13770","254687_at",1.47e-05,6.85e-08,-16.3795493,8.9751119,-5.41669,"CYP83A1","cytochrome P450 83A1","GO:0009411; GO:0009625; GO:0019761; GO:0005829; GO:0016020; GO:0005506; GO:0016709; GO:0020037","00966; 01110",15190931,2,"Eukaryota","ARATH26965","UC"
"3745","AT4G13940","245356_at",0.00345,0.000424,5.4795297,-0.1832429,0.73985,"MEE58","adenosylhomocysteinase 1","GO:0006346; GO:0009793; GO:0016441; GO:0033353; GO:0005737; GO:0005773; GO:0005774; GO:0005829; GO:0005886; GO:0009506; GO:0004013; GO:0005507; GO:0005515","00270; 01100",15190960,1,"LUCA","ARATH26994","UC"
"3746","AT4G14000","245316_at",0.0366,0.00957,-3.2969881,-3.4740495,-0.312095,"AT4G14000","putative methyltransferase family protein","GO:0032259; GO:0009507; GO:0008168",NA,15190975,2,"Eukaryota","ARATH27009","UC"
"3747","AT4G14020","245385_at",0.0362,0.00943,-3.3067048,-3.45823,-1.4058775,"AT4G14020","Rapid alkalinization factor (RALF) family protein","GO:0019722; GO:0005634; GO:0009506",NA,15190977,13,"Brassicaceae","ARATH27011","MC"
"3748","AT4G14060","245267_at",0.00228,0.000241,5.9317596,0.4173371,0.65815,"AT4G14060","major latex protein-like protein","GO:0006952; GO:0005634; GO:0005829; GO:0003674",NA,15190982,13,"Brassicaceae","ARATH27016","MC"
"3749","AT4G14070","245621_at",2e-04,6.67e-06,-9.4637259,4.2483824,-1.1829,"AAE15","long-chain-fatty-acid--[acyl-carrier-protein] ligase AEE15","GO:0030497; GO:0009507; GO:0009536; GO:0009941; GO:0008922","00071; 01100; 04146",15190983,2,"Eukaryota","ARATH27017","UC"
"3750","AT4G14190","245597_at",0.016,0.0033,-3.9917997,-2.3624079,-0.38654,"AT4G14190","pentatricopeptide repeat-containing protein","GO:0008150; GO:0009507; GO:0003674",NA,15191009,8,"Magnoliopsida","ARATH27043","MC"
"3751","AT4G14200","245598_at",0.00507,0.000716,5.076881,-0.7423521,0.5510125,"AT4G14200","hypothetical protein","GO:0008150; GO:0005634",NA,15191010,13,"Brassicaceae","ARATH27044","MC"
"3752","AT4G14210","245284_at",4.95e-05,6.54e-07,-12.5462462,6.6833834,-1.035505,"PDS3","phytoene desaturase 3","GO:0016117; GO:0016120; GO:0055114; GO:0005829; GO:0009507; GO:0009534; GO:0009941; GO:0016166; GO:0016491","00906; 01100; 01110",15191011,2,"Eukaryota","ARATH27045","UC"
"3753","AT4G14230","245600_at",0.00259,0.000287,-5.7892448,0.231156,-0.560845,"AT4G14230","CBS domain-containing protein with a domain of unknown function (DUF21)","GO:0030026; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0043231",NA,15191015,2,"Eukaryota","ARATH27049","UC"
"3754","AT4G14240","245601_at",0.00482,0.000671,-5.125712,-0.6733108,-0.4740975,"AT4G14240","CBS and DUF21 domain-containing protein","GO:0030026; GO:0005737; GO:0005886; GO:0043231",NA,15191016,2,"Eukaryota","ARATH27050","UC"
"3755","AT4G14320","245311_at",0.00922,0.0016,4.4901948,-1.5983599,0.8361,"AT4G14320///AT3G23390","60S ribosomal protein L36a///60S ribosomal protein L36a","GO:0006412; GO:0005737; GO:0005829; GO:0022625",NA,15191039,2,"Eukaryota","ARATH27073","UC"
"3756","AT4G14330","245607_at",0.0292,0.00718,3.4811522,-3.1752561,0.52739,"AT4G14330","phragmoplast-associated kinesin-related protein 2","GO:0007018; GO:0031535; GO:0047496; GO:0005622; GO:0005623; GO:0005737; GO:0005871; GO:0005874; GO:0009507; GO:0009524; GO:0003777; GO:0008017; GO:0016887",NA,15191040,8,"Magnoliopsida","ARATH27074","MC"
"3757","AT4G14350","245608_at",0.00739,0.00118,4.7053551,-1.2787934,0.7510575,"AT4G14350","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein","GO:0006468; GO:0018105; GO:0035556; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0009524; GO:0004674; GO:0016301",NA,15191046,2,"Eukaryota","ARATH27080","UC"
"3758","AT4G14360","245274_at",0.0206,0.00456,3.7760553,-2.7025755,0.407595,"AT4G14360","putative methyltransferase PMT3","GO:0000138; GO:0005737; GO:0005768; GO:0005794; GO:0005802; GO:0009506",NA,15191047,5,"Embryophyta","ARATH27081","MC"
"3759","AT4G14420","245340_at",0.00627,0.00096,4.8585423,-1.055229,0.532815,"AT4G14420","HR-like lesion-inducing protein-like protein","GO:0005783; GO:0005794",NA,15191069,4,"Streptophyta","ARATH27103","MC"
"3760","AT4G14465","245328_at",4.89e-05,6.37e-07,12.5856356,6.710537,2.0595925,"AHL20","AT-hook motif nuclear-localized protein 20","GO:0042742; GO:0045824; GO:1900425; GO:0005634; GO:0003680; GO:0003700",NA,15191074,10,"Pentapetalae","ARATH27108","MC"
"3761","AT4G14480","245616_at",0.033,0.00839,-3.3814133,-3.33679,-0.4406025,"AT4G14480","serine/threonine-protein kinase BLUS1","GO:0007346; GO:0023014; GO:0031098; GO:0032147; GO:1902456; GO:0005634; GO:0005737; GO:0005829; GO:0004674",NA,15191075,8,"Magnoliopsida","ARATH27109","MC"
"3762","AT4G14560","245397_at",0.0237,0.00547,3.6573873,-2.8918023,1.2239625,"IAA1","auxin-responsive protein IAA1","GO:0006355; GO:0009733; GO:0005634; GO:0003700; GO:0005515; GO:0042802",NA,15191087,9,"Mesangiospermae","ARATH27121","MC"
"3763","AT4G14570","245594_at",0.00195,0.000195,-6.1113831,0.6480211,-0.7498525,"AT4G14570","acylamino acid-releasing enzyme","GO:0006508; GO:0005634; GO:0005737; GO:0005773; GO:0005829; GO:0009507; GO:0004252; GO:0070009",NA,15191088,2,"Eukaryota","ARATH27122","UC"
"3764","AT4G14580","245563_at",0.000987,7.32e-05,-6.9725389,1.6948232,-0.828175,"CIPK4","CBL-interacting protein kinase","GO:0006468; GO:0035556; GO:0005634; GO:0005737; GO:0004674",NA,15191089,10,"Pentapetalae","ARATH27123","MC"
"3765","AT4G14630","245567_at",0.000486,2.6e-05,7.97697,2.8020381,1.5227175,"GLP9","germin-like protein 9","GO:0006950; GO:0000325; GO:0005576; GO:0005618; GO:0005886; GO:0030145; GO:0045735",NA,15191095,10,"Pentapetalae","ARATH27129","MC"
"3766","AT4G14660","245569_at",0.00839,0.00141,4.5786351,-1.466226,0.41658,"NRPE7","DNA-directed RNA polymerase V subunit NRPE7","GO:0006351; GO:0000419; GO:0005634; GO:0003697; GO:0003727",NA,15191100,6,"Tracheophyta","ARATH27134","MC"
"3767","AT4G14680","245254_at",0.000664,4.16e-05,-7.5078471,2.2992179,-1.1271125,"APS3","ATP sulfurylase","GO:0000103; GO:0009970; GO:0070206; GO:0070814; GO:0009507; GO:0004781","00230; 00450; 00920; 01100",15191103,2,"Eukaryota","ARATH27137","UC"
"3768","AT4G14720","245572_at",0.0224,0.00508,3.7061146,-2.8139319,0.36103,"PPD2","protein PEAPOD2","GO:0009611; GO:0031347; GO:0048366; GO:1901371; GO:2000022; GO:0005634; GO:0005515",NA,15191121,9,"Mesangiospermae","ARATH27155","MC"
"3769","AT4G14770","245576_at",0.016,0.00328,3.9970039,-2.3542681,0.5627375,"TCX2","TESMIN/TSO1-like CXC 2","GO:0000080; GO:0000084; GO:0000085; GO:0006355; GO:0010375; GO:0010440; GO:0005634; GO:0003700; GO:0005515",NA,15191134,10,"Pentapetalae","ARATH27168","MC"
