"transcript" "Ej_gall_rep1_TranscriptAbundance" "Ej_gall_rep2_TranscriptAbundance" "Ej_gall_rep3_TranscriptAbundance" "Ej_leaf_rep1_TranscriptAbundance" "Ej_leaf_rep2_TranscriptAbundance" "Ej_leaf_rep3_TranscriptAbundance" "hog" "id" "phylostrata" "gene" "mean"
"294" "TRINITY_DN18418_c0_g1_i1" 2.296 0 0.546 1.938 0 0 "HOG:A0169427" 169427 "asterids" "TRINITY_DN18418_c0_g1" 0.796666666666667
"295" "TRINITY_DN18418_c0_g1_i14" 2.595 3.591 2.918 3.063 2.446 1.814 "HOG:A0219732" 219732 "Magnoliopsida" "TRINITY_DN18418_c0_g1" 2.73783333333333
"296" "TRINITY_DN18418_c0_g1_i5" 2.656 2.317 3.318 3.505 2.196 2.175 "HOG:A0198409" 198409 "rosids" "TRINITY_DN18418_c0_g1" 2.6945
"297" "TRINITY_DN18469_c0_g1_i1" 0.244 0.627 0.147 0 0.104 0.055 "HOG:A0232148" 232148 "Tracheophyta" "TRINITY_DN18469_c0_g1" 0.196166666666667
"298" "TRINITY_DN18469_c0_g1_i3" 6.436 6.16 3.305 2.828 2.443 1.816 "HOG:A0789266" 789266 "LUCA" "TRINITY_DN18469_c0_g1" 3.83133333333333
"299" "TRINITY_DN18563_c0_g1_i1" 0.173 0.351 0.725 0.25 0.199 0.527 "HOG:A0174991" 174991 "fabids" "TRINITY_DN18563_c0_g1" 0.370833333333333
"300" "TRINITY_DN18563_c0_g1_i2" 0.527 0.856 0.585 0.489 0.528 0.524 "HOG:A0167544" 167544 "asterids" "TRINITY_DN18563_c0_g1" 0.584833333333333
"301" "TRINITY_DN18602_c0_g1_i1" 4.286 26.411 16.041 6.609 16.095 4.091 "HOG:A0174086" 174086 "fabids" "TRINITY_DN18602_c0_g1" 12.2555
"302" "TRINITY_DN18602_c0_g1_i3" 1.033 2.484 3.322 0.848 1.769 4.015 "HOG:A0168372" 168372 "asterids" "TRINITY_DN18602_c0_g1" 2.24516666666667
"303" "TRINITY_DN18695_c0_g1_i1" 0.4 0.21 0 0.386 0.447 0 "HOG:A0203211" 203211 "Pentapetalae" "TRINITY_DN18695_c0_g1" 0.2405
"304" "TRINITY_DN18695_c0_g1_i10" 0.116 0.21 0 0.163 0.159 0.174 "HOG:A0197310" 197310 "malvids" "TRINITY_DN18695_c0_g1" 0.137
"305" "TRINITY_DN18721_c0_g1_i1" 0.716 0.941 0.792 1.448 0.257 0.833 "HOG:A0168612" 168612 "asterids" "TRINITY_DN18721_c0_g1" 0.831166666666667
"306" "TRINITY_DN18721_c0_g1_i4" 0.684 0.581 0.338 0.545 0.777 0.54 "HOG:A0205035" 205035 "Pentapetalae" "TRINITY_DN18721_c0_g1" 0.5775
"307" "TRINITY_DN18772_c0_g1_i1" 6.769 2.481 23.327 8.265 7.934 48.325 "HOG:A0199392" 199392 "rosids" "TRINITY_DN18772_c0_g1" 16.1835
"308" "TRINITY_DN18772_c0_g1_i2" 0.287 0.371 1.549 0.362 1.133 2.141 "HOG:A0167691" 167691 "asterids" "TRINITY_DN18772_c0_g1" 0.973833333333333
"309" "TRINITY_DN18885_c1_g1_i3" 1.909 3.318 2.29 1.2 1.184 1.896 "HOG:A0167830" 167830 "asterids" "TRINITY_DN18885_c1_g1" 1.96616666666667
"310" "TRINITY_DN18933_c0_g1_i1" 2.854 3.507 1.387 2.578 2.659 2.617 "HOG:A0574683" 574683 "Eukaryota" "TRINITY_DN18933_c0_g1" 2.60033333333333
"311" "TRINITY_DN18933_c0_g1_i2" 0.019 0 0.778 0.08 0 0 "HOG:A0220660" 220660 "Magnoliopsida" "TRINITY_DN18933_c0_g1" 0.146166666666667
"312" "TRINITY_DN18945_c0_g1_i2" 0.794 1.089 0 0 0 0 "HOG:A0169992" 169992 "asterids" "TRINITY_DN18945_c0_g1" 0.313833333333333
"313" "TRINITY_DN19013_c0_g1_i1" 0.376 0.524 0.373 0.575 0.484 0.602 "HOG:A0757329" 757329 "Bacteria" "TRINITY_DN19013_c0_g1" 0.489
"314" "TRINITY_DN19013_c0_g1_i1" 0.376 0.524 0.373 0.575 0.484 0.602 "HOG:A0223727" 223727 "Spermatophyta" "TRINITY_DN19013_c0_g1" 0.489
"315" "TRINITY_DN19042_c0_g1_i1" 0.649 0.023 6.338 0.839 0.071 0.421 "HOG:A0542872" 542872 "Eumetazoa" "TRINITY_DN19042_c0_g1" 1.39016666666667
"316" "TRINITY_DN19042_c0_g1_i3" 0.804 0.847 10.09 1.382 0.571 0 "HOG:A0562679" 562679 "Eukaryota" "TRINITY_DN19042_c0_g1" 2.28233333333333
"317" "TRINITY_DN19053_c0_g1_i3" 0 0.063 0 0.253 0.063 0 "HOG:A0555293" 555293 "Opisthokonta" "TRINITY_DN19053_c0_g1" 0.0631666666666667
"318" "TRINITY_DN19053_c0_g1_i5" 1.32 1.231 0.201 5.498 1.025 1.037 "HOG:A0563792" 563792 "Eukaryota" "TRINITY_DN19053_c0_g1" 1.71866666666667
"319" "TRINITY_DN1907_c0_g1_i1" 9.002 17.942 0 12.194 15.74 13.754 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN1907_c0_g1" 11.4386666666667
"320" "TRINITY_DN1907_c0_g1_i3" 16.08 19.047 4.72 10.653 18.14 24.976 "HOG:A0212575" 212575 "Mesangiospermae" "TRINITY_DN1907_c0_g1" 15.6026666666667
"321" "TRINITY_DN19097_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0206636" 206636 "Pentapetalae" "TRINITY_DN19097_c0_g1" 0
"322" "TRINITY_DN1921_c0_g1_i1" 1.718 1.283 1.777 2.155 1.793 1.964 "HOG:A0219894" 219894 "Magnoliopsida" "TRINITY_DN1921_c0_g1" 1.78166666666667
"323" "TRINITY_DN1922_c0_g1_i16" 2.669 3.054 2.388 2.494 2.841 1.572 "HOG:A0566849" 566849 "Eukaryota" "TRINITY_DN1922_c0_g1" 2.503
"324" "TRINITY_DN19253_c0_g1_i2" 1.032 0.443 0 0.254 0.059 0.142 "HOG:A0198572" 198572 "rosids" "TRINITY_DN19253_c0_g1" 0.321666666666667
"325" "TRINITY_DN19253_c0_g1_i7" 0 0 0.439 0.182 0 0.237 "HOG:A0168077" 168077 "asterids" "TRINITY_DN19253_c0_g1" 0.143
"326" "TRINITY_DN19331_c0_g1_i1" 0.786 0.663 0.307 0 0 0.179 "HOG:A0207304" 207304 "Pentapetalae" "TRINITY_DN19331_c0_g1" 0.3225
"327" "TRINITY_DN19331_c0_g1_i3" 0 0 0 0.009 0 0 "HOG:A0223883" 223883 "Spermatophyta" "TRINITY_DN19331_c0_g1" 0.0015
"328" "TRINITY_DN19348_c0_g1_i10" 0 0 0 0 2.391 0 "HOG:A0202699" 202699 "Pentapetalae" "TRINITY_DN19348_c0_g1" 0.3985
"329" "TRINITY_DN19374_c0_g1_i11" 1.491 0.516 1.868 0.933 0.368 1.081 "HOG:A0238629" 238629 "Viridiplantae" "TRINITY_DN19374_c0_g1" 1.04283333333333
"330" "TRINITY_DN19374_c0_g1_i13" 0 0.054 0 0.028 0.197 0.501 "HOG:A0199331" 199331 "rosids" "TRINITY_DN19374_c0_g1" 0.13
"331" "TRINITY_DN19414_c0_g1_i3" 2.226 0.474 1.714 1.418 0.525 1.516 "HOG:A0168330" 168330 "asterids" "TRINITY_DN19414_c0_g1" 1.31216666666667
"332" "TRINITY_DN19414_c0_g1_i6" 0 0 0 0 0.871 0 "HOG:A0174157" 174157 "fabids" "TRINITY_DN19414_c0_g1" 0.145166666666667
"333" "TRINITY_DN19467_c0_g1_i1" 0.777 0 1.081 0.501 0.087 0.842 "HOG:A0574927" 574927 "Eukaryota" "TRINITY_DN19467_c0_g1" 0.548
"334" "TRINITY_DN19467_c0_g1_i2" 0 1.966 1.219 0 0.702 1.24 "HOG:A0204321" 204321 "Pentapetalae" "TRINITY_DN19467_c0_g1" 0.8545
"335" "TRINITY_DN19472_c1_g1_i10" 15.177 18.89 14.609 13.954 13.476 15.64 "HOG:A0562562" 562562 "Eukaryota" "TRINITY_DN19472_c1_g1" 15.291
"336" "TRINITY_DN19472_c1_g1_i4" 0 4.103 0 0 1.415 0 "HOG:A0432105" 432105 "Drosophila" "TRINITY_DN19472_c1_g1" 0.919666666666667
"337" "TRINITY_DN1961_c0_g1_i5" 37.528 32.924 32.631 40.668 76.225 73.031 "HOG:A0221205" 221205 "Magnoliopsida" "TRINITY_DN1961_c0_g1" 48.8345
"338" "TRINITY_DN19620_c0_g1_i1" 1.316 0.656 1.097 1.612 0.81 0.847 "HOG:A0203508" 203508 "Pentapetalae" "TRINITY_DN19620_c0_g1" 1.05633333333333
"339" "TRINITY_DN19620_c0_g1_i2" 1.424 1.415 1.303 0.83 1.043 1.231 "HOG:A0169052" 169052 "asterids" "TRINITY_DN19620_c0_g1" 1.20766666666667
"340" "TRINITY_DN19641_c1_g1_i10" 5.263 2.964 2.936 4.419 6.858 4.748 "HOG:A0206206" 206206 "Pentapetalae" "TRINITY_DN19641_c1_g1" 4.53133333333333
"341" "TRINITY_DN19641_c1_g1_i20" 1.003 0 0 0 0 0 "HOG:A0235972" 235972 "Embryophyta" "TRINITY_DN19641_c1_g1" 0.167166666666667
"342" "TRINITY_DN19662_c0_g2_i1" 1.982 1.883 1.729 1.691 0.506 0.998 "HOG:A0234405" 234405 "Embryophyta" "TRINITY_DN19662_c0_g2" 1.46483333333333
"343" "TRINITY_DN19662_c0_g2_i1" 1.982 1.883 1.729 1.691 0.506 0.998 "HOG:A0758266" 758266 "Bacteria" "TRINITY_DN19662_c0_g2" 1.46483333333333
"344" "TRINITY_DN19918_c0_g1_i1" 0 0.369 0.77 0 0.562 1.797 "HOG:A0204852" 204852 "Pentapetalae" "TRINITY_DN19918_c0_g1" 0.583
"345" "TRINITY_DN19918_c0_g1_i1" 0 0.369 0.77 0 0.562 1.797 "HOG:A0179202" 179202 "Malvaceae" "TRINITY_DN19918_c0_g1" 0.583
"346" "TRINITY_DN19934_c0_g1_i3" 0 0.414 1.062 0.44 0.556 0 "HOG:A0204592" 204592 "Pentapetalae" "TRINITY_DN19934_c0_g1" 0.412
"347" "TRINITY_DN19934_c0_g1_i4" 0.749 0.251 1.013 0.563 0.223 1.166 "HOG:A0174500" 174500 "fabids" "TRINITY_DN19934_c0_g1" 0.660833333333333
"348" "TRINITY_DN1996_c0_g1_i6" 0.761 0 0 1.95 2.045 0 "HOG:A0198009" 198009 "rosids" "TRINITY_DN1996_c0_g1" 0.792666666666667
"349" "TRINITY_DN20_c1_g1_i1" 7.686 5.232 4.972 1.441 1.034 0.775 "HOG:A0206589" 206589 "Pentapetalae" "TRINITY_DN20_c1_g1" 3.52333333333333
"350" "TRINITY_DN2015_c0_g1_i2" 15.151 16.573 7.221 17.922 10.939 18.132 "HOG:A0198086" 198086 "rosids" "TRINITY_DN2015_c0_g1" 14.323
"351" "TRINITY_DN2015_c0_g1_i3" 15.101 11.329 22.012 15.092 11.6 19.768 "HOG:A0167609" 167609 "asterids" "TRINITY_DN2015_c0_g1" 15.817
"352" "TRINITY_DN20160_c0_g1_i1" 1.976 0.702 1.285 0.542 0.633 0.859 "HOG:A0167980" 167980 "asterids" "TRINITY_DN20160_c0_g1" 0.9995
"353" "TRINITY_DN20160_c0_g1_i4" 0 0.954 0.764 0.402 0 0.166 "HOG:A0235752" 235752 "Embryophyta" "TRINITY_DN20160_c0_g1" 0.381
"354" "TRINITY_DN20474_c1_g1_i1" 0.481 1.734 0.619 0.289 0.776 1.263 "HOG:A0202456" 202456 "Pentapetalae" "TRINITY_DN20474_c1_g1" 0.860333333333333
"355" "TRINITY_DN20474_c1_g1_i3" 0 0.922 0.094 0.037 0.684 0.265 "HOG:A0199311" 199311 "rosids" "TRINITY_DN20474_c1_g1" 0.333666666666667
"356" "TRINITY_DN20680_c0_g1_i1" 3.072 0.567 2.02 2.277 0.886 5.677 "HOG:A0209699" 209699 "Pentapetalae" "TRINITY_DN20680_c0_g1" 2.4165
"357" "TRINITY_DN20680_c0_g1_i2" 1.842 1.848 3.188 3.394 3.253 2.823 "HOG:A0223307" 223307 "Spermatophyta" "TRINITY_DN20680_c0_g1" 2.72466666666667
"358" "TRINITY_DN207_c0_g1_i1" 13.557 9.434 10.546 8.318 7.979 6.424 "HOG:A0229039" 229039 "Spermatophyta" "TRINITY_DN207_c0_g1" 9.37633333333333
"359" "TRINITY_DN207_c0_g1_i12" 9.853 6.77 7.673 6.213 7.127 8.183 "HOG:A0202514" 202514 "Pentapetalae" "TRINITY_DN207_c0_g1" 7.6365
"360" "TRINITY_DN20799_c0_g1_i15" 0.538 0.148 0 0.358 0 0.136 "HOG:A0198625" 198625 "rosids" "TRINITY_DN20799_c0_g1" 0.196666666666667
"361" "TRINITY_DN20799_c0_g1_i25" 0.793 0.486 0 0.875 0 0.357 "HOG:A0206873" 206873 "Pentapetalae" "TRINITY_DN20799_c0_g1" 0.4185
"362" "TRINITY_DN20926_c0_g1_i1" 0 0.465 0 2.663 0.262 1.25 "HOG:A0563444" 563444 "Eukaryota" "TRINITY_DN20926_c0_g1" 0.773333333333333
"363" "TRINITY_DN20926_c0_g1_i2" 1.656 1.309 1.203 2.454 1.787 1.094 "HOG:A0223553" 223553 "Spermatophyta" "TRINITY_DN20926_c0_g1" 1.58383333333333
"364" "TRINITY_DN21307_c0_g1_i2" 1.623 0 7.292 4.954 0 14.851 "HOG:A0167613" 167613 "asterids" "TRINITY_DN21307_c0_g1" 4.78666666666667
"365" "TRINITY_DN21352_c0_g1_i1" 1.982 0.787 0 1.169 0.483 1.009 "HOG:A0556296" 556296 "Opisthokonta" "TRINITY_DN21352_c0_g1" 0.905
"366" "TRINITY_DN21352_c0_g1_i2" 3.415 3.434 1.392 4.007 0.364 0.522 "HOG:A0202872" 202872 "Pentapetalae" "TRINITY_DN21352_c0_g1" 2.189
"367" "TRINITY_DN21406_c0_g1_i1" 0.06 0.685 0.399 0.331 2.369 1.127 "HOG:A0232419" 232419 "Tracheophyta" "TRINITY_DN21406_c0_g1" 0.8285
"368" "TRINITY_DN21406_c0_g1_i3" 0.993 0.609 0.414 0.915 0.423 0.443 "HOG:A0788581" 788581 "LUCA" "TRINITY_DN21406_c0_g1" 0.632833333333333
"369" "TRINITY_DN21421_c0_g1_i7" 0.968 0.684 0.951 2.292 1.1 0.768 "HOG:A0237310" 237310 "Streptophyta" "TRINITY_DN21421_c0_g1" 1.12716666666667
"370" "TRINITY_DN2152_c1_g1_i11" 1.603 0.429 6.974 2.73 0 7.416 "HOG:A0563419" 563419 "Eukaryota" "TRINITY_DN2152_c1_g1" 3.192
"371" "TRINITY_DN2152_c1_g1_i12" 0.239 0 0 0 0 0 "HOG:A0202723" 202723 "Pentapetalae" "TRINITY_DN2152_c1_g1" 0.0398333333333333
"372" "TRINITY_DN2152_c1_g1_i32" 0 0 0 0 0 0 "HOG:A0526454" 526454 "Chordata" "TRINITY_DN2152_c1_g1" 0
"373" "TRINITY_DN2171_c0_g1_i2" 7.697 2.751 2.787 4.049 2.331 1.005 "HOG:A0234382" 234382 "Embryophyta" "TRINITY_DN2171_c0_g1" 3.43666666666667
"374" "TRINITY_DN2171_c0_g1_i8" 0 2.443 2.006 0 1.38 1.663 "HOG:A0563982" 563982 "Eukaryota" "TRINITY_DN2171_c0_g1" 1.24866666666667
"375" "TRINITY_DN21728_c0_g1_i1" 7.332 10.283 7.235 9.781 9.347 11.62 "HOG:A0564596" 564596 "Eukaryota" "TRINITY_DN21728_c0_g1" 9.26633333333333
"376" "TRINITY_DN21731_c0_g1_i2" 0.023 0.089 0.11 0 0.326 0 "HOG:A0562812" 562812 "Eukaryota" "TRINITY_DN21731_c0_g1" 0.0913333333333333
"377" "TRINITY_DN21731_c0_g1_i4" 0 0.75 1.289 0 1.438 0.973 "HOG:A0155717" 155717 "Poaceae" "TRINITY_DN21731_c0_g1" 0.741666666666667
"378" "TRINITY_DN2180_c1_g1_i1" 0.443 0.232 0 1.107 0.389 1.313 "HOG:A0198403" 198403 "rosids" "TRINITY_DN2180_c1_g1" 0.580666666666667
"379" "TRINITY_DN2180_c1_g1_i2" 1.717 2.544 4.205 1.699 7.388 6.445 "HOG:A0167542" 167542 "asterids" "TRINITY_DN2180_c1_g1" 3.99966666666667
"380" "TRINITY_DN21888_c0_g1_i2" 0.561 0.696 0.63 0.458 0.24 0.567 "HOG:A0167905" 167905 "asterids" "TRINITY_DN21888_c0_g1" 0.525333333333333
"381" "TRINITY_DN21888_c0_g1_i3" 0.116 0.094 0.051 0.396 0 1.207 "HOG:A0204922" 204922 "Pentapetalae" "TRINITY_DN21888_c0_g1" 0.310666666666667
"382" "TRINITY_DN21975_c0_g1_i7" 0.664 0.305 0.177 0.951 0.176 0 "HOG:A0782743" 782743 "LUCA" "TRINITY_DN21975_c0_g1" 0.378833333333333
"383" "TRINITY_DN2216_c0_g1_i2" 0 0 0 0 0 0 "HOG:A0563108" 563108 "Eukaryota" "TRINITY_DN2216_c0_g1" 0
"384" "TRINITY_DN22640_c0_g1_i1" 0.729 1.46 0 0.879 4.814 0.024 "HOG:A0215478" 215478 "Mesangiospermae" "TRINITY_DN22640_c0_g1" 1.31766666666667
"385" "TRINITY_DN22640_c0_g1_i1" 0.729 1.46 0 0.879 4.814 0.024 "HOG:A0203015" 203015 "Pentapetalae" "TRINITY_DN22640_c0_g1" 1.31766666666667
"386" "TRINITY_DN22688_c0_g1_i1" 1.921 0 7.076 0.928 0 4.982 "HOG:A0634899" 634899 "Streptomyces" "TRINITY_DN22688_c0_g1" 2.4845
"387" "TRINITY_DN22688_c0_g1_i2" 0.242 1.357 0.931 0.203 0.301 0.315 "HOG:A0562214" 562214 "Eukaryota" "TRINITY_DN22688_c0_g1" 0.558166666666667
"388" "TRINITY_DN22783_c0_g1_i10" 0 1.003 0 0 1.244 0 "HOG:A0572861" 572861 "Eukaryota" "TRINITY_DN22783_c0_g1" 0.3745
"389" "TRINITY_DN22783_c0_g1_i2" 0.277 0 0 0 0.136 0 "HOG:A0219999" 219999 "Magnoliopsida" "TRINITY_DN22783_c0_g1" 0.0688333333333333
"390" "TRINITY_DN2281_c0_g1_i1" 16.53 18.134 9.79 14.927 17.529 10.038 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN2281_c0_g1" 14.4913333333333
"391" "TRINITY_DN2281_c0_g1_i5" 2.807 1.98 0 3.965 4.06 0 "HOG:A0202933" 202933 "Pentapetalae" "TRINITY_DN2281_c0_g1" 2.13533333333333
"392" "TRINITY_DN22818_c0_g1_i1" 1 0.794 0.874 0.936 0.471 0.93 "HOG:A0206049" 206049 "Pentapetalae" "TRINITY_DN22818_c0_g1" 0.834166666666667
"393" "TRINITY_DN22818_c0_g1_i10" 0 0.882 0 0 1.029 0 "HOG:A0220522" 220522 "Magnoliopsida" "TRINITY_DN22818_c0_g1" 0.3185
"394" "TRINITY_DN22871_c0_g1_i5" 0 0.333 0.438 0 1.04 0.861 "HOG:A0204891" 204891 "Pentapetalae" "TRINITY_DN22871_c0_g1" 0.445333333333333
"395" "TRINITY_DN22871_c0_g1_i5" 0 0.333 0.438 0 1.04 0.861 "HOG:A0175046" 175046 "fabids" "TRINITY_DN22871_c0_g1" 0.445333333333333
"396" "TRINITY_DN22972_c0_g1_i7" 0.882 1.649 1.476 1.602 1.526 1.552 "HOG:A0563053" 563053 "Eukaryota" "TRINITY_DN22972_c0_g1" 1.44783333333333
"397" "TRINITY_DN22979_c0_g1_i1" 19.864 27.683 21.821 20.944 27.547 29.674 "HOG:A0220496" 220496 "Magnoliopsida" "TRINITY_DN22979_c0_g1" 24.5888333333333
"398" "TRINITY_DN22979_c0_g1_i12" 0.416 0.448 0.55 0.754 0.817 0.478 "HOG:A0160066" 160066 "Liliopsida" "TRINITY_DN22979_c0_g1" 0.577166666666667
"399" "TRINITY_DN22979_c0_g1_i2" 0.228 0.137 0.057 0.241 0.674 0.453 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN22979_c0_g1" 0.298333333333333
"400" "TRINITY_DN2298_c0_g1_i10" 2.913 6.477 4.184 2.109 0.711 1.926 "HOG:A0215647" 215647 "Mesangiospermae" "TRINITY_DN2298_c0_g1" 3.05333333333333
"401" "TRINITY_DN2298_c0_g1_i13" 0 0 0.724 0 1.08 0.301 "HOG:A0167173" 167173 "lamiids" "TRINITY_DN2298_c0_g1" 0.350833333333333
"402" "TRINITY_DN2299_c0_g1_i2" 0 0 0 0.517 0 0 "HOG:A0237128" 237128 "Streptophyta" "TRINITY_DN2299_c0_g1" 0.0861666666666667
"403" "TRINITY_DN23021_c1_g1_i6" 0.407 0 0.189 0.737 0.24 1.485 "HOG:A0518030" 518030 "Euteleostomi" "TRINITY_DN23021_c1_g1" 0.509666666666667
"404" "TRINITY_DN23058_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0645007" 645007 "Actinobacteria" "TRINITY_DN23058_c0_g1" 0
"405" "TRINITY_DN23058_c0_g1_i6" 1.203 0.086 0.688 1.367 0.667 0.453 "HOG:A0563951" 563951 "Eukaryota" "TRINITY_DN23058_c0_g1" 0.744
"406" "TRINITY_DN23104_c0_g2_i1" 1.584 0.196 0.529 0.506 0 0.119 "HOG:A0167842" 167842 "asterids" "TRINITY_DN23104_c0_g2" 0.489
"407" "TRINITY_DN23104_c0_g2_i2" 1.055 0.437 1.184 0.212 0.26 0.034 "HOG:A0198397" 198397 "rosids" "TRINITY_DN23104_c0_g2" 0.530333333333333
"408" "TRINITY_DN2319_c0_g1_i7" 1.89 2.505 2.083 1.631 2.744 1.123 "HOG:A0743649" 743649 "Gammaproteobacteria" "TRINITY_DN2319_c0_g1" 1.996
"409" "TRINITY_DN2336_c0_g1_i1" 0 0.509 4.238 0.054 3.018 2.614 "HOG:A0197081" 197081 "malvids" "TRINITY_DN2336_c0_g1" 1.73883333333333
"410" "TRINITY_DN2336_c0_g1_i5" 0.719 0 0 0.337 0.547 0 "HOG:A0757561" 757561 "Bacteria" "TRINITY_DN2336_c0_g1" 0.267166666666667
"411" "TRINITY_DN2350_c0_g1_i11" 2.264 2.24 1.657 9.794 3.036 0.795 "HOG:A0198778" 198778 "rosids" "TRINITY_DN2350_c0_g1" 3.29766666666667
"412" "TRINITY_DN23562_c0_g1_i1" 0.352 0.895 0.159 0.118 0.463 0.257 "HOG:A0570542" 570542 "Eukaryota" "TRINITY_DN23562_c0_g1" 0.374
"413" "TRINITY_DN23562_c0_g1_i2" 0 1.297 0 0 1.025 0 "HOG:A0208604" 208604 "Pentapetalae" "TRINITY_DN23562_c0_g1" 0.387
"414" "TRINITY_DN2358_c1_g1_i1" 0.561 0.547 0.734 0.629 1.022 0.939 "HOG:A0202926" 202926 "Pentapetalae" "TRINITY_DN2358_c1_g1" 0.738666666666667
"415" "TRINITY_DN2358_c1_g1_i3" 2.604 3.405 1.745 1.911 1.546 1.34 "HOG:A0198147" 198147 "rosids" "TRINITY_DN2358_c1_g1" 2.09183333333333
"416" "TRINITY_DN2363_c0_g1_i2" 9.986 8.244 9.679 9.836 6.094 6.226 "HOG:A0582341" 582341 "Eukaryota" "TRINITY_DN2363_c0_g1" 8.34416666666667
"417" "TRINITY_DN2363_c0_g1_i3" 3.441 2.821 2.406 2.895 2.244 3.182 "HOG:A0237989" 237989 "Streptophyta" "TRINITY_DN2363_c0_g1" 2.8315
"418" "TRINITY_DN2386_c0_g1_i10" 0.918 0.262 0.284 2.223 2.883 1.292 "HOG:A0238327" 238327 "Streptophyta" "TRINITY_DN2386_c0_g1" 1.31033333333333
"419" "TRINITY_DN24002_c0_g1_i1" 0.454 0.192 0.552 0.341 0.246 0.814 "HOG:A0223278" 223278 "Spermatophyta" "TRINITY_DN24002_c0_g1" 0.433166666666667
"420" "TRINITY_DN24002_c0_g1_i7" 0.436 0.114 0 1.832 1.425 0.636 "HOG:A0220604" 220604 "Magnoliopsida" "TRINITY_DN24002_c0_g1" 0.7405
"421" "TRINITY_DN24064_c0_g1_i1" 0 0 2.421 0 1.292 2.265 "HOG:A0216916" 216916 "Mesangiospermae" "TRINITY_DN24064_c0_g1" 0.996333333333333
"422" "TRINITY_DN24064_c0_g1_i2" 3.049 2.112 2.439 2.792 2.786 2.718 "HOG:A0362928" 362928 "Pezizomycotina" "TRINITY_DN24064_c0_g1" 2.64933333333333
"423" "TRINITY_DN241_c0_g1_i1" 3.365 5.52 8.475 3.471 5.106 7.512 "HOG:A0562296" 562296 "Eukaryota" "TRINITY_DN241_c0_g1" 5.57483333333333
"424" "TRINITY_DN2430_c2_g1_i1" 0 0.608 0 1.093 0 0.861 "HOG:A0168172" 168172 "asterids" "TRINITY_DN2430_c2_g1" 0.427
"425" "TRINITY_DN2430_c2_g1_i2" 0.206 0.197 0.192 0.475 0.338 0.065 "HOG:A0198225" 198225 "rosids" "TRINITY_DN2430_c2_g1" 0.2455
"426" "TRINITY_DN24329_c0_g1_i1" 0 1.165 0.072 0.257 1.489 1.119 "HOG:A0166945" 166945 "lamiids" "TRINITY_DN24329_c0_g1" 0.683666666666667
"427" "TRINITY_DN24329_c0_g1_i2" 0.248 0.204 0.921 0.235 0.582 2.2 "HOG:A0167785" 167785 "asterids" "TRINITY_DN24329_c0_g1" 0.731666666666667
"428" "TRINITY_DN24359_c0_g1_i1" 0.547 0.55 0.569 0.681 0.716 0.496 "HOG:A0233623" 233623 "Embryophyta" "TRINITY_DN24359_c0_g1" 0.593166666666667
"429" "TRINITY_DN24359_c0_g1_i1" 0.547 0.55 0.569 0.681 0.716 0.496 "HOG:A0562806" 562806 "Eukaryota" "TRINITY_DN24359_c0_g1" 0.593166666666667
"430" "TRINITY_DN24372_c0_g1_i1" 0.434 0.391 0.607 0.357 1.574 0.869 "HOG:A0786157" 786157 "LUCA" "TRINITY_DN24372_c0_g1" 0.705333333333333
"431" "TRINITY_DN24372_c0_g1_i1" 0.434 0.391 0.607 0.357 1.574 0.869 "HOG:A0212186" 212186 "Mesangiospermae" "TRINITY_DN24372_c0_g1" 0.705333333333333
"432" "TRINITY_DN24441_c0_g1_i2" 3.726 2.197 4.63 1.672 2.521 2.904 "HOG:A0570438" 570438 "Eukaryota" "TRINITY_DN24441_c0_g1" 2.94166666666667
"433" "TRINITY_DN24441_c0_g1_i2" 3.726 2.197 4.63 1.672 2.521 2.904 "HOG:A0786042" 786042 "LUCA" "TRINITY_DN24441_c0_g1" 2.94166666666667
"434" "TRINITY_DN24450_c0_g1_i4" 0 0 0.1 0 0 0.693 "HOG:A0562351" 562351 "Eukaryota" "TRINITY_DN24450_c0_g1" 0.132166666666667
"435" "TRINITY_DN24450_c0_g1_i6" 0 0.305 0.265 0 0.554 0 "HOG:A0234577" 234577 "Embryophyta" "TRINITY_DN24450_c0_g1" 0.187333333333333
"436" "TRINITY_DN2456_c0_g1_i1" 13.999 20.349 10.115 4.615 5.101 5.417 "HOG:A0221900" 221900 "Magnoliopsida" "TRINITY_DN2456_c0_g1" 9.93266666666667
"437" "TRINITY_DN2456_c0_g1_i5" 9.991 5.647 14.143 8.485 2.565 11.641 "HOG:A0233699" 233699 "Embryophyta" "TRINITY_DN2456_c0_g1" 8.74533333333333
"438" "TRINITY_DN24628_c0_g1_i1" 0.406 0.412 0.118 0.654 0.284 0.122 "HOG:A0207898" 207898 "Pentapetalae" "TRINITY_DN24628_c0_g1" 0.332666666666667
"439" "TRINITY_DN24628_c0_g1_i3" 0.563 0.445 0.601 0.472 0.099 0.943 "HOG:A0200201" 200201 "rosids" "TRINITY_DN24628_c0_g1" 0.5205
"440" "TRINITY_DN2486_c0_g1_i12" 4.763 19.845 10.908 6.603 12.22 9.94 "HOG:A0174350" 174350 "fabids" "TRINITY_DN2486_c0_g1" 10.7131666666667
