ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
253157_at,4.32E-01,2.44E-01,1.24852,-6.5962493,0.104265,RecQl3,ATP-dependent DNA helicase Q-like 3
262082_s_at,4.32E-01,2.44E-01,1.2484719,-6.5963059,0.32424,AT1G56140///AT1G56130///AT1G56120,leucine-rich repeat transmembrane protein kinase///putative LRR receptor-like serine/threonine-protein kinase///Leucine-rich repeat transmembrane protein kinase
247314_at,4.33E-01,2.44E-01,1.2478994,-6.5969789,0.2014125,SAL2,"3'(2'),5'-bisphosphate nucleotidase"
262052_at,4.33E-01,2.44E-01,-1.2478743,-6.5970085,-0.3018575,AT1G80020,pseudo
257749_at,4.33E-01,2.44E-01,-1.2477075,-6.5972045,-0.51865,ACT2,actin 2
262574_at,4.33E-01,2.44E-01,1.2476221,-6.5973049,0.234365,AT1G15230,hypothetical protein
249097_at,4.33E-01,2.44E-01,-1.2474564,-6.5974996,-0.101635,AT5G43520,cysteine/histidine-rich C1 domain-containing protein
255365_at,4.33E-01,2.44E-01,-1.2472718,-6.5977166,-0.161705,MEE51,pyrophosphate--fructose-6-phosphate 1-phosphotransferase
252889_at,4.33E-01,2.45E-01,1.2471942,-6.5978078,0.1136475,AT4G39380,hypothetical protein
256127_at,4.33E-01,2.45E-01,1.2464876,-6.5986379,0.1082425,AT1G18210///RABA6b,putative calcium-binding protein CML27///Ras-related protein RABA6b
260810_s_at,4.33E-01,2.45E-01,-1.2464821,-6.5986444,-0.12691,AT1G43745,pseudo
263036_at,4.33E-01,2.45E-01,1.2461652,-6.5990165,0.1539075,AT1G23890,NHL domain-containing protein
256457_at,4.33E-01,2.45E-01,1.2461381,-6.5990484,0.1527975,AT1G75230,DNA glycosylase superfamily protein
265935_at,4.33E-01,2.45E-01,1.2460505,-6.5991512,0.2192525,TET2,tetraspanin2
246305_at,4.34E-01,2.45E-01,-1.2458225,-6.599419,-0.2375075,AT3G51890,Clathrin light chain protein
265457_at,4.34E-01,2.45E-01,-1.2457649,-6.5994867,-0.28425,AT2G46550,hypothetical protein
254384_at,4.34E-01,2.45E-01,-1.2455157,-6.5997792,-0.16015,AT4G21870,heat shock protein class V 15.4
258624_at,4.34E-01,2.45E-01,1.2454709,-6.5998318,0.119875,THO7,Tho complex subunit 7
251501_at,4.34E-01,2.45E-01,1.2454321,-6.5998773,0.113005,AT3G59120,Cysteine/Histidine-rich C1 domain family protein
266177_at,4.34E-01,2.45E-01,-1.2452095,-6.6001386,-0.1279175,ATPP2-B3,pseudo
251444_at,4.34E-01,2.45E-01,1.2450949,-6.6002732,0.1175375,MAP2B,methionine aminopeptidase 2B
265619_at,4.34E-01,2.45E-01,1.2450448,-6.600332,0.151645,AT2G27320,hypothetical protein
254067_at,4.34E-01,2.45E-01,-1.2449932,-6.6003925,-0.1401375,NAP8,ABC transporter B family member 28
256155_at,4.34E-01,2.45E-01,1.2449684,-6.6004217,0.0988275,MYB83,myb domain protein 83
254762_at,4.34E-01,2.45E-01,1.2449399,-6.6004551,0.143535,AT4G13230,hypothetical protein
249203_at,4.34E-01,2.45E-01,1.2445817,-6.6008754,0.12994,CYP71A16,cytochrome P450 71A16
263966_s_at,4.34E-01,2.46E-01,1.2443759,-6.6011169,0.161245,AT2G13000,pseudo
247767_at,4.34E-01,2.46E-01,1.2439871,-6.601573,0.099415,AGL82,protein AGAMOUS-LIKE 82
256931_at,4.34E-01,2.46E-01,1.2438871,-6.6016903,0.12419,AT3G22490,Seed maturation protein
256616_at,4.34E-01,2.46E-01,-1.2438528,-6.6017305,-0.15464,AT3G22260,OTU-like cysteine protease family protein
250956_at,4.34E-01,2.46E-01,-1.2438093,-6.6017815,-0.3659175,AT5G03210,hypothetical protein
247080_at,4.34E-01,2.46E-01,1.2436039,-6.6020223,0.2027375,PAD2,proteasome alpha subunit D2
252449_at,4.34E-01,2.46E-01,-1.2434745,-6.6021742,-0.163735,ftsh7,cell division protease ftsH-7
262251_at,4.35E-01,2.46E-01,1.2429426,-6.6027978,0.232055,AT1G53760,hypothetical protein
261015_at,4.35E-01,2.46E-01,1.2429263,-6.6028169,0.1142375,GRF12,14-3-3-like protein GF14 iota
264525_at,4.35E-01,2.46E-01,-1.2426558,-6.603134,-0.154795,BCAT-1,branched-chain-amino-acid aminotransferase 1
249108_at,4.35E-01,2.46E-01,1.2425702,-6.6032343,0.143195,AT5G43690,sulfotransferase 1
248222_at,4.35E-01,2.46E-01,1.2425536,-6.6032538,0.4409075,AT5G53570,RabGAP/TBC domain-containing protein
257703_at,4.35E-01,2.46E-01,1.2424505,-6.6033745,0.1697075,AT3G12640,RNA binding (RRM/RBD/RNP motifs) family protein
257077_at,4.35E-01,2.46E-01,-1.2423729,-6.6034655,-0.1099275,AT3G19690,putative pathogenesis-related protein
255120_x_at,4.35E-01,2.46E-01,-1.2421508,-6.6037258,-0.13895,AT4G08890,pseudo
262089_s_at,4.35E-01,2.46E-01,1.2420794,-6.6038094,0.13958,AT1G56000///AT1G55980,FAD/NAD(P)-binding oxidoreductase domain-containing protein///FAD/NAD(P)-binding oxidoreductase domain-containing protein
245903_at,4.35E-01,2.46E-01,-1.2418965,-6.6040237,-0.129565,SYTD,synaptotagmin-4
245296_at,4.35E-01,2.46E-01,-1.2417225,-6.6042275,-0.81417,OPT3,oligopeptide transporter
246131_at,4.35E-01,2.46E-01,-1.2416542,-6.6043076,-0.1386025,B73,molybdenum cofactor biosynthesis enzyme CNX1
262933_at,4.35E-01,2.47E-01,1.2413797,-6.6046291,0.225395,PAO4,polyamine oxidase 4
255693_s_at,4.35E-01,2.47E-01,1.2412628,-6.604766,0.257355,BRCA2B///BRCA2(IV),protein BRCA2-like B///breast cancer protein 2 like 2A
253604_at,4.35E-01,2.47E-01,1.2412396,-6.6047932,0.1455625,AT4G30970,hypothetical protein
263520_at,4.35E-01,2.47E-01,1.2409485,-6.6051341,0.0957675,AT2G42640,mitogen activated protein kinase kinase kinase-like protein
248149_at,4.35E-01,2.47E-01,-1.2408353,-6.6052666,-0.1758275,AT5G54855,pollen_Ole_e_I-domain containing protein
249573_at,4.35E-01,2.47E-01,1.2407684,-6.605345,0.1137025,UBQ9,polyubiquitin 9
245964_at,4.35E-01,2.47E-01,-1.2407335,-6.6053859,-0.15935,AT5G19720,"ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain protein"
246419_at,4.35E-01,2.47E-01,-1.2407021,-6.6054226,-0.0977825,UGT78D3,UDP-glucosyl transferase 78D3
259539_at,4.36E-01,2.47E-01,1.2406118,-6.6055283,0.106785,AT1G20550,O-fucosyltransferase-like protein
247113_at,4.36E-01,2.47E-01,1.2404951,-6.605665,0.254145,AT5G65960,GTP binding protein
258157_at,4.36E-01,2.47E-01,-1.2401463,-6.6060732,-0.13298,MYB4R1,myb domain protein 4r1
250821_at,4.36E-01,2.47E-01,-1.2400807,-6.60615,-0.1715375,AT5G05190,hypothetical protein
265340_at,4.36E-01,2.47E-01,1.2400703,-6.6061622,0.23474,AT2G18330,AAA-type ATPase-like protein
256159_at,4.36E-01,2.47E-01,-1.2400048,-6.6062389,-0.551205,JAZ8,protein TIFY 5A
249205_at,4.36E-01,2.47E-01,-1.2392187,-6.6071586,-0.1249025,MRN1,marneral synthase
251993_at,4.36E-01,2.47E-01,-1.2391931,-6.6071886,-0.16953,AT3G52960,peroxiredoxin-2E
259351_at,4.36E-01,2.47E-01,1.2391558,-6.6072322,0.186275,AT3G05150,sugar transporter ERD6-like 8
251695_at,4.36E-01,2.47E-01,-1.2391376,-6.6072534,-0.1611175,AT3G56590,hydroxyproline-rich glycoprotein family protein
260913_at,4.36E-01,2.47E-01,1.2387493,-6.6077077,0.239375,SAM1,S-adenosylmethionine synthetase 1
245921_at,4.36E-01,2.48E-01,-1.2386541,-6.607819,-0.100455,AT5G28800,hypothetical protein
265370_s_at,4.37E-01,2.48E-01,-1.2381554,-6.6084021,-0.21003,AT2G06480,pseudo
265283_at,4.37E-01,2.48E-01,1.2380168,-6.6085642,0.22716,MUR3,xyloglucan galactosyltransferase KATAMARI1
246915_at,4.37E-01,2.48E-01,1.2378881,-6.6087146,0.11254,NADP-ME3,NADP-dependent malic enzyme 3
264093_at,4.37E-01,2.48E-01,-1.2378142,-6.6088009,-0.0943525,AT1G79220,mitochondrial transcription termination factor family protein
260532_at,4.37E-01,2.48E-01,-1.2377687,-6.6088542,-0.1218825,AT2G47330,DEAD-box ATP-dependent RNA helicase 24
247167_at,4.37E-01,2.48E-01,1.2376506,-6.6089922,0.1051675,AT5G65850,F-box protein
260533_at,4.37E-01,2.48E-01,1.237624,-6.6090232,0.1014875,AT2G43370,RNA-binding (RRM/RBD/RNP motifs) family protein
249678_at,4.37E-01,2.48E-01,-1.2375832,-6.609071,-0.46109,YAK1,YAK1-like protein 1
260303_at,4.37E-01,2.48E-01,1.2375202,-6.6091446,0.3805525,CRK2,cysteine-rich receptor-like protein kinase 2
253996_at,4.37E-01,2.48E-01,-1.237023,-6.6097256,-0.2293775,NAP1;1,nucleosome assembly protein 1-like 1
248907_at,4.37E-01,2.48E-01,1.2369695,-6.6097881,0.23697,AT5G46340,protein REDUCED WALL ACETYLATION 1
264478_at,4.37E-01,2.48E-01,-1.2367198,-6.6100798,-0.1032575,AT1G77270,hypothetical protein
266920_at,4.37E-01,2.48E-01,1.2363972,-6.6104567,0.115845,AT2G45750,putative methyltransferase PMT16
252131_at,4.37E-01,2.48E-01,1.2363526,-6.6105087,0.4534125,BCS1,cytochrome BC1 synthesis
249478_at,4.37E-01,2.48E-01,-1.2363523,-6.6105091,-0.0975625,AT5G38950,RmlC-like cupins superfamily protein
257818_at,4.37E-01,2.48E-01,-1.2362812,-6.6105921,-0.1561825,AT3G25120,mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
248752_at,4.37E-01,2.48E-01,-1.2361032,-6.6108,-0.1778875,AT5G47600,heat shock protein 14.7
265054_x_at,4.37E-01,2.49E-01,-1.2358791,-6.6110616,-0.12036,AT1G52010,pseudo
264450_s_at,4.37E-01,2.49E-01,1.2358051,-6.611148,0.176195,SNL6///AT1G10250,paired amphipathic helix protein Sin3-like 6///hypothetical protein
257991_at,4.37E-01,2.49E-01,1.2357924,-6.6111629,0.10085,AT3G19870,hypothetical protein
267599_at,4.37E-01,2.49E-01,1.2357607,-6.6111999,0.1798625,AT2G32850,protein kinase superfamily protein
252072_at,4.38E-01,2.49E-01,-1.2354525,-6.6115597,-0.1218125,AT3G51710,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
248056_at,4.38E-01,2.49E-01,-1.2354211,-6.6115963,-0.1754025,XYLT,"beta-(1,2)-xylosyltransferase"
264609_at,4.38E-01,2.49E-01,1.2352564,-6.6117886,0.1130825,AT1G04530,carboxylate clamp-tetratricopeptide repeat protein
251754_at,4.38E-01,2.49E-01,-1.2352121,-6.6118402,-0.10879,AT3G55780,glycosyl hydrolase family protein
251064_at,4.38E-01,2.49E-01,-1.2349424,-6.6121551,-0.0976825,AT5G01860,C2H2 and C2HC zinc finger-containing protein
249067_at,4.38E-01,2.49E-01,-1.2347369,-6.6123949,-0.18893,AT5G43960,nuclear transport factor 2 and RNA recognition motif domain-containing protein
254394_at,4.38E-01,2.49E-01,-1.2344576,-6.6127207,-0.128235,AT4G21630,Subtilase family protein
248929_at,4.38E-01,2.49E-01,-1.2343702,-6.6128226,-0.12704,AT5G46000,mannose-binding lectin superfamily protein
267400_at,4.38E-01,2.49E-01,1.2343462,-6.6128507,0.35188,AT2G26240,transmembrane protein 14C
262492_at,4.38E-01,2.49E-01,-1.2341542,-6.6130747,-0.24428,AT1G21630,calcium-binding EF-hand-containing protein
247996_at,4.38E-01,2.49E-01,1.2339663,-6.6132938,0.24382,LLG1,LORELEI-LIKE-GPI-ANCHORED PROTEIN 1
252539_at,4.39E-01,2.49E-01,1.2331212,-6.6142793,0.11521,AT3G45730,hypothetical protein
256903_at,4.39E-01,2.50E-01,-1.2329453,-6.6144843,-0.09657,AT3G23960,putative F-box protein
267106_s_at,4.39E-01,2.50E-01,-1.2328169,-6.614634,-0.178275,VSR3///VSR4,vacuolar-sorting receptor 3///vacuolar-sorting receptor 4
256936_at,4.39E-01,2.50E-01,1.2327627,-6.6146971,0.1575825,PDF2,putative prefoldin subunit 2
257215_at,4.39E-01,2.50E-01,-1.2326793,-6.6147943,-0.18332,AT3G15070,RING/U-box superfamily protein
245381_at,4.39E-01,2.50E-01,1.2323723,-6.6151521,0.1077725,MYB39,transcription factor MYB39
261666_at,4.39E-01,2.50E-01,1.2322916,-6.6152461,0.098475,AT1G18440,peptidyl-tRNA hydrolase
264461_s_at,4.39E-01,2.50E-01,-1.231897,-6.6157059,-0.17022,AT1G10190///AT4G15050,hypothetical protein///hypothetical protein
256462_at,4.39E-01,2.50E-01,-1.2315479,-6.6161126,-0.1346975,AT1G36230,hypothetical protein
258944_at,4.39E-01,2.50E-01,1.2314465,-6.6162306,0.102245,FLD,lysine-specific histone demethylase 1 homolog 3
264851_at,4.39E-01,2.50E-01,-1.231424,-6.6162568,-0.2473775,CPK6,calcium dependent protein kinase 6
252224_at,4.39E-01,2.50E-01,1.231252,-6.6164572,0.1049125,ARLA1B,ADP-ribosylation factor-like A1B
259836_at,4.40E-01,2.50E-01,1.2310699,-6.6166692,0.10828,ROPGEF11,RHO guanyl-nucleotide exchange factor 11
247065_s_at,4.40E-01,2.50E-01,-1.2309811,-6.6167725,-0.1321125,AT5G66910///AT5G66900,CC-NBS-LRR class disease resistance protein///CC-NBS-LRR class disease resistance protein
252779_at,4.40E-01,2.50E-01,1.2307863,-6.6169994,0.1022125,AT3G42990,hypothetical protein
266821_at,4.40E-01,2.50E-01,1.2304895,-6.6173449,0.372015,ERF13,ethylene-responsive transcription factor 13
249559_at,4.40E-01,2.50E-01,1.2304021,-6.6174466,0.11926,AT5G38320,hypothetical protein
266542_at,4.40E-01,2.50E-01,-1.2303019,-6.6175633,-0.1106875,ARAD1,putative glycosyltransferase
249663_s_at,4.40E-01,2.50E-01,-1.2302888,-6.6175784,-0.157605,AT5G36737,pseudo
264325_at,4.40E-01,2.51E-01,-1.2296061,-6.618373,-0.1160075,AT1G04150,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
261183_at,4.40E-01,2.51E-01,-1.2295051,-6.6184904,-0.0929825,EMB2756,hypothetical protein
245543_at,4.41E-01,2.51E-01,-1.228854,-6.6192478,-0.29376,AT4G15260,UDP-glycosyltransferase
260690_at,4.41E-01,2.51E-01,-1.2287901,-6.6193221,-0.182605,NHL8,NDR1/HIN1-like 8
248324_at,4.41E-01,2.51E-01,1.2287326,-6.6193889,0.15672,AT5G52790,CBS domain-containing protein with a domain of unknown function (DUF21)
264770_at,4.41E-01,2.51E-01,1.2287043,-6.6194218,0.19988,AT1G23030,ARM repeat superfamily protein
246592_at,4.41E-01,2.51E-01,-1.227899,-6.620358,-0.1196275,AT5G14890,NHL domain-containing protein
246257_at,4.41E-01,2.51E-01,-1.2277281,-6.6205567,-0.1260675,ATU2AF65A,Splicing factor U2af large subunit A
264785_at,4.41E-01,2.51E-01,1.2276245,-6.620677,0.1015375,AT2G17910,pseudo
256656_at,4.41E-01,2.51E-01,-1.2275538,-6.6207592,-0.1317425,AT3G18900,hypothetical protein
247247_at,4.41E-01,2.52E-01,1.2272462,-6.6211166,0.1555425,AT5G64650,large subunit ribosomal protein L17
261516_at,4.41E-01,2.52E-01,-1.2271,-6.6212865,-0.1493975,HGPT,hypoxanthine phosphoribosyltransferase
264337_at,4.42E-01,2.52E-01,1.2269217,-6.6214937,0.1190825,AT1G70350,hypothetical protein
247487_at,4.42E-01,2.52E-01,-1.226787,-6.6216501,-0.21298,AT5G62150,peptidoglycan-binding LysM domain-containing protein
252780_at,4.42E-01,2.52E-01,-1.2265555,-6.6219189,-0.103425,ATA1,protein TAPETUM 1
254830_at,4.42E-01,2.52E-01,1.2264496,-6.6220419,0.115525,AT4G12590,hypothetical protein
265645_at,4.42E-01,2.52E-01,-1.22589,-6.6226917,-0.116705,AT2G27370,hypothetical protein
266250_at,4.42E-01,2.52E-01,-1.225742,-6.6228636,-0.1073575,AT2G27870,pseudo
249463_s_at,4.42E-01,2.52E-01,1.2256041,-6.6230236,0.11028,NAC093///NAC064,NAC domain containing protein 93///NAC domain containing protein 64
245514_at,4.42E-01,2.52E-01,1.2255761,-6.6230561,0.116245,AT4G15810,P-loop containing nucleoside triphosphate hydrolases superfamily protein
265458_at,4.42E-01,2.52E-01,-1.225458,-6.6231931,-0.16331,AT2G46580,pyridoxine/pyridoxamine 5'-phosphate oxidase 2
253469_at,4.42E-01,2.52E-01,-1.2250072,-6.6237163,-0.140565,PANK2,pantothenate kinase 2
246870_at,4.43E-01,2.52E-01,-1.2247068,-6.6240649,-0.1774275,FC1,ferrochelatase 1
261683_at,4.43E-01,2.53E-01,1.2245531,-6.6242432,0.091855,AT1G47300,F-box protein
265004_at,4.43E-01,2.53E-01,1.2244527,-6.6243597,0.1209175,AT1G26990,pseudo
252833_at,4.43E-01,2.53E-01,1.2243868,-6.624436,0.1397925,AGP3,arabinogalactan protein 3
263479_x_at,4.43E-01,2.53E-01,-1.2242464,-6.6245989,-0.108415,AT2G04000,pseudo
248870_at,4.43E-01,2.53E-01,-1.2239001,-6.6250005,-0.2055225,AT5G46710,PLATZ transcription factor family protein
252928_at,4.43E-01,2.53E-01,-1.2235565,-6.625399,-0.19373,AT4G38940,F-box/kelch-repeat protein
256905_at,4.43E-01,2.53E-01,-1.2234566,-6.6255148,-0.51754,HSP60,heat shock protein 60
252111_at,4.43E-01,2.53E-01,1.2233864,-6.6255962,0.090075,AT3G51570,TIR-NBS-LRR class disease resistance protein
260994_at,4.43E-01,2.53E-01,1.2233499,-6.6256384,0.109405,AT1G12130,flavin-containing monooxygenase FMO
261110_at,4.44E-01,2.53E-01,-1.2226849,-6.6264091,-0.2024175,UBC16,putative ubiquitin-conjugating enzyme E2 16
247558_at,4.44E-01,2.53E-01,1.2224372,-6.6266963,0.1487075,HDA05,histone deacetylase 5
258676_at,4.44E-01,2.53E-01,1.2223113,-6.6268421,0.1296775,AT3G08600,hypothetical protein
264183_at,4.44E-01,2.53E-01,1.2221779,-6.6269966,0.11622,CLV2,leucine-rich repeat receptor-like protein CLAVATA2
267026_at,4.44E-01,2.53E-01,1.2218827,-6.6273386,0.1750125,AT2G38340,dehydration-responsive element-binding protein 2E
263753_at,4.44E-01,2.54E-01,-1.2213741,-6.6279276,-0.1671325,LEA,dehydrin LEA
254724_at,4.44E-01,2.54E-01,-1.2212949,-6.6280193,-0.1221375,AT4G13630,hypothetical protein
263756_at,4.44E-01,2.54E-01,-1.2210754,-6.6282734,-0.18382,UFD1,ubiquitin fusion degradation 1
249491_at,4.45E-01,2.54E-01,1.2205314,-6.6289032,0.208825,AT5G39130,germin-like protein subfamily 1 member 16
256097_at,4.45E-01,2.54E-01,1.2205241,-6.6289115,0.1507425,AT1G13670,hypothetical protein
258442_at,4.45E-01,2.54E-01,1.2204151,-6.6290377,0.131455,AT3G01015,TPX2 (targeting protein for Xklp2) family protein
265864_at,4.45E-01,2.54E-01,1.2204005,-6.6290546,0.1514525,MAP70-3,microtubule-associated protein 70-3
266781_at,4.45E-01,2.54E-01,1.2202445,-6.6292351,0.2248725,AT2G28940,protein kinase family protein
245853_at,4.45E-01,2.54E-01,1.2201205,-6.6293786,0.1325425,AT5G13500,hypothetical protein
266829_at,4.45E-01,2.54E-01,1.2200034,-6.6295141,0.1463375,AT2G22940,hypothetical protein
246929_at,4.45E-01,2.54E-01,1.2198953,-6.6296392,0.3198725,AT5G25210,hypothetical protein
265036_at,4.45E-01,2.54E-01,1.219841,-6.629702,0.139885,PRP39,pre-mRNA-processing factor 39
254813_at,4.45E-01,2.54E-01,1.21981,-6.6297379,0.13261,MYB42,myb domain protein 42
266421_at,4.45E-01,2.54E-01,-1.2196083,-6.6299712,-0.7692925,LP1,non-specific lipid-transfer protein 1
262514_at,4.45E-01,2.54E-01,1.2195495,-6.6300392,0.1404425,NAC017,NAC domain containing protein 17
253990_at,4.45E-01,2.54E-01,-1.2194584,-6.6301445,-0.1195525,ACHT1,atypical CYS HIS rich thioredoxin 1
252885_at,4.45E-01,2.54E-01,-1.2193815,-6.6302334,-0.330075,CCR1,glycine-rich RNA-binding protein 8
267534_at,4.45E-01,2.54E-01,-1.2192457,-6.6303906,-0.351635,AT2G41900,zinc finger CCCH domain-containing protein 30
264671_at,4.45E-01,2.55E-01,1.219097,-6.6305625,0.1296375,AT1G09920,TRAF-type zinc finger-related protein
257316_at,4.45E-01,2.55E-01,1.2190056,-6.6306683,0.11787,AT3G30750,pseudo
253231_at,4.45E-01,2.55E-01,1.2189341,-6.6307509,0.17465,AT4G34450,coatomer subunit gamma
252609_at,4.45E-01,2.55E-01,-1.2188408,-6.6308587,-0.108695,AT3G45110,hypothetical protein
267378_at,4.45E-01,2.55E-01,-1.2188245,-6.6308776,-0.1054375,AT2G26200,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
259476_at,4.45E-01,2.55E-01,-1.218805,-6.6309002,-0.2746225,AT1G19000,myb family transcription factor
248783_at,4.45E-01,2.55E-01,-1.2187888,-6.6309188,-0.11654,AT5G47360,pentatricopeptide repeat-containing protein
262205_at,4.45E-01,2.55E-01,1.2184019,-6.6313662,0.3377475,AT2G01080,late embryogenesis abundant hydroxyproline-rich glycoprotein
261347_at,4.45E-01,2.55E-01,1.2181901,-6.631611,0.1849425,ELF7,protein early flowering 7
245102_at,4.46E-01,2.55E-01,-1.2176845,-6.6321952,-0.1019775,AT2G41580,pseudo
249599_at,4.46E-01,2.55E-01,1.2176629,-6.6322202,0.1677925,AT5G37990,probable S-adenosylmethionine-dependent methyltransferase
251911_at,4.46E-01,2.55E-01,1.2176318,-6.6322561,0.2223575,AT3G53820,C2H2 and C2HC zinc fingers superfamily protein
256582_at,4.46E-01,2.55E-01,-1.2175527,-6.6323475,-0.1025825,AT3G28840,hypothetical protein
247753_at,4.46E-01,2.55E-01,1.2173142,-6.632623,0.1319575,AT5G59070,glycosyl transferase family protein
245659_at,4.46E-01,2.55E-01,-1.21713,-6.6328358,-0.179605,AT1G28260,Telomerase activating protein Est1
245836_at,4.46E-01,2.55E-01,-1.2167869,-6.633232,-0.0904325,AT1G42250,pseudo
260770_at,4.46E-01,2.55E-01,1.2166236,-6.6334206,0.6468175,AT1G49200,RING-H2 finger protein ATL75
246545_at,4.46E-01,2.55E-01,1.2165615,-6.6334924,0.09439,AT5G15110,putative pectate lyase 19
252461_at,4.46E-01,2.55E-01,-1.2165405,-6.6335167,-0.171645,AT3G47240,pseudo
262147_at,4.46E-01,2.56E-01,-1.2161395,-6.6339796,-0.1773575,PLDALPHA2,phospholipase D alpha 2
245704_at,4.46E-01,2.56E-01,1.2160286,-6.6341076,0.358625,KTF1,kow domain-containing transcription factor 1
248314_at,4.46E-01,2.56E-01,1.2160248,-6.634112,0.116715,AT5G52620,putative F-box protein
259781_at,4.46E-01,2.56E-01,-1.2158773,-6.6342822,-0.1476475,AT1G29650,pseudo
246490_at,4.46E-01,2.56E-01,-1.2156724,-6.6345188,-0.4934275,CPuORF10///AT5G15950,conserved peptide upstream open reading frame 10///S-adenosylmethionine decarboxylase proenzyme 2
263832_at,4.46E-01,2.56E-01,-1.2156518,-6.6345425,-0.1253325,AT2G40310,pectin lyase-like superfamily protein
260311_at,4.47E-01,2.56E-01,-1.2153272,-6.6349171,-0.14163,AT1G70570,putative anthranilate phosphoribosyltransferase
265488_at,4.47E-01,2.56E-01,1.2152099,-6.6350524,0.091485,AT2G15610,hypothetical protein
260483_at,4.47E-01,2.56E-01,1.2147297,-6.6356064,0.104655,MLO4,MLO-like protein 4
261649_at,4.47E-01,2.56E-01,-1.2146552,-6.6356923,-0.1268275,AT1G27700,Syntaxin/t-SNARE family protein
263388_at,4.47E-01,2.56E-01,1.2142783,-6.636127,0.1148875,AT2G11690,pseudo
259031_at,4.47E-01,2.56E-01,1.2138653,-6.6366031,0.21869,AT3G09360,Cyclin/Brf1-like TBP-binding protein
247642_at,4.48E-01,2.57E-01,-1.2133266,-6.6372241,-0.124765,AT5G60590,DHBP synthase RibB-like alpha/beta domain-containing protein
262265_at,4.48E-01,2.57E-01,1.2130503,-6.6375425,0.141845,AT1G42460,pseudo
247824_at,4.48E-01,2.57E-01,-1.2127788,-6.6378554,-0.149435,CHX25,cation/H(+) antiporter 25
259066_at,4.48E-01,2.57E-01,1.2127238,-6.6379187,0.110585,AT3G07530,hypothetical protein
251622_at,4.48E-01,2.57E-01,1.2126231,-6.6380347,0.180885,AT3G57340,DnaJ/Hsp40 domain-containing protein
256501_at,4.48E-01,2.57E-01,-1.2125587,-6.6381089,-0.107515,AT1G36756,hypothetical protein
253262_at,4.48E-01,2.57E-01,-1.2123229,-6.6383805,-0.165475,AT4G34440,proline-rich receptor-like protein kinase PERK5
267609_at,4.48E-01,2.57E-01,1.2119798,-6.6387757,0.107075,AT2G26780,ARM repeat superfamily protein
267374_at,4.48E-01,2.57E-01,-1.211958,-6.6388007,-0.1770925,AT2G26230,urate oxidase
247951_at,4.48E-01,2.57E-01,1.2117533,-6.6390365,0.096375,ORP4C,OSBP(oxysterol binding protein)-related protein 4C
246049_at,4.48E-01,2.57E-01,-1.2114848,-6.6393456,-0.1098225,AT5G28890,pseudo
255966_at,4.48E-01,2.57E-01,1.2113744,-6.6394727,0.105125,GRF10,14-3-3-like protein GF14 epsilon
262961_at,4.49E-01,2.57E-01,1.2109125,-6.6400043,0.1436675,XRN4,5'-3' exoribonuclease 4
250303_at,4.49E-01,2.58E-01,-1.2106141,-6.6403477,-0.1700125,AT5G12100,pentatricopeptide repeat-containing protein
247169_at,4.49E-01,2.58E-01,1.2103487,-6.6406531,0.0936025,AT5G65520,tetratricopeptide repeat domain-containing protein
255709_at,4.49E-01,2.58E-01,1.2103392,-6.6406641,0.12019,YAB3,axial regulator YABBY 3
255443_at,4.49E-01,2.58E-01,-1.2102523,-6.640764,-0.132195,SULTR3;2,sulfate transporter 3.2
261670_at,4.49E-01,2.58E-01,-1.2102256,-6.6407947,-0.0941475,TET11,tetraspanin11
250154_at,4.49E-01,2.58E-01,1.2101532,-6.640878,0.1310475,AT5G15140,aldose 1-epimerase-like protein
257465_at,4.49E-01,2.58E-01,1.2099261,-6.6411392,0.11177,AT1G13040,pentatricopeptide repeat-containing protein
266788_at,4.50E-01,2.58E-01,1.2092096,-6.6419631,0.1119725,AT2G29000,leucine-rich repeat protein kinase family protein
263252_at,4.50E-01,2.58E-01,-1.2090886,-6.6421023,-0.5769675,STH,B-box zinc finger protein STH
251763_at,4.50E-01,2.58E-01,1.2090713,-6.6421221,0.1054025,MYB109,myb domain protein 109
254796_at,4.50E-01,2.58E-01,1.2087126,-6.6425344,0.14562,AT4G13000,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
261690_at,4.50E-01,2.58E-01,1.2086713,-6.6425819,0.15194,AT1G50090,putative branched-chain-amino-acid aminotransferase 7
266005_at,4.50E-01,2.58E-01,1.2086673,-6.6425865,0.252775,RSZ33,arginine/serine-rich zinc knuckle-containing protein 33
245256_at,4.50E-01,2.58E-01,-1.2085812,-6.6426855,-0.1443275,FAR1,protein FAR-RED IMPAIRED RESPONSE 1
262695_at,4.50E-01,2.58E-01,-1.2083209,-6.6429847,-0.1729375,VPS35B,vacuolar protein sorting-associated protein 35B
262339_at,4.50E-01,2.58E-01,1.2081801,-6.6431464,0.109495,WRKY56,putative WRKY transcription factor 56
266171_at,4.50E-01,2.59E-01,1.2080919,-6.6432477,0.1668975,NF-YB1,nuclear transcription factor Y subunit B-1
