"","oma_id","level","level_name","araID","gene_id"
"14326",15190117,10,"Pentapetalae","ARATH26151","AT4G08400"
"14327",15190124,14,"Arabidopsis","ARATH26158","AT4G08450"
"14328",15190126,7,"Spermatophyta","ARATH26160","AT4G08455"
"14329",15190127,9,"Mesangiospermae","ARATH26161","AT4G08460"
"14330",15190131,9,"Mesangiospermae","ARATH26165","AT4G08480"
"14331",15190132,14,"Arabidopsis","ARATH26166","AT4G08485"
"14332",15190133,9,"Mesangiospermae","ARATH26167","AT4G08500"
"14333",15190134,8,"Magnoliopsida","ARATH26168","AT4G08510"
"14334",15190136,2,"Eukaryota","ARATH26170","AT4G08520"
"14335",15190137,14,"Arabidopsis","ARATH26171","AT4G08530"
"14336",15190141,4,"Streptophyta","ARATH26175","AT4G08540"
"14337",15190144,2,"Eukaryota","ARATH26178","AT4G08550"
"14338",15190145,13,"Brassicaceae","ARATH26179","AT4G08555"
"14339",15190147,10,"Pentapetalae","ARATH26181","AT4G08570"
"14340",15190148,2,"Eukaryota","ARATH26182","AT4G08580"
"14341",15190151,3,"Viridiplantae","ARATH26185","AT4G08590"
"14342",15190155,2,"Eukaryota","ARATH26189","AT4G08620"
"14343",15190156,11,"rosids","ARATH26190","AT4G08630"
"14344",15190159,13,"Brassicaceae","ARATH26193","AT4G08670"
"14345",15190160,7,"Spermatophyta","ARATH26194","AT4G08685"
"14346",15190161,6,"Tracheophyta","ARATH26195","AT4G08690"
"14347",15190163,13,"Brassicaceae","ARATH26197","AT4G08700"
"14348",15190167,9,"Mesangiospermae","ARATH26201","AT4G08770"
"14349",15190168,9,"Mesangiospermae","ARATH26202","AT4G08780"
"14350",15190169,2,"Eukaryota","ARATH26203","AT4G08790"
"14351",15190170,7,"Spermatophyta","ARATH26204","AT4G08800"
"14352",15190171,5,"Embryophyta","ARATH26205","AT4G08810"
"14353",15190172,13,"Brassicaceae","ARATH26206","AT4G08840"
"14354",15190173,10,"Pentapetalae","ARATH26207","AT4G08850"
"14355",15190175,2,"Eukaryota","ARATH26209","AT4G08870"
"14356",15190177,14,"Arabidopsis","ARATH26211","AT4G08869"
"14357",15190183,14,"Arabidopsis","ARATH26217","AT4G08875"
"14358",15190184,12,"malvids","ARATH26218","AT4G08876"
"14359",15190185,2,"Eukaryota","ARATH26219","AT4G08878"
"14360",15190186,13,"Brassicaceae","ARATH26220","AT4G08895"
"14361",15190187,2,"Eukaryota","ARATH26221","AT4G08900"
"14362",15190188,13,"Brassicaceae","ARATH26222","AT4G08910"
"14363",15190189,1,"LUCA","ARATH26223","AT4G08920"
"14364",15190190,7,"Spermatophyta","ARATH26224","AT4G08930"
"14365",15190191,7,"Spermatophyta","ARATH26225","AT4G08940"
"14366",15190192,5,"Embryophyta","ARATH26226","AT4G08950"
"14367",15190193,2,"Eukaryota","ARATH26227","AT4G08960"
"14368",15190194,5,"Embryophyta","ARATH26228","AT4G08980"
"14369",15190195,3,"Viridiplantae","ARATH26229","AT4G08990"
"14370",15190196,2,"Eukaryota","ARATH26230","AT4G09000"
"14371",15190200,3,"Viridiplantae","ARATH26234","AT4G09010"
"14372",15190202,1,"LUCA","ARATH26236","AT4G09020"
"14373",15190203,10,"Pentapetalae","ARATH26237","AT4G09030"
"14374",15190206,10,"Pentapetalae","ARATH26240","AT4G09040"
"14375",15190207,6,"Tracheophyta","ARATH26241","AT4G09060"
"14376",15190210,1,"LUCA","ARATH26244","AT4G09080"
"14377",15190214,10,"Pentapetalae","ARATH26248","AT4G09100"
"14378",15190215,14,"Arabidopsis","ARATH26249","AT4G09110"
"14379",15190216,13,"Brassicaceae","ARATH26250","AT4G09120"
"14380",15190217,13,"Brassicaceae","ARATH26251","AT4G09130"
"14381",15190218,2,"Eukaryota","ARATH26252","AT4G09140"
"14382",15190221,4,"Streptophyta","ARATH26255","AT4G09150"
"14383",15190222,13,"Brassicaceae","ARATH26256","AT4G09153"
"14384",15190225,2,"Eukaryota","ARATH26259","AT4G09160"
"14385",15190226,11,"rosids","ARATH26260","AT4G09170"
"14386",15190227,10,"Pentapetalae","ARATH26261","AT4G09180"
"14387",15190228,13,"Brassicaceae","ARATH26262","AT4G09190"
"14388",15190238,2,"Eukaryota","ARATH26272","AT4G09320"
"14389",15190239,2,"Eukaryota","ARATH26273","AT4G09340"
"14390",15190240,4,"Streptophyta","ARATH26274","AT4G09350"
"14391",15190242,13,"Brassicaceae","ARATH26276","AT4G09360"
"14392",15190243,13,"Brassicaceae","ARATH26277","AT4G09420"
"14393",15190248,13,"Brassicaceae","ARATH26282","AT4G09450"
"14394",15190249,13,"Brassicaceae","ARATH26283","AT4G09460"
"14395",15190250,10,"Pentapetalae","ARATH26284","AT4G09462"
"14396",15190251,10,"Pentapetalae","ARATH26285","AT4G09464"
"14397",15190252,10,"Pentapetalae","ARATH26286","AT4G09465"
"14398",15190253,10,"Pentapetalae","ARATH26287","AT4G09466"
"14399",15190254,10,"Pentapetalae","ARATH26288","AT4G09467"
"14400",15190255,13,"Brassicaceae","ARATH26289","AT4G09490"
"14401",15190256,10,"Pentapetalae","ARATH26290","AT4G09500"
"14402",15190258,1,"LUCA","ARATH26292","AT4G09510"
"14403",15190260,1,"LUCA","ARATH26294","AT4G09520"
"14404",15190261,10,"Pentapetalae","ARATH26295","AT4G09530"
"14405",15190262,13,"Brassicaceae","ARATH26296","AT4G09545"
"14406",15190263,2,"Eukaryota","ARATH26297","AT4G09550"
"14407",15190264,8,"Magnoliopsida","ARATH26298","AT4G09560"
"14408",15190265,2,"Eukaryota","ARATH26299","AT4G09570"
"14409",15190266,2,"Eukaryota","ARATH26300","AT4G09580"
"14410",15190270,13,"Brassicaceae","ARATH26304","AT4G09600"
"14411",15190271,13,"Brassicaceae","ARATH26305","AT4G09610"
"14412",15190272,5,"Embryophyta","ARATH26306","AT4G09620"
"14413",15190274,8,"Magnoliopsida","ARATH26308","AT4G09630"
"14414",15190276,2,"Eukaryota","ARATH26310","AT4G09640"
"14415",15190277,14,"Arabidopsis","ARATH26311","AT4G09647"
"14416",15190279,2,"Eukaryota","ARATH26313","AT4G09650"
"14417",15190281,2,"Eukaryota","ARATH26315","AT4G09670"
"14418",15190285,8,"Magnoliopsida","ARATH26319","AT4G09680"
"14419",15190286,14,"Arabidopsis","ARATH26320","AT4G09690"
"14420",15190289,2,"Eukaryota","ARATH26323","AT4G09720"
"14421",15190291,2,"Eukaryota","ARATH26325","AT4G09730"
"14422",15190293,2,"Eukaryota","ARATH26327","AT4G09740"
"14423",15190294,2,"Eukaryota","ARATH26328","AT4G09750"
"14424",15190296,2,"Eukaryota","ARATH26330","AT4G09760"
"14425",15190298,10,"Pentapetalae","ARATH26332","AT4G09770"
"14426",15190302,14,"Arabidopsis","ARATH26336","AT4G09775"
"14427",15190306,14,"Arabidopsis","ARATH26340","AT4G09795"
"14428",15190307,1,"LUCA","ARATH26341","AT4G09800"
"14429",15190308,2,"Eukaryota","ARATH26342","AT4G09810"
"14430",15190311,5,"Embryophyta","ARATH26345","AT4G09820"
"14431",15190312,10,"Pentapetalae","ARATH26346","AT4G09830"
"14432",15190313,14,"Arabidopsis","ARATH26347","AT4G09840"
"14433",15190316,13,"Brassicaceae","ARATH26350","AT4G09870"
"14434",15190318,8,"Magnoliopsida","ARATH26352","AT4G09890"
"14435",15190319,2,"Eukaryota","ARATH26353","AT4G09900"
"14436",15190322,14,"Arabidopsis","ARATH26356","AT4G09930"
"14437",15190325,2,"Eukaryota","ARATH26359","AT4G09950"
"14438",15190329,7,"Spermatophyta","ARATH26363","AT4G09960"
"14439",15190333,14,"Arabidopsis","ARATH26367","AT4G09965"
"14440",15190334,13,"Brassicaceae","ARATH26368","AT4G09970"
"14441",15190338,14,"Arabidopsis","ARATH26372","AT4G09984"
"14442",15190339,7,"Spermatophyta","ARATH26373","AT4G09990"
"14443",15190340,2,"Eukaryota","ARATH26374","AT4G10000"
"14444",15190342,10,"Pentapetalae","ARATH26376","AT4G10010"
"14445",15190343,4,"Streptophyta","ARATH26377","AT4G10020"
"14446",15190344,1,"LUCA","ARATH26378","AT4G10030"
"14447",15190345,1,"LUCA","ARATH26379","AT4G10040"
"14448",15190346,2,"Eukaryota","ARATH26380","AT4G10050"
"14449",15190348,1,"LUCA","ARATH26382","AT4G10060"
"14450",15190349,8,"Magnoliopsida","ARATH26383","AT4G10070"
"14451",15190350,13,"Brassicaceae","ARATH26384","AT4G10080"
"14452",15190351,2,"Eukaryota","ARATH26385","AT4G10090"
"14453",15190352,2,"Eukaryota","ARATH26386","AT4G10100"
"14454",15190353,10,"Pentapetalae","ARATH26387","AT4G10110"
"14455",15190357,8,"Magnoliopsida","ARATH26391","AT4G10120"
"14456",15190358,2,"Eukaryota","ARATH26392","AT4G10130"
"14457",15190359,1,"LUCA","ARATH26393","AT4G10140"
"14458",15190360,14,"Arabidopsis","ARATH26394","AT4G10150"
"14459",15190362,6,"Tracheophyta","ARATH26396","AT4G10170"
"14460",15190363,2,"Eukaryota","ARATH26397","AT4G10180"
"14461",15190364,13,"Brassicaceae","ARATH26398","AT4G10190"
"14462",15190367,10,"Pentapetalae","ARATH26401","AT4G10220"
"14463",15190369,12,"malvids","ARATH26403","AT4G10240"
"14464",15190370,10,"Pentapetalae","ARATH26404","AT4G10250"
"14465",15190371,2,"Eukaryota","ARATH26405","AT4G10260"
"14466",15190372,10,"Pentapetalae","ARATH26406","AT4G10265"
"14467",15190373,10,"Pentapetalae","ARATH26407","AT4G10270"
"14468",15190374,1,"LUCA","ARATH26408","AT4G10280"
"14469",15190376,1,"LUCA","ARATH26410","AT4G10300"
"14470",15190378,2,"Eukaryota","ARATH26412","AT4G10310"
"14471",15190379,1,"LUCA","ARATH26413","AT4G10320"
"14472",15190380,5,"Embryophyta","ARATH26414","AT4G10330"
"14473",15190381,3,"Viridiplantae","ARATH26415","AT4G10340"
"14474",15190382,10,"Pentapetalae","ARATH26416","AT4G10350"
"14475",15190384,2,"Eukaryota","ARATH26418","AT4G10360"
"14476",15190386,2,"Eukaryota","ARATH26420","AT4G10380"
"14477",15190387,8,"Magnoliopsida","ARATH26421","AT4G10390"
"14478",15190391,2,"Eukaryota","ARATH26425","AT4G10430"
"14479",15190396,5,"Embryophyta","ARATH26430","AT4G10440"
"14480",15190397,1,"LUCA","ARATH26431","AT4G10450"
"14481",15190399,13,"Brassicaceae","ARATH26433","AT4G10457"
"14482",15190400,8,"Magnoliopsida","ARATH26434","AT4G10465"
"14483",15190403,2,"Eukaryota","ARATH26437","AT4G10480"
"14484",15190404,7,"Spermatophyta","ARATH26438","AT4G10490"
"14485",15190405,7,"Spermatophyta","ARATH26439","AT4G10500"
"14486",15190408,8,"Magnoliopsida","ARATH26442","AT4G10510"
"14487",15190411,8,"Magnoliopsida","ARATH26445","AT4G10530"
"14488",15190412,8,"Magnoliopsida","ARATH26446","AT4G10540"
"14489",15190413,8,"Magnoliopsida","ARATH26447","AT4G10550"
"14490",15190417,2,"Eukaryota","ARATH26451","AT4G10570"
"14491",15190418,2,"Eukaryota","ARATH26452","AT4G10590"
"14492",15190420,13,"Brassicaceae","ARATH26454","AT4G10600"
"14493",15190422,5,"Embryophyta","ARATH26456","AT4G10610"
"14494",15190425,2,"Eukaryota","ARATH26459","AT4G10620"
"14495",15190426,8,"Magnoliopsida","ARATH26460","AT4G10630"
"14496",15190427,11,"rosids","ARATH26461","AT4G10640"
"14497",15190428,8,"Magnoliopsida","ARATH26462","AT4G10650"
"14498",15190429,10,"Pentapetalae","ARATH26463","AT4G10660"
"14499",15190430,2,"Eukaryota","ARATH26464","AT4G10670"
"14500",15190432,14,"Arabidopsis","ARATH26466","AT4G10695"
"14501",15190434,2,"Eukaryota","ARATH26468","AT4G10710"
"14502",15190439,8,"Magnoliopsida","ARATH26473","AT4G10730"
"14503",15190440,14,"Arabidopsis","ARATH26474","AT4G10740"
"14504",15190441,5,"Embryophyta","ARATH26475","AT4G10750"
"14505",15190442,5,"Embryophyta","ARATH26476","AT4G10760"
"14506",15190443,14,"Arabidopsis","ARATH26477","AT4G10767"
"14507",15190444,2,"Eukaryota","ARATH26478","AT4G10770"
"14508",15190448,2,"Eukaryota","ARATH26482","AT4G10790"
"14509",15190450,8,"Magnoliopsida","ARATH26484","AT4G10800"
"14510",15190451,11,"rosids","ARATH26485","AT4G10810"
"14511",15190452,14,"Arabidopsis","ARATH26486","AT4G10820"
"14512",15190453,2,"Eukaryota","ARATH26487","AT4G10840"
"14513",15190458,2,"Eukaryota","ARATH26492","AT4G10850"
"14514",15190463,13,"Brassicaceae","ARATH26497","AT4G10895"
"14515",15190464,2,"Eukaryota","ARATH26498","AT4G10920"
"14516",15190466,4,"Streptophyta","ARATH26500","AT4G10925"
"14517",15190468,5,"Embryophyta","ARATH26502","AT4G10930"
"14518",15190470,5,"Embryophyta","ARATH26504","AT4G10950"
"14519",15190471,5,"Embryophyta","ARATH26505","AT4G10955"
"14520",15190472,2,"Eukaryota","ARATH26506","AT4G10960"
"14521",15190473,7,"Spermatophyta","ARATH26507","AT4G10970"
"14522",15190477,2,"Eukaryota","ARATH26511","AT4G11010"
"14523",15190479,2,"Eukaryota","ARATH26513","AT4G11030"
"14524",15190481,13,"Brassicaceae","ARATH26515","AT4G11040"
"14525",15190482,2,"Eukaryota","ARATH26516","AT4G11050"
"14526",15190485,9,"Mesangiospermae","ARATH26519","AT4G11060"
"14527",15190486,10,"Pentapetalae","ARATH26520","AT4G11070"
"14528",15190488,4,"Streptophyta","ARATH26522","AT4G11080"
"14529",15190489,5,"Embryophyta","ARATH26523","AT4G11090"
"14530",15190490,13,"Brassicaceae","ARATH26524","AT4G11100"
"14531",15190491,10,"Pentapetalae","ARATH26525","AT4G11110"
"14532",15190492,2,"Eukaryota","ARATH26526","AT4G11120"
"14533",15190493,2,"Eukaryota","ARATH26527","AT4G11130"
"14534",15190494,9,"Mesangiospermae","ARATH26528","AT4G11140"
"14535",15190495,2,"Eukaryota","ARATH26529","AT4G11150"
"14536",15190496,2,"Eukaryota","ARATH26530","AT4G11160"
"14537",15190500,13,"Brassicaceae","ARATH26534","AT4G11175"
"14538",15190501,7,"Spermatophyta","ARATH26535","AT4G11180"
"14539",15190502,7,"Spermatophyta","ARATH26536","AT4G11190"
"14540",15190505,3,"Viridiplantae","ARATH26539","AT4G11220"
"14541",15190506,13,"Brassicaceae","ARATH26540","AT4G11230"
"14542",15190507,2,"Eukaryota","ARATH26541","AT4G11240"
"14543",15190508,13,"Brassicaceae","ARATH26542","AT4G11250"
"14544",15190510,4,"Streptophyta","ARATH26544","AT4G11270"
"14545",15190511,2,"Eukaryota","ARATH26545","AT4G11280"
"14546",15190512,8,"Magnoliopsida","ARATH26546","AT4G11290"
"14547",15190513,9,"Mesangiospermae","ARATH26547","AT4G11300"
"14548",15190514,2,"Eukaryota","ARATH26548","AT4G11310"
"14549",15190515,2,"Eukaryota","ARATH26549","AT4G11320"
"14550",15190516,2,"Eukaryota","ARATH26550","AT4G11330"
"14551",15190517,14,"Arabidopsis","ARATH26551","AT4G11340"
"14552",15190519,5,"Embryophyta","ARATH26553","AT4G11350"
"14553",15190520,13,"Brassicaceae","ARATH26554","AT4G11360"
"14554",15190521,13,"Brassicaceae","ARATH26555","AT4G11370"
"14555",15190523,2,"Eukaryota","ARATH26557","AT4G11380"
"14556",15190528,14,"Arabidopsis","ARATH26562","AT4G11393"
"14557",15190530,13,"Brassicaceae","ARATH26564","AT4G11402"
"14558",15190531,2,"Eukaryota","ARATH26565","AT4G11410"
"14559",15190533,2,"Eukaryota","ARATH26567","AT4G11420"
"14560",15190535,13,"Brassicaceae","ARATH26569","AT4G11440"
"14561",15190536,9,"Mesangiospermae","ARATH26570","AT4G11450"
"14562",15190539,14,"Arabidopsis","ARATH26573","AT4G11460"
"14563",15190541,13,"Brassicaceae","ARATH26575","AT4G11470"
"14564",15190545,13,"Brassicaceae","ARATH26579","AT4G11480"
"14565",15190546,14,"Arabidopsis","ARATH26580","AT4G11485"
"14566",15190547,13,"Brassicaceae","ARATH26581","AT4G11490"
"14567",15190548,13,"Brassicaceae","ARATH26582","AT4G11510"
"14568",15190549,11,"rosids","ARATH26583","AT4G11521"
"14569",15190550,9,"Mesangiospermae","ARATH26584","AT4G11530"
"14570",15190553,14,"Arabidopsis","ARATH26587","AT4G11547"
"14571",15190555,4,"Streptophyta","ARATH26589","AT4G11560"
"14572",15190557,4,"Streptophyta","ARATH26591","AT4G11570"
"14573",15190558,13,"Brassicaceae","ARATH26592","AT4G11580"
"14574",15190559,13,"Brassicaceae","ARATH26593","AT4G11590"
"14575",15190560,2,"Eukaryota","ARATH26594","AT4G11600"
"14576",15190562,4,"Streptophyta","ARATH26596","AT4G11610"
"14577",15190564,10,"Pentapetalae","ARATH26598","AT4G11630"
"14578",15190565,2,"Eukaryota","ARATH26599","AT4G11640"
"14579",15190566,7,"Spermatophyta","ARATH26600","AT4G11650"
"14580",15190567,13,"Brassicaceae","ARATH26601","AT4G11653"
"14581",15190568,8,"Magnoliopsida","ARATH26602","AT4G11655"
"14582",15190570,8,"Magnoliopsida","ARATH26604","AT4G11660"
"14583",15190571,8,"Magnoliopsida","ARATH26605","AT4G11670"
"14584",15190576,4,"Streptophyta","ARATH26610","AT4G11680"
"14585",15190578,7,"Spermatophyta","ARATH26612","AT4G11690"
"14586",15190580,2,"Eukaryota","ARATH26614","AT4G11720"
"14587",15190582,7,"Spermatophyta","ARATH26616","AT4G11740"
"14588",15190585,13,"Brassicaceae","ARATH26619","AT4G11750"
"14589",15190586,14,"Arabidopsis","ARATH26620","AT4G11760"
"14590",15190587,13,"Brassicaceae","ARATH26621","AT4G11770"
"14591",15190588,10,"Pentapetalae","ARATH26622","AT4G11780"
"14592",15190589,3,"Viridiplantae","ARATH26623","AT4G11790"
"14593",15190590,2,"Eukaryota","ARATH26624","AT4G11800"
"14594",15190592,2,"Eukaryota","ARATH26626","AT4G11810"
"14595",15190593,1,"LUCA","ARATH26627","AT4G11820"
"14596",15190602,2,"Eukaryota","ARATH26636","AT4G11850"
"14597",15190603,2,"Eukaryota","ARATH26637","AT4G11860"
"14598",15190606,7,"Spermatophyta","ARATH26640","AT4G11880"
"14599",15190609,13,"Brassicaceae","ARATH26643","AT4G11890"
"14600",15190611,11,"rosids","ARATH26645","AT4G11900"
"14601",15190621,2,"Eukaryota","ARATH26655","AT4G11920"
"14602",15190622,14,"Arabidopsis","ARATH26656","AT4G11930"
"14603",15190623,14,"Arabidopsis","ARATH26657","AT4G11940"
"14604",15190624,9,"Mesangiospermae","ARATH26658","AT4G11950"
"14605",15190626,2,"Eukaryota","ARATH26660","AT4G11960"
"14606",15190629,10,"Pentapetalae","ARATH26663","AT4G11970"
"14607",15190633,2,"Eukaryota","ARATH26667","AT4G11980"
"14608",15190634,8,"Magnoliopsida","ARATH26668","AT4G11990"
"14609",15190635,9,"Mesangiospermae","ARATH26669","AT4G12000"
"14610",15190638,7,"Spermatophyta","ARATH26672","AT4G12010"
"14611",15190650,4,"Streptophyta","ARATH26684","AT4G12030"
"14612",15190651,2,"Eukaryota","ARATH26685","AT4G12040"
"14613",15190652,8,"Magnoliopsida","ARATH26686","AT4G12050"
"14614",15190653,8,"Magnoliopsida","ARATH26687","AT4G12060"
"14615",15190654,5,"Embryophyta","ARATH26688","AT4G12070"
"14616",15190655,10,"Pentapetalae","ARATH26689","AT4G12080"
"14617",15190656,2,"Eukaryota","ARATH26690","AT4G12090"
"14618",15190657,14,"Arabidopsis","ARATH26691","AT4G12100"
"14619",15190658,4,"Streptophyta","ARATH26692","AT4G12110"
"14620",15190659,2,"Eukaryota","ARATH26693","AT4G12120"
"14621",15190660,2,"Eukaryota","ARATH26694","AT4G12130"
"14622",15190661,13,"Brassicaceae","ARATH26695","AT4G12140"
"14623",15190663,13,"Brassicaceae","ARATH26697","AT4G12170"
"14624",15190667,2,"Eukaryota","ARATH26701","AT4G12230"
"14625",15190668,7,"Spermatophyta","ARATH26702","AT4G12240"
"14626",15190669,2,"Eukaryota","ARATH26703","AT4G12250"
"14627",15190673,5,"Embryophyta","ARATH26707","AT4G12290"
"14628",15190674,2,"Eukaryota","ARATH26708","AT4G12300"
"14629",15190676,2,"Eukaryota","ARATH26710","AT4G12320"
"14630",15190677,2,"Eukaryota","ARATH26711","AT4G12330"
"14631",15190679,5,"Embryophyta","ARATH26713","AT4G12340"
"14632",15190680,10,"Pentapetalae","ARATH26714","AT4G12350"
"14633",15190681,13,"Brassicaceae","ARATH26715","AT4G12360"
"14634",15190682,10,"Pentapetalae","ARATH26716","AT4G12370"
"14635",15190685,7,"Spermatophyta","ARATH26719","AT4G12390"
"14636",15190688,10,"Pentapetalae","ARATH26722","AT4G12410"
"14637",15190689,6,"Tracheophyta","ARATH26723","AT4G12420"
"14638",15190690,1,"LUCA","ARATH26724","AT4G12430"
"14639",15190693,9,"Mesangiospermae","ARATH26727","AT4G12450"
"14640",15190694,9,"Mesangiospermae","ARATH26728","AT4G12460"
"14641",15190700,10,"Pentapetalae","ARATH26734","AT4G12470"
"14642",15190701,10,"Pentapetalae","ARATH26735","AT4G12480"
"14643",15190703,10,"Pentapetalae","ARATH26737","AT4G12490"
"14644",15190705,10,"Pentapetalae","ARATH26739","AT4G12500"
"14645",15190706,10,"Pentapetalae","ARATH26740","AT4G12510"
"14646",15190707,10,"Pentapetalae","ARATH26741","AT4G12520"
"14647",15190708,13,"Brassicaceae","ARATH26742","AT4G12530"
"14648",15190710,8,"Magnoliopsida","ARATH26744","AT4G12540"
"14649",15190717,12,"malvids","ARATH26751","AT4G12560"
"14650",15190718,5,"Embryophyta","ARATH26752","AT4G12570"
"14651",15190719,13,"Brassicaceae","ARATH26753","AT4G12580"
"14652",15190721,2,"Eukaryota","ARATH26755","AT4G12590"
"14653",15190722,2,"Eukaryota","ARATH26756","AT4G12600"
"14654",15190724,2,"Eukaryota","ARATH26758","AT4G12610"
"14655",15190726,13,"Brassicaceae","ARATH26760","AT4G12617"
"14656",15190727,3,"Viridiplantae","ARATH26761","AT4G12620"
"14657",15190728,7,"Spermatophyta","ARATH26762","AT4G12640"
"14658",15190730,2,"Eukaryota","ARATH26764","AT4G12650"
"14659",15190731,10,"Pentapetalae","ARATH26765","AT4G12670"
"14660",15190733,5,"Embryophyta","ARATH26767","AT4G12680"
"14661",15190734,8,"Magnoliopsida","ARATH26768","AT4G12690"
"14662",15190735,7,"Spermatophyta","ARATH26769","AT4G12700"
"14663",15190736,6,"Tracheophyta","ARATH26770","AT4G12710"
"14664",15190739,2,"Eukaryota","ARATH26773","AT4G12720"
"14665",15190741,9,"Mesangiospermae","ARATH26775","AT4G12730"
"14666",15190742,13,"Brassicaceae","ARATH26776","AT4G12731"
"14667",15190743,13,"Brassicaceae","ARATH26777","AT4G12735"
"14668",15190744,3,"Viridiplantae","ARATH26778","AT4G12740"
"14669",15190747,8,"Magnoliopsida","ARATH26781","AT4G12750"
"14670",15190748,4,"Streptophyta","ARATH26782","AT4G12760"
"14671",15190749,5,"Embryophyta","ARATH26783","AT4G12770"
"14672",15190753,5,"Embryophyta","ARATH26787","AT4G12780"
"14673",15190756,2,"Eukaryota","ARATH26790","AT4G12790"
"14674",15190758,1,"LUCA","ARATH26792","AT4G12800"
"14675",15190760,14,"Arabidopsis","ARATH26794","AT4G12820"
"14676",15190761,13,"Brassicaceae","ARATH26795","AT4G12825"
"14677",15190762,2,"Eukaryota","ARATH26796","AT4G12830"
"14678",15190763,5,"Embryophyta","ARATH26797","AT4G12840"
"14679",15190769,11,"rosids","ARATH26803","AT4G12850"
"14680",15190770,5,"Embryophyta","ARATH26804","AT4G12860"
"14681",15190771,2,"Eukaryota","ARATH26805","AT4G12870"
"14682",15190772,10,"Pentapetalae","ARATH26806","AT4G12880"
"14683",15190774,2,"Eukaryota","ARATH26808","AT4G12890"
"14684",15190775,2,"Eukaryota","ARATH26809","AT4G12900"
"14685",15190776,2,"Eukaryota","ARATH26810","AT4G12910"
"14686",15190781,13,"Brassicaceae","ARATH26815","AT4G12950"
"14687",15190783,2,"Eukaryota","ARATH26817","AT4G12960"
"14688",15190784,13,"Brassicaceae","ARATH26818","AT4G12970"
"14689",15190785,5,"Embryophyta","ARATH26819","AT4G12980"
"14690",15190790,7,"Spermatophyta","ARATH26824","AT4G13000"
"14691",15190791,4,"Streptophyta","ARATH26825","AT4G13010"
"14692",15190793,2,"Eukaryota","ARATH26827","AT4G13020"
"14693",15190802,11,"rosids","ARATH26836","AT4G13030"
"14694",15190809,4,"Streptophyta","ARATH26843","AT4G13050"
"14695",15190810,14,"Arabidopsis","ARATH26844","AT4G13060"
"14696",15190811,8,"Magnoliopsida","ARATH26845","AT4G13070"
"14697",15190812,13,"Brassicaceae","ARATH26846","AT4G13075"
"14698",15190813,9,"Mesangiospermae","ARATH26847","AT4G13080"
"14699",15190814,9,"Mesangiospermae","ARATH26848","AT4G13090"
"14700",15190817,10,"Pentapetalae","ARATH26851","AT4G13100"
"14701",15190821,10,"Pentapetalae","ARATH26855","AT4G13110"
"14702",15190827,2,"Eukaryota","ARATH26861","AT4G13170"
"14703",15190828,13,"Brassicaceae","ARATH26862","AT4G13160"
"14704",15190829,2,"Eukaryota","ARATH26863","AT4G13180"
"14705",15190833,13,"Brassicaceae","ARATH26867","AT4G13190"
"14706",15190834,10,"Pentapetalae","ARATH26868","AT4G13195"
"14707",15190835,13,"Brassicaceae","ARATH26869","AT4G13200"
"14708",15190837,5,"Embryophyta","ARATH26871","AT4G13210"
"14709",15190838,10,"Pentapetalae","ARATH26872","AT4G13220"
"14710",15190841,10,"Pentapetalae","ARATH26875","AT4G13240"
"14711",15190843,6,"Tracheophyta","ARATH26877","AT4G13250"
"14712",15190844,12,"malvids","ARATH26878","AT4G13266"
"14713",15190845,13,"Brassicaceae","ARATH26879","AT4G13261"
"14714",15190846,13,"Brassicaceae","ARATH26880","AT4G13263"
"14715",15190848,2,"Eukaryota","ARATH26882","AT4G13260"
"14716",15190850,5,"Embryophyta","ARATH26884","AT4G13270"
"14717",15190852,14,"Arabidopsis","ARATH26886","AT4G13280"
"14718",15190853,2,"Eukaryota","ARATH26887","AT4G13290"
"14719",15190857,5,"Embryophyta","ARATH26891","AT4G13330"
"14720",15190860,9,"Mesangiospermae","ARATH26894","AT4G13340"
"14721",15190861,2,"Eukaryota","ARATH26895","AT4G13345"
"14722",15190866,5,"Embryophyta","ARATH26900","AT4G13350"
"14723",15190867,1,"LUCA","ARATH26901","AT4G13360"
"14724",15190868,7,"Spermatophyta","ARATH26902","AT4G13370"
"14725",15190869,13,"Brassicaceae","ARATH26903","AT4G13380"
"14726",15190873,12,"malvids","ARATH26907","AT4G13395"
"14727",15190875,1,"LUCA","ARATH26909","AT4G13400"
"14728",15190877,5,"Embryophyta","ARATH26911","AT4G13410"
"14729",15190879,2,"Eukaryota","ARATH26913","AT4G13420"
"14730",15190880,2,"Eukaryota","ARATH26914","AT4G13430"
"14731",15190881,11,"rosids","ARATH26915","AT4G13440"
"14732",15190883,8,"Magnoliopsida","ARATH26917","AT4G13450"
"14733",15190885,9,"Mesangiospermae","ARATH26919","AT4G13460"
"14734",15190886,14,"Arabidopsis","ARATH26920","AT4G13480"
"14735",15190887,14,"Arabidopsis","ARATH26921","AT4G13490"
"14736",15190888,10,"Pentapetalae","ARATH26922","AT4G13500"
"14737",15190889,2,"Eukaryota","ARATH26923","AT4G13510"
"14738",15190890,10,"Pentapetalae","ARATH26924","AT4G13520"
"14739",15190891,10,"Pentapetalae","ARATH26925","AT4G13530"
"14740",15190893,10,"Pentapetalae","ARATH26927","AT4G13540"
"14741",15190895,4,"Streptophyta","ARATH26929","AT4G13550"
"14742",15190897,8,"Magnoliopsida","ARATH26931","AT4G13560"
